anno,provincia,delitto,eta_alla_data_del_reato_vittima,provincia_uts,codice_provinciauts,codice_provincia_storico,codice_regione,regione,ripartizione_geografica,sigla_automobilistica,provinciauts_corretto,codice_ripartizione_geografica
2019,TRAPANI,12. VIOLENZE SESSUALI,55-64,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2020,TRAPANI,12. VIOLENZE SESSUALI,55-64,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2021,TRAPANI,12. VIOLENZE SESSUALI,55-64,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2022,TRAPANI,12. VIOLENZE SESSUALI,55-64,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2023,TRAPANI,12. VIOLENZE SESSUALI,55-64,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2024,TRAPANI,12. VIOLENZE SESSUALI,55-64,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2019,TRAPANI,12. VIOLENZE SESSUALI,65 e oltre,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2020,TRAPANI,12. VIOLENZE SESSUALI,65 e oltre,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2021,TRAPANI,12. VIOLENZE SESSUALI,65 e oltre,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2022,TRAPANI,12. VIOLENZE SESSUALI,65 e oltre,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2023,TRAPANI,12. VIOLENZE SESSUALI,65 e oltre,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2024,TRAPANI,12. VIOLENZE SESSUALI,65 e oltre,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2019,PALERMO,5. TENTATI OMICIDI,25-34,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2020,PALERMO,5. TENTATI OMICIDI,25-34,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2021,PALERMO,5. TENTATI OMICIDI,25-34,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2022,PALERMO,5. TENTATI OMICIDI,25-34,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2023,PALERMO,5. TENTATI OMICIDI,25-34,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2024,PALERMO,5. TENTATI OMICIDI,25-34,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2019,PALERMO,5. TENTATI OMICIDI,35-44,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2020,PALERMO,5. TENTATI OMICIDI,35-44,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2021,PALERMO,5. TENTATI OMICIDI,35-44,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2022,PALERMO,5. TENTATI OMICIDI,35-44,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2023,PALERMO,5. TENTATI OMICIDI,35-44,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2024,PALERMO,5. TENTATI OMICIDI,35-44,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2019,PALERMO,5. TENTATI OMICIDI,45-54,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2020,PALERMO,5. TENTATI OMICIDI,45-54,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2021,PALERMO,5. TENTATI OMICIDI,45-54,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2022,PALERMO,5. TENTATI OMICIDI,45-54,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2023,PALERMO,5. TENTATI OMICIDI,45-54,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2024,PALERMO,5. TENTATI OMICIDI,45-54,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2019,PALERMO,5. TENTATI OMICIDI,55-64,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2020,PALERMO,5. TENTATI OMICIDI,55-64,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2021,PALERMO,5. TENTATI OMICIDI,55-64,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2022,PALERMO,5. TENTATI OMICIDI,55-64,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2023,PALERMO,5. TENTATI OMICIDI,55-64,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2024,PALERMO,5. TENTATI OMICIDI,55-64,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2019,PALERMO,5. TENTATI OMICIDI,65 e oltre,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2020,PALERMO,5. TENTATI OMICIDI,65 e oltre,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2021,PALERMO,5. TENTATI OMICIDI,65 e oltre,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2022,PALERMO,5. TENTATI OMICIDI,65 e oltre,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2023,PALERMO,5. TENTATI OMICIDI,65 e oltre,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2024,PALERMO,5. TENTATI OMICIDI,65 e oltre,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2019,PALERMO,8. LESIONI DOLOSE,0-13,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2020,PALERMO,8. LESIONI DOLOSE,0-13,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2021,PALERMO,8. LESIONI DOLOSE,0-13,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2022,PALERMO,8. LESIONI DOLOSE,0-13,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2023,PALERMO,8. LESIONI DOLOSE,0-13,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2024,PALERMO,8. LESIONI DOLOSE,0-13,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2019,PALERMO,8. LESIONI DOLOSE,14-17,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2020,PALERMO,8. LESIONI DOLOSE,14-17,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2021,PALERMO,8. LESIONI DOLOSE,14-17,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2022,PALERMO,8. LESIONI DOLOSE,14-17,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2023,PALERMO,8. LESIONI DOLOSE,14-17,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2024,PALERMO,8. LESIONI DOLOSE,14-17,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2019,PALERMO,8. LESIONI DOLOSE,18-24,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2020,PALERMO,8. LESIONI DOLOSE,18-24,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2021,PALERMO,8. LESIONI DOLOSE,18-24,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2022,PALERMO,8. LESIONI DOLOSE,18-24,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2023,PALERMO,8. LESIONI DOLOSE,18-24,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2024,PALERMO,8. LESIONI DOLOSE,18-24,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2019,PALERMO,8. LESIONI DOLOSE,25-34,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2020,PALERMO,8. LESIONI DOLOSE,25-34,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2021,PALERMO,8. LESIONI DOLOSE,25-34,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2022,PALERMO,8. LESIONI DOLOSE,25-34,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2023,PALERMO,8. LESIONI DOLOSE,25-34,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2024,PALERMO,8. LESIONI DOLOSE,25-34,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2019,PALERMO,8. LESIONI DOLOSE,35-44,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2020,PALERMO,8. LESIONI DOLOSE,35-44,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2021,PALERMO,8. LESIONI DOLOSE,35-44,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2022,PALERMO,8. LESIONI DOLOSE,35-44,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2023,PALERMO,8. LESIONI DOLOSE,35-44,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2024,PALERMO,8. LESIONI DOLOSE,35-44,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2019,PALERMO,8. LESIONI DOLOSE,45-54,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2020,PALERMO,8. LESIONI DOLOSE,45-54,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2021,PALERMO,8. LESIONI DOLOSE,45-54,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2022,PALERMO,8. LESIONI DOLOSE,45-54,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2023,PALERMO,8. LESIONI DOLOSE,45-54,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2024,PALERMO,8. LESIONI DOLOSE,45-54,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2019,PALERMO,8. LESIONI DOLOSE,55-64,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2020,PALERMO,8. LESIONI DOLOSE,55-64,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2021,PALERMO,8. LESIONI DOLOSE,55-64,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2022,PALERMO,8. LESIONI DOLOSE,55-64,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2023,PALERMO,8. LESIONI DOLOSE,55-64,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2024,PALERMO,8. LESIONI DOLOSE,55-64,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2019,PALERMO,8. LESIONI DOLOSE,65 e oltre,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2020,PALERMO,8. LESIONI DOLOSE,65 e oltre,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2021,PALERMO,8. LESIONI DOLOSE,65 e oltre,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2022,PALERMO,8. LESIONI DOLOSE,65 e oltre,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2023,PALERMO,8. LESIONI DOLOSE,65 e oltre,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2024,PALERMO,8. LESIONI DOLOSE,65 e oltre,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2019,PALERMO,9. PERCOSSE,0-13,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2020,PALERMO,9. PERCOSSE,0-13,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2021,PALERMO,9. PERCOSSE,0-13,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2022,PALERMO,9. PERCOSSE,0-13,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2023,PALERMO,9. PERCOSSE,0-13,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2024,PALERMO,9. PERCOSSE,0-13,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2019,PALERMO,9. PERCOSSE,14-17,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2020,PALERMO,9. PERCOSSE,14-17,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2021,PALERMO,9. PERCOSSE,14-17,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2022,PALERMO,9. PERCOSSE,14-17,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2023,PALERMO,9. PERCOSSE,14-17,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2024,PALERMO,9. PERCOSSE,14-17,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2019,PALERMO,9. PERCOSSE,18-24,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2020,PALERMO,9. PERCOSSE,18-24,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2021,PALERMO,9. PERCOSSE,18-24,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2022,PALERMO,9. PERCOSSE,18-24,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2023,PALERMO,9. PERCOSSE,18-24,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2024,PALERMO,9. PERCOSSE,18-24,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2019,PALERMO,9. PERCOSSE,25-34,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2020,PALERMO,9. PERCOSSE,25-34,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2021,PALERMO,9. PERCOSSE,25-34,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2022,PALERMO,9. PERCOSSE,25-34,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2023,PALERMO,9. PERCOSSE,25-34,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2024,PALERMO,9. PERCOSSE,25-34,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2019,PALERMO,9. PERCOSSE,35-44,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2020,PALERMO,9. PERCOSSE,35-44,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2021,PALERMO,9. PERCOSSE,35-44,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2022,PALERMO,9. PERCOSSE,35-44,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2023,PALERMO,9. PERCOSSE,35-44,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2024,PALERMO,9. PERCOSSE,35-44,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2019,PALERMO,9. PERCOSSE,45-54,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2020,PALERMO,9. PERCOSSE,45-54,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2021,PALERMO,9. PERCOSSE,45-54,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2022,PALERMO,9. PERCOSSE,45-54,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2023,PALERMO,9. PERCOSSE,45-54,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2024,PALERMO,9. PERCOSSE,45-54,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2019,PALERMO,9. PERCOSSE,55-64,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2020,PALERMO,9. PERCOSSE,55-64,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2021,PALERMO,9. PERCOSSE,55-64,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2022,PALERMO,9. PERCOSSE,55-64,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2023,PALERMO,9. PERCOSSE,55-64,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2024,PALERMO,9. PERCOSSE,55-64,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2019,PALERMO,9. PERCOSSE,65 e oltre,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2020,PALERMO,9. PERCOSSE,65 e oltre,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2021,PALERMO,9. PERCOSSE,65 e oltre,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2022,PALERMO,9. PERCOSSE,65 e oltre,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2023,PALERMO,9. PERCOSSE,65 e oltre,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2024,PALERMO,9. PERCOSSE,65 e oltre,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2019,PALERMO,10. MINACCE,0-13,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2020,PALERMO,10. MINACCE,0-13,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2021,PALERMO,10. MINACCE,0-13,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2022,PALERMO,10. MINACCE,0-13,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2023,PALERMO,10. MINACCE,0-13,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2024,PALERMO,10. MINACCE,0-13,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2019,PALERMO,10. MINACCE,14-17,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2020,PALERMO,10. MINACCE,14-17,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2021,PALERMO,10. MINACCE,14-17,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2022,PALERMO,10. MINACCE,14-17,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2023,PALERMO,10. MINACCE,14-17,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2024,PALERMO,10. MINACCE,14-17,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2019,PALERMO,10. MINACCE,18-24,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2020,PALERMO,10. MINACCE,18-24,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2021,PALERMO,10. MINACCE,18-24,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2022,PALERMO,10. MINACCE,18-24,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2023,PALERMO,10. MINACCE,18-24,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2024,PALERMO,10. MINACCE,18-24,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2019,PALERMO,10. MINACCE,25-34,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2020,PALERMO,10. MINACCE,25-34,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2021,PALERMO,10. MINACCE,25-34,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2022,PALERMO,10. MINACCE,25-34,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2023,PALERMO,10. MINACCE,25-34,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2024,PALERMO,10. MINACCE,25-34,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2019,PALERMO,10. MINACCE,35-44,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2020,PALERMO,10. MINACCE,35-44,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2021,PALERMO,10. MINACCE,35-44,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2022,PALERMO,10. MINACCE,35-44,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2023,PALERMO,10. MINACCE,35-44,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2024,PALERMO,10. MINACCE,35-44,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2019,PALERMO,10. MINACCE,45-54,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2020,PALERMO,10. MINACCE,45-54,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2021,PALERMO,10. MINACCE,45-54,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2022,PALERMO,10. MINACCE,45-54,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2023,PALERMO,10. MINACCE,45-54,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2024,PALERMO,10. MINACCE,45-54,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2019,PALERMO,10. MINACCE,55-64,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2020,PALERMO,10. MINACCE,55-64,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2021,PALERMO,10. MINACCE,55-64,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2022,PALERMO,10. MINACCE,55-64,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2023,PALERMO,10. MINACCE,55-64,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2024,PALERMO,10. MINACCE,55-64,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2019,PALERMO,10. MINACCE,65 e oltre,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2020,PALERMO,10. MINACCE,65 e oltre,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2021,PALERMO,10. MINACCE,65 e oltre,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2022,PALERMO,10. MINACCE,65 e oltre,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2023,PALERMO,10. MINACCE,65 e oltre,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2024,PALERMO,10. MINACCE,65 e oltre,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2019,PALERMO,12. VIOLENZE SESSUALI,0-13,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2020,PALERMO,12. VIOLENZE SESSUALI,0-13,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2021,PALERMO,12. VIOLENZE SESSUALI,0-13,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2022,PALERMO,12. VIOLENZE SESSUALI,0-13,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2023,PALERMO,12. VIOLENZE SESSUALI,0-13,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2024,PALERMO,12. VIOLENZE SESSUALI,0-13,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2019,PALERMO,12. VIOLENZE SESSUALI,14-17,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2020,PALERMO,12. VIOLENZE SESSUALI,14-17,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2021,PALERMO,12. VIOLENZE SESSUALI,14-17,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2022,PALERMO,12. VIOLENZE SESSUALI,14-17,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2023,PALERMO,12. VIOLENZE SESSUALI,14-17,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2024,PALERMO,12. VIOLENZE SESSUALI,14-17,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2019,PALERMO,12. VIOLENZE SESSUALI,18-24,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2020,PALERMO,12. VIOLENZE SESSUALI,18-24,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2021,PALERMO,12. VIOLENZE SESSUALI,18-24,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2022,PALERMO,12. VIOLENZE SESSUALI,18-24,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2023,PALERMO,12. VIOLENZE SESSUALI,18-24,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2024,PALERMO,12. VIOLENZE SESSUALI,18-24,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2019,PALERMO,12. VIOLENZE SESSUALI,25-34,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2020,PALERMO,12. VIOLENZE SESSUALI,25-34,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2021,PALERMO,12. VIOLENZE SESSUALI,25-34,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2022,PALERMO,12. VIOLENZE SESSUALI,25-34,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2023,PALERMO,12. VIOLENZE SESSUALI,25-34,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2024,PALERMO,12. VIOLENZE SESSUALI,25-34,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2019,PALERMO,12. VIOLENZE SESSUALI,35-44,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2020,PALERMO,12. VIOLENZE SESSUALI,35-44,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2021,PALERMO,12. VIOLENZE SESSUALI,35-44,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2022,PALERMO,12. VIOLENZE SESSUALI,35-44,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2023,PALERMO,12. VIOLENZE SESSUALI,35-44,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2024,PALERMO,12. VIOLENZE SESSUALI,35-44,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2019,PALERMO,12. VIOLENZE SESSUALI,45-54,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2020,PALERMO,12. VIOLENZE SESSUALI,45-54,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2021,PALERMO,12. VIOLENZE SESSUALI,45-54,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2022,PALERMO,12. VIOLENZE SESSUALI,45-54,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2023,PALERMO,12. VIOLENZE SESSUALI,45-54,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2024,PALERMO,12. VIOLENZE SESSUALI,45-54,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2019,PALERMO,12. VIOLENZE SESSUALI,55-64,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2020,PALERMO,12. VIOLENZE SESSUALI,55-64,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2021,PALERMO,12. VIOLENZE SESSUALI,55-64,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2022,PALERMO,12. VIOLENZE SESSUALI,55-64,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2023,PALERMO,12. VIOLENZE SESSUALI,55-64,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2024,PALERMO,12. VIOLENZE SESSUALI,55-64,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2019,PALERMO,12. VIOLENZE SESSUALI,65 e oltre,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2020,PALERMO,12. VIOLENZE SESSUALI,65 e oltre,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2021,PALERMO,12. VIOLENZE SESSUALI,65 e oltre,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2022,PALERMO,12. VIOLENZE SESSUALI,65 e oltre,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2023,PALERMO,12. VIOLENZE SESSUALI,65 e oltre,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2024,PALERMO,12. VIOLENZE SESSUALI,65 e oltre,Palermo,282,082,19,Sicilia,Isole,PA,PALERMO,5
2019,MESSINA,5. TENTATI OMICIDI,25-34,Messina,283,083,19,Sicilia,Isole,ME,MESSINA,5
2020,MESSINA,5. TENTATI OMICIDI,25-34,Messina,283,083,19,Sicilia,Isole,ME,MESSINA,5
2021,MESSINA,5. TENTATI OMICIDI,25-34,Messina,283,083,19,Sicilia,Isole,ME,MESSINA,5
2022,MESSINA,5. TENTATI OMICIDI,25-34,Messina,283,083,19,Sicilia,Isole,ME,MESSINA,5
2023,MESSINA,5. TENTATI OMICIDI,25-34,Messina,283,083,19,Sicilia,Isole,ME,MESSINA,5
