anno,provincia,delitto,eta_alla_data_del_reato,sesso,provincia_uts,codice_provinciauts,codice_provincia_storico,codice_regione,regione,ripartizione_geografica,sigla_automobilistica,provinciauts_corretto,codice_ripartizione_geografica
2023,SAVONA,10. MINACCE,55-64,FEMMINILE,Savona,009,009,07,Liguria,Nord-ovest,SV,SAVONA,1
2023,SAVONA,10. MINACCE,55-64,MASCHILE,Savona,009,009,07,Liguria,Nord-ovest,SV,SAVONA,1
2024,SAVONA,10. MINACCE,55-64,FEMMINILE,Savona,009,009,07,Liguria,Nord-ovest,SV,SAVONA,1
2024,SAVONA,10. MINACCE,55-64,MASCHILE,Savona,009,009,07,Liguria,Nord-ovest,SV,SAVONA,1
2019,SAVONA,10. MINACCE,65 e oltre,FEMMINILE,Savona,009,009,07,Liguria,Nord-ovest,SV,SAVONA,1
2019,SAVONA,10. MINACCE,65 e oltre,MASCHILE,Savona,009,009,07,Liguria,Nord-ovest,SV,SAVONA,1
2020,SAVONA,10. MINACCE,65 e oltre,FEMMINILE,Savona,009,009,07,Liguria,Nord-ovest,SV,SAVONA,1
2020,SAVONA,10. MINACCE,65 e oltre,MASCHILE,Savona,009,009,07,Liguria,Nord-ovest,SV,SAVONA,1
2021,SAVONA,10. MINACCE,65 e oltre,FEMMINILE,Savona,009,009,07,Liguria,Nord-ovest,SV,SAVONA,1
2021,SAVONA,10. MINACCE,65 e oltre,MASCHILE,Savona,009,009,07,Liguria,Nord-ovest,SV,SAVONA,1
2022,SAVONA,10. MINACCE,65 e oltre,FEMMINILE,Savona,009,009,07,Liguria,Nord-ovest,SV,SAVONA,1
2022,SAVONA,10. MINACCE,65 e oltre,MASCHILE,Savona,009,009,07,Liguria,Nord-ovest,SV,SAVONA,1
2023,SAVONA,10. MINACCE,65 e oltre,MASCHILE,Savona,009,009,07,Liguria,Nord-ovest,SV,SAVONA,1
2024,SAVONA,10. MINACCE,65 e oltre,MASCHILE,Savona,009,009,07,Liguria,Nord-ovest,SV,SAVONA,1
2020,SAVONA,12. VIOLENZE SESSUALI,14-17,MASCHILE,Savona,009,009,07,Liguria,Nord-ovest,SV,SAVONA,1
2021,SAVONA,12. VIOLENZE SESSUALI,14-17,MASCHILE,Savona,009,009,07,Liguria,Nord-ovest,SV,SAVONA,1
2022,SAVONA,12. VIOLENZE SESSUALI,14-17,MASCHILE,Savona,009,009,07,Liguria,Nord-ovest,SV,SAVONA,1
2023,SAVONA,12. VIOLENZE SESSUALI,14-17,MASCHILE,Savona,009,009,07,Liguria,Nord-ovest,SV,SAVONA,1
2019,SAVONA,12. VIOLENZE SESSUALI,18-24,MASCHILE,Savona,009,009,07,Liguria,Nord-ovest,SV,SAVONA,1
2020,SAVONA,12. VIOLENZE SESSUALI,18-24,MASCHILE,Savona,009,009,07,Liguria,Nord-ovest,SV,SAVONA,1
2021,SAVONA,12. VIOLENZE SESSUALI,18-24,MASCHILE,Savona,009,009,07,Liguria,Nord-ovest,SV,SAVONA,1
2022,SAVONA,12. VIOLENZE SESSUALI,18-24,MASCHILE,Savona,009,009,07,Liguria,Nord-ovest,SV,SAVONA,1
2023,SAVONA,12. VIOLENZE SESSUALI,18-24,MASCHILE,Savona,009,009,07,Liguria,Nord-ovest,SV,SAVONA,1
2024,SAVONA,12. VIOLENZE SESSUALI,18-24,MASCHILE,Savona,009,009,07,Liguria,Nord-ovest,SV,SAVONA,1
2019,SAVONA,12. VIOLENZE SESSUALI,25-34,MASCHILE,Savona,009,009,07,Liguria,Nord-ovest,SV,SAVONA,1
2020,SAVONA,12. VIOLENZE SESSUALI,25-34,MASCHILE,Savona,009,009,07,Liguria,Nord-ovest,SV,SAVONA,1
2021,SAVONA,12. VIOLENZE SESSUALI,25-34,MASCHILE,Savona,009,009,07,Liguria,Nord-ovest,SV,SAVONA,1
2022,SAVONA,12. VIOLENZE SESSUALI,25-34,MASCHILE,Savona,009,009,07,Liguria,Nord-ovest,SV,SAVONA,1
2023,SAVONA,12. VIOLENZE SESSUALI,25-34,MASCHILE,Savona,009,009,07,Liguria,Nord-ovest,SV,SAVONA,1
2024,SAVONA,12. VIOLENZE SESSUALI,25-34,MASCHILE,Savona,009,009,07,Liguria,Nord-ovest,SV,SAVONA,1
2019,SAVONA,12. VIOLENZE SESSUALI,35-44,MASCHILE,Savona,009,009,07,Liguria,Nord-ovest,SV,SAVONA,1
2020,SAVONA,12. VIOLENZE SESSUALI,35-44,MASCHILE,Savona,009,009,07,Liguria,Nord-ovest,SV,SAVONA,1
2021,SAVONA,12. VIOLENZE SESSUALI,35-44,MASCHILE,Savona,009,009,07,Liguria,Nord-ovest,SV,SAVONA,1
2022,SAVONA,12. VIOLENZE SESSUALI,35-44,MASCHILE,Savona,009,009,07,Liguria,Nord-ovest,SV,SAVONA,1
2023,SAVONA,12. VIOLENZE SESSUALI,35-44,MASCHILE,Savona,009,009,07,Liguria,Nord-ovest,SV,SAVONA,1
2024,SAVONA,12. VIOLENZE SESSUALI,35-44,MASCHILE,Savona,009,009,07,Liguria,Nord-ovest,SV,SAVONA,1
2019,SAVONA,12. VIOLENZE SESSUALI,45-54,MASCHILE,Savona,009,009,07,Liguria,Nord-ovest,SV,SAVONA,1
2020,SAVONA,12. VIOLENZE SESSUALI,45-54,MASCHILE,Savona,009,009,07,Liguria,Nord-ovest,SV,SAVONA,1
2021,SAVONA,12. VIOLENZE SESSUALI,45-54,MASCHILE,Savona,009,009,07,Liguria,Nord-ovest,SV,SAVONA,1
2022,SAVONA,12. VIOLENZE SESSUALI,45-54,MASCHILE,Savona,009,009,07,Liguria,Nord-ovest,SV,SAVONA,1
2023,SAVONA,12. VIOLENZE SESSUALI,45-54,MASCHILE,Savona,009,009,07,Liguria,Nord-ovest,SV,SAVONA,1
2024,SAVONA,12. VIOLENZE SESSUALI,45-54,FEMMINILE,Savona,009,009,07,Liguria,Nord-ovest,SV,SAVONA,1
2024,SAVONA,12. VIOLENZE SESSUALI,45-54,MASCHILE,Savona,009,009,07,Liguria,Nord-ovest,SV,SAVONA,1
2019,SAVONA,12. VIOLENZE SESSUALI,55-64,MASCHILE,Savona,009,009,07,Liguria,Nord-ovest,SV,SAVONA,1
2020,SAVONA,12. VIOLENZE SESSUALI,55-64,MASCHILE,Savona,009,009,07,Liguria,Nord-ovest,SV,SAVONA,1
2021,SAVONA,12. VIOLENZE SESSUALI,55-64,MASCHILE,Savona,009,009,07,Liguria,Nord-ovest,SV,SAVONA,1
2022,SAVONA,12. VIOLENZE SESSUALI,55-64,MASCHILE,Savona,009,009,07,Liguria,Nord-ovest,SV,SAVONA,1
2023,SAVONA,12. VIOLENZE SESSUALI,55-64,MASCHILE,Savona,009,009,07,Liguria,Nord-ovest,SV,SAVONA,1
2020,SAVONA,12. VIOLENZE SESSUALI,65 e oltre,MASCHILE,Savona,009,009,07,Liguria,Nord-ovest,SV,SAVONA,1
2021,SAVONA,12. VIOLENZE SESSUALI,65 e oltre,MASCHILE,Savona,009,009,07,Liguria,Nord-ovest,SV,SAVONA,1
2022,SAVONA,12. VIOLENZE SESSUALI,65 e oltre,MASCHILE,Savona,009,009,07,Liguria,Nord-ovest,SV,SAVONA,1
2024,SAVONA,12. VIOLENZE SESSUALI,65 e oltre,MASCHILE,Savona,009,009,07,Liguria,Nord-ovest,SV,SAVONA,1
2019,GENOVA,3. OMICIDI VOLONTARI CONSUMATI,25-34,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2021,GENOVA,3. OMICIDI VOLONTARI CONSUMATI,25-34,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2023,GENOVA,3. OMICIDI VOLONTARI CONSUMATI,25-34,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2020,GENOVA,3. OMICIDI VOLONTARI CONSUMATI,35-44,FEMMINILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2022,GENOVA,3. OMICIDI VOLONTARI CONSUMATI,35-44,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2023,GENOVA,3. OMICIDI VOLONTARI CONSUMATI,35-44,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2024,GENOVA,3. OMICIDI VOLONTARI CONSUMATI,35-44,FEMMINILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2024,GENOVA,3. OMICIDI VOLONTARI CONSUMATI,35-44,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2020,GENOVA,3. OMICIDI VOLONTARI CONSUMATI,45-54,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2021,GENOVA,3. OMICIDI VOLONTARI CONSUMATI,55-64,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2022,GENOVA,3. OMICIDI VOLONTARI CONSUMATI,55-64,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2020,GENOVA,3. OMICIDI VOLONTARI CONSUMATI,65 e oltre,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2022,GENOVA,3. OMICIDI VOLONTARI CONSUMATI,65 e oltre,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2024,GENOVA,3. OMICIDI VOLONTARI CONSUMATI,65 e oltre,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2021,GENOVA,5. TENTATI OMICIDI,18-24,FEMMINILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2021,GENOVA,5. TENTATI OMICIDI,18-24,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2023,GENOVA,5. TENTATI OMICIDI,18-24,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2024,GENOVA,5. TENTATI OMICIDI,18-24,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2020,GENOVA,5. TENTATI OMICIDI,25-34,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2022,GENOVA,5. TENTATI OMICIDI,25-34,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2023,GENOVA,5. TENTATI OMICIDI,25-34,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2019,GENOVA,5. TENTATI OMICIDI,35-44,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2020,GENOVA,5. TENTATI OMICIDI,35-44,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2021,GENOVA,5. TENTATI OMICIDI,35-44,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2024,GENOVA,5. TENTATI OMICIDI,35-44,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2020,GENOVA,5. TENTATI OMICIDI,45-54,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2023,GENOVA,5. TENTATI OMICIDI,45-54,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2019,GENOVA,5. TENTATI OMICIDI,55-64,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2020,GENOVA,5. TENTATI OMICIDI,55-64,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2020,GENOVA,5. TENTATI OMICIDI,65 e oltre,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2022,GENOVA,5. TENTATI OMICIDI,65 e oltre,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2019,GENOVA,8. LESIONI DOLOSE,14-17,FEMMINILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2019,GENOVA,8. LESIONI DOLOSE,14-17,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2020,GENOVA,8. LESIONI DOLOSE,14-17,FEMMINILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2020,GENOVA,8. LESIONI DOLOSE,14-17,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2021,GENOVA,8. LESIONI DOLOSE,14-17,FEMMINILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2021,GENOVA,8. LESIONI DOLOSE,14-17,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2022,GENOVA,8. LESIONI DOLOSE,14-17,FEMMINILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2022,GENOVA,8. LESIONI DOLOSE,14-17,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2023,GENOVA,8. LESIONI DOLOSE,14-17,FEMMINILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2023,GENOVA,8. LESIONI DOLOSE,14-17,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2024,GENOVA,8. LESIONI DOLOSE,14-17,FEMMINILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2024,GENOVA,8. LESIONI DOLOSE,14-17,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2019,GENOVA,8. LESIONI DOLOSE,18-24,FEMMINILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2019,GENOVA,8. LESIONI DOLOSE,18-24,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2020,GENOVA,8. LESIONI DOLOSE,18-24,FEMMINILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2020,GENOVA,8. LESIONI DOLOSE,18-24,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2021,GENOVA,8. LESIONI DOLOSE,18-24,FEMMINILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2021,GENOVA,8. LESIONI DOLOSE,18-24,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2022,GENOVA,8. LESIONI DOLOSE,18-24,FEMMINILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2022,GENOVA,8. LESIONI DOLOSE,18-24,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2023,GENOVA,8. LESIONI DOLOSE,18-24,FEMMINILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2023,GENOVA,8. LESIONI DOLOSE,18-24,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2024,GENOVA,8. LESIONI DOLOSE,18-24,FEMMINILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2024,GENOVA,8. LESIONI DOLOSE,18-24,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2019,GENOVA,8. LESIONI DOLOSE,25-34,FEMMINILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2019,GENOVA,8. LESIONI DOLOSE,25-34,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2020,GENOVA,8. LESIONI DOLOSE,25-34,FEMMINILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2020,GENOVA,8. LESIONI DOLOSE,25-34,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2021,GENOVA,8. LESIONI DOLOSE,25-34,FEMMINILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2021,GENOVA,8. LESIONI DOLOSE,25-34,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2022,GENOVA,8. LESIONI DOLOSE,25-34,FEMMINILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2022,GENOVA,8. LESIONI DOLOSE,25-34,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2023,GENOVA,8. LESIONI DOLOSE,25-34,FEMMINILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2023,GENOVA,8. LESIONI DOLOSE,25-34,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2024,GENOVA,8. LESIONI DOLOSE,25-34,FEMMINILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2024,GENOVA,8. LESIONI DOLOSE,25-34,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2019,GENOVA,8. LESIONI DOLOSE,35-44,FEMMINILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2019,GENOVA,8. LESIONI DOLOSE,35-44,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2020,GENOVA,8. LESIONI DOLOSE,35-44,FEMMINILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2020,GENOVA,8. LESIONI DOLOSE,35-44,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2021,GENOVA,8. LESIONI DOLOSE,35-44,FEMMINILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2021,GENOVA,8. LESIONI DOLOSE,35-44,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2022,GENOVA,8. LESIONI DOLOSE,35-44,FEMMINILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2022,GENOVA,8. LESIONI DOLOSE,35-44,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2023,GENOVA,8. LESIONI DOLOSE,35-44,FEMMINILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2023,GENOVA,8. LESIONI DOLOSE,35-44,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2024,GENOVA,8. LESIONI DOLOSE,35-44,FEMMINILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2024,GENOVA,8. LESIONI DOLOSE,35-44,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2019,GENOVA,8. LESIONI DOLOSE,45-54,FEMMINILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2019,GENOVA,8. LESIONI DOLOSE,45-54,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2020,GENOVA,8. LESIONI DOLOSE,45-54,FEMMINILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2020,GENOVA,8. LESIONI DOLOSE,45-54,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2021,GENOVA,8. LESIONI DOLOSE,45-54,FEMMINILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2021,GENOVA,8. LESIONI DOLOSE,45-54,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2022,GENOVA,8. LESIONI DOLOSE,45-54,FEMMINILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2022,GENOVA,8. LESIONI DOLOSE,45-54,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2023,GENOVA,8. LESIONI DOLOSE,45-54,FEMMINILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2023,GENOVA,8. LESIONI DOLOSE,45-54,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2024,GENOVA,8. LESIONI DOLOSE,45-54,FEMMINILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2024,GENOVA,8. LESIONI DOLOSE,45-54,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2019,GENOVA,8. LESIONI DOLOSE,55-64,FEMMINILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2019,GENOVA,8. LESIONI DOLOSE,55-64,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2020,GENOVA,8. LESIONI DOLOSE,55-64,FEMMINILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2020,GENOVA,8. LESIONI DOLOSE,55-64,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2021,GENOVA,8. LESIONI DOLOSE,55-64,FEMMINILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2021,GENOVA,8. LESIONI DOLOSE,55-64,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2022,GENOVA,8. LESIONI DOLOSE,55-64,FEMMINILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2022,GENOVA,8. LESIONI DOLOSE,55-64,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2023,GENOVA,8. LESIONI DOLOSE,55-64,FEMMINILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2023,GENOVA,8. LESIONI DOLOSE,55-64,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2024,GENOVA,8. LESIONI DOLOSE,55-64,FEMMINILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2024,GENOVA,8. LESIONI DOLOSE,55-64,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2019,GENOVA,8. LESIONI DOLOSE,65 e oltre,FEMMINILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2019,GENOVA,8. LESIONI DOLOSE,65 e oltre,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2020,GENOVA,8. LESIONI DOLOSE,65 e oltre,FEMMINILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2020,GENOVA,8. LESIONI DOLOSE,65 e oltre,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2021,GENOVA,8. LESIONI DOLOSE,65 e oltre,FEMMINILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2021,GENOVA,8. LESIONI DOLOSE,65 e oltre,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2022,GENOVA,8. LESIONI DOLOSE,65 e oltre,FEMMINILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2022,GENOVA,8. LESIONI DOLOSE,65 e oltre,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2023,GENOVA,8. LESIONI DOLOSE,65 e oltre,FEMMINILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2023,GENOVA,8. LESIONI DOLOSE,65 e oltre,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2024,GENOVA,8. LESIONI DOLOSE,65 e oltre,FEMMINILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2024,GENOVA,8. LESIONI DOLOSE,65 e oltre,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2024,GENOVA,9. PERCOSSE,0-13,FEMMINILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2019,GENOVA,9. PERCOSSE,14-17,FEMMINILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2019,GENOVA,9. PERCOSSE,14-17,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2020,GENOVA,9. PERCOSSE,14-17,FEMMINILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2021,GENOVA,9. PERCOSSE,14-17,FEMMINILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2021,GENOVA,9. PERCOSSE,14-17,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2022,GENOVA,9. PERCOSSE,14-17,FEMMINILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2022,GENOVA,9. PERCOSSE,14-17,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2023,GENOVA,9. PERCOSSE,14-17,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2024,GENOVA,9. PERCOSSE,14-17,FEMMINILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2019,GENOVA,9. PERCOSSE,18-24,FEMMINILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2019,GENOVA,9. PERCOSSE,18-24,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2020,GENOVA,9. PERCOSSE,18-24,FEMMINILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2020,GENOVA,9. PERCOSSE,18-24,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2021,GENOVA,9. PERCOSSE,18-24,FEMMINILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2021,GENOVA,9. PERCOSSE,18-24,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2022,GENOVA,9. PERCOSSE,18-24,FEMMINILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2022,GENOVA,9. PERCOSSE,18-24,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2023,GENOVA,9. PERCOSSE,18-24,FEMMINILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2023,GENOVA,9. PERCOSSE,18-24,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2024,GENOVA,9. PERCOSSE,18-24,FEMMINILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2024,GENOVA,9. PERCOSSE,18-24,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2019,GENOVA,9. PERCOSSE,25-34,FEMMINILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2019,GENOVA,9. PERCOSSE,25-34,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2020,GENOVA,9. PERCOSSE,25-34,FEMMINILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2020,GENOVA,9. PERCOSSE,25-34,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2021,GENOVA,9. PERCOSSE,25-34,FEMMINILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2021,GENOVA,9. PERCOSSE,25-34,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2022,GENOVA,9. PERCOSSE,25-34,FEMMINILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2022,GENOVA,9. PERCOSSE,25-34,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2023,GENOVA,9. PERCOSSE,25-34,FEMMINILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2023,GENOVA,9. PERCOSSE,25-34,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2024,GENOVA,9. PERCOSSE,25-34,FEMMINILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2024,GENOVA,9. PERCOSSE,25-34,MASCHILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
2019,GENOVA,9. PERCOSSE,35-44,FEMMINILE,Genova,210,010,07,Liguria,Nord-ovest,GE,GENOVA,1
