PROT_SDI,COD_VITTIMA,SEX_VITTIMA,ETA_VITTIMA,NAZIONE_NASCITA_VITTIMA,NAZIONE_NASCITA_VITTIMA_ISO
PZCS332024000018,20091107084613119001,FEMMINA,16,ROMANIA,ROU
PZCS402024000001,20210918200220835976,FEMMINA,20,ITALIA,ITA
PZCS402024000003,19880315083650804089,FEMMINA,63,ITALIA,ITA
PZCS502024850081,20060609094952395743,FEMMINA,36,ROMANIA,ROU
PZCS612024000005,20150826171917611657,FEMMINA,19,ITALIA,ITA
PZCS652024800010,20040316015427899584,FEMMINA,40,ITALIA,ITA
PZCS662024000056,20180515123622651679,MASCHIO,17,ITALIA,ITA
PZCS662024000057,20100723195529558658,FEMMINA,47,ITALIA,ITA
PZCS662024000069,20110109164923041561,FEMMINA,65,ITALIA,ITA
PZCS662024000097,20170717102746971550,FEMMINA,49,ITALIA,ITA
RACC022025000017,20170824104142137040,FEMMINA,36,ALBANIA,ALB
RACC022025000017,20170824104142137040,FEMMINA,38,ALBANIA,ALB
RACC022025000017,20181213124329200989,MASCHIO,6,ITALIA,ITA
RACS062024000000,20240917173017661729,FEMMINA,23,ITALIA,ITA
RACS062024000000,20240917173017661729,FEMMINA,24,ITALIA,ITA
RACS062024000022,20210531084555348769,FEMMINA,29,ITALIA,ITA
RACS062024000031,20240910082301327120,FEMMINA,77,ITALIA,ITA
RACS082024000058,20130511123509928624,FEMMINA,26,ITALIA,ITA
RACS102025000001,20010912100939392799,FEMMINA,24,NEPAL,NPL
RACS102025850016,20131013151058667095,FEMMINA,29,ROMANIA,ROU
RACS172023000089,20171206124840537088,FEMMINA,23,ALBANIA,ALB
RACS172023000090,20190827124845717498,FEMMINA,57,ITALIA,ITA
RACS172024000006,20091122203329532403,FEMMINA,29,ITALIA,ITA
RACS202024000052,20070713232412959703,FEMMINA,59,ITALIA,ITA
RACS202024000053,20230216202749573170,FEMMINA,47,ROMANIA,ROU
RACS202024000053,20240417171315967187,MASCHIO,11,ROMANIA,ROU
RACS272024850677,20150601101147396177,FEMMINA,26,ITALIA,ITA
RACS332024000001,20240114224044436512,FEMMINA,16,ITALIA,ITA
RACS332024000001,20240119154414785171,FEMMINA,14,ITALIA,ITA
RACS332024850362,20030410083424862423,FEMMINA,48,ITALIA,ITA
RACS422024000029,20040930194750534650,FEMMINA,25,ITALIA,ITA
RAEV102024000902,20080516122647948976,FEMMINA,44,ITALIA,ITA
RAPC012024200699,20171229093924799697,FEMMINA,37,BRASILE,BRA
RAPC022024200022,20240707154745747859,FEMMINA,13,ITALIA,ITA
RAPQ102023001093,20091116102408825465,FEMMINA,39,ITALIA,ITA
RAPQ102024000063,20160704133235628924,FEMMINA,35,ALBANIA,ALB
RAPQ102024000182,20140517105022572021,FEMMINA,29,ITALIA,ITA
RAPQ102024000218,20051212110335672050,FEMMINA,42,ITALIA,ITA
RAPQ102024000467,20010922083351929968,FEMMINA,53,ITALIA,ITA
RAPQ102024000787,20110930151830230150,FEMMINA,33,MAROCCO,MAR
RAPQ102024001463,20240821160758354816,FEMMINA,15,ITALIA,ITA
RAPQ102024001488,20130902093616053099,FEMMINA,31,ITALIA,ITA
RAPQ102024001532,20210923143852852922,FEMMINA,21,ITALIA,ITA
RAPQ102024001562,20121122205730522249,FEMMINA,41,ALBANIA,ALB
RAPQ102024002119,20090818123252496767,FEMMINA,35,ITALIA,ITA
RAPQ102025000159,20030811130740490498,FEMMINA,80,ITALIA,ITA
RCCS152024000005,20120920005847427189,FEMMINA,43,ITALIA,ITA
RCCS182024850030,20220405160826954260,FEMMINA,28,NIGERIA,NGA
RCCS352024000002,20130528145737171901,FEMMINA,33,ITALIA,ITA
RCCS392024000016,20180327120516046955,MASCHIO,9,LIBIA,LBY
RCCS412024850233,20030612173322096970,MASCHIO,73,ITALIA,ITA
RCCS592024850075,20011122001329863519,FEMMINA,47,ITALIA,ITA
RCCS762024000031,20240305100434366892,FEMMINA,45,TUNISIA,TUN
RCCS892023000031,20231219150949251356,FEMMINA,7,ITALIA,ITA
RCCS912024000009,20100128160029676645,FEMMINA,35,ITALIA,ITA
RCPC042023000276,20190119230144646933,MASCHIO,21,ITALIA,ITA
RCPC062024000075,20030319011042856956,MASCHIO,51,FRANCIA,FRA
RCPC062024000145,20190829014056223487,MASCHIO,22,ITALIA,ITA
RCPC062024000200,20011024003428223866,MASCHIO,60,ITALIA,ITA
RCPQ102024000003,20050401130503048802,FEMMINA,31,ITALIA,ITA
RCPQ102024000046,19970919174529018018,MASCHIO,47,ITALIA,ITA
RCPQ102024010019,20240107234149961802,FEMMINA,43,ITALIA,ITA
RCPQ102024010019,20240111023203656777,FEMMINA,15,ITALIA,ITA
RCPQ102024010243,20241010154450878971,FEMMINA,45,FILIPPINE,PHL
RECS052024000022,20130830081738802222,FEMMINA,42,UCRAINA,UKR
RECS062024000075,19990608184005058051,FEMMINA,59,CINA,CHN
RECS102024000031,20070716161215747078,FEMMINA,44,ALBANIA,ALB
RECS112024000025,20240501111244679790,FEMMINA,23,PAKISTAN,PAK
RECS122024000048,20150803110938172235,FEMMINA,33,ITALIA,ITA
RECS142024000210,20080821091956421548,FEMMINA,48,TUNISIA,TUN
RECS162024850331,20230331105115443687,FEMMINA,22,ITALIA,ITA
RECS192024000073,20210128174856237206,FEMMINA,26,NIGERIA,NGA
RECS192024000073,20240213124447920654,MASCHIO,2,ITALIA,ITA
RECS192024000073,20241023225109825641,FEMMINA,3,NIGERIA,NGA
RECS192024000073,20241023225437131200,MASCHIO,0,ITALIA,ITA
RECS192024000080,20110106031212432790,FEMMINA,44,ITALIA,ITA
RECS222024000001,20120316155207232223,FEMMINA,29,ITALIA,ITA
RECS222024000001,20221217210335822364,FEMMINA,7,ITALIA,ITA
RECS222024000001,20231015002519519312,MASCHIO,11,ITALIA,ITA
RECS222024000002,20120316155207232223,FEMMINA,29,ITALIA,ITA
RECS222024000002,20221217210335822364,MASCHIO,7,ITALIA,ITA
RECS222024000002,20231015002519519312,MASCHIO,11,ITALIA,ITA
RECS232025000016,20181022233305936229,FEMMINA,27,ITALIA,ITA
RECS242023000048,20241115120419088111,FEMMINA,13,ITALIA,ITA
RECS272024000009,20071004114141945514,FEMMINA,46,ITALIA,ITA
RECS342024000001,20190706141309449882,FEMMINA,12,INDIA,IND
RECS352023850824,20050123020628713002,MASCHIO,67,MAROCCO,MAR
RGCS062024000028,19960424085125025824,FEMMINA,55,MAROCCO,MAR
RGCS092023000004,20050530192623182702,FEMMINA,35,ITALIA,ITA
RGCS102024000016,20180522133309802162,FEMMINA,19,ITALIA,ITA
RGCS102024851537,20070313181157329878,FEMMINA,41,ITALIA,ITA
RGCS142024000016,20150221094908928010,FEMMINA,38,ITALIA,ITA
RGCS182024000002,20240208120745461142,FEMMINA,43,TUNISIA,TUN
RGPC012023900097,20001006093605021674,FEMMINA,46,POLONIA,POL
RGPC012024900055,20190807120216605449,FEMMINA,20,VENEZUELA,VEN
RGPQ102024000015,20160723181408355462,FEMMINA,45,UCRAINA,UKR
RGPQ102024000019,20230514154233993161,FEMMINA,19,TUNISIA,TUN
RGPQ102024000052,20191026131644408825,FEMMINA,32,TUNISIA,TUN
RGPQ302024000030,20240322173901770660,FEMMINA,13,ITALIA,ITA
RGPQ302024000031,20240322192549700992,FEMMINA,10,ITALIA,ITA
RGPQ302024000031,20240322193009978951,MASCHIO,9,ITALIA,ITA
RICS112024000031,19890114192242049733,MASCHIO,66,ITALIA,ITA
RICS112024000047,20240923104414883681,FEMMINA,93,ITALIA,ITA
RICS142024000001,20190328153656743558,FEMMINA,51,ITALIA,ITA
RICS202025000003,20030127091211999278,MASCHIO,57,ITALIA,ITA
RICS272024000011,20150218125323771617,FEMMINA,39,ITALIA,ITA
RIPQ102025000079,20240410170122080895,FEMMINA,31,TURCHIA,TUR
RIPQ302023000129,20231219185340228454,FEMMINA,72,ITALIA,ITA
RIPQV02024000027,20240304114900380747,FEMMINA,28,PERU',PER
RIPQV02024000118,20051007105422140803,FEMMINA,42,ROMANIA,ROU
RMCC112024000141,20030807132733707649,FEMMINA,41,CINA,CHN
RMCC112024000264,20240828185450386897,FEMMINA,38,ROMANIA,ROU
RMCC122024000062,20091124110541225649,FEMMINA,52,ROMANIA,ROU
RMCC142024000108,19970528090826061757,FEMMINA,66,ITALIA,ITA
RMCC182024000076,20040818091313276785,FEMMINA,79,ITALIA,ITA
RMCC262025000009,20250108102434937315,FEMMINA,47,ITALIA,ITA
RMCC292024000028,20171206082056914138,FEMMINA,45,ALBANIA,ALB
RMCP032023000056,20181029102709084633,FEMMINA,21,ITALIA,ITA
RMCP032023000057,20130131093551564604,FEMMINA,32,ITALIA,ITA
RMCP032024000005,20160212151446772490,FEMMINA,20,PARAGUAY,PRY
RMCP032024000045,20181119232646878620,FEMMINA,22,ITALIA,ITA
RMCP032024000049,20231211144659985159,FEMMINA,35,PERU',PER
RMCP032024000050,20140116201054371423,FEMMINA,36,ITALIA,ITA
RMCP032024000051,20010301150829986845,MASCHIO,56,ITALIA,ITA
RMCP032024000052,19880729100326539292,FEMMINA,63,ITALIA,ITA
RMCP032024000054,20200125153451921270,FEMMINA,22,ITALIA,ITA
RMCP032024000059,20030630014330133882,MASCHIO,48,ITALIA,ITA
RMCP032024000059,20210211093047448602,FEMMINA,43,ITALIA,ITA
RMCP032024000060,20021127150809383257,FEMMINA,43,ITALIA,ITA
RMCP032024000065,20090407122701317156,FEMMINA,44,ITALIA,ITA
RMCP032024000069,20071031140615946698,FEMMINA,33,ITALIA,ITA
RMCS012024000124,20211220092950489142,FEMMINA,72,ITALIA,ITA
RMCS012024000160,20220820052137957696,FEMMINA,22,ITALIA,ITA
RMCS012024851136,20210909220854471142,FEMMINA,35,ROMANIA,ROU
RMCS012025000063,20100622111810263816,FEMMINA,37,ITALIA,ITA
RMCS032024000172,20241121160247122688,FEMMINA,11,ITALIA,ITA
RMCS032024000186,19960328163237078865,FEMMINA,48,ITALIA,ITA
RMCS052024000021,20111221093727922039,FEMMINA,29,UCRAINA,UKR
RMCS052024852123,20070723110650462143,FEMMINA,34,ITALIA,ITA
RMCS052024852501,20040806130513249152,FEMMINA,47,ITALIA,ITA
RMCS052025000001,20250104174506711714,FEMMINA,21,ITALIA,ITA
RMCS082024000051,20190513183823616042,FEMMINA,32,ALBANIA,ALB
RMCS082025000005,20040814102505110323,MASCHIO,39,ITALIA,ITA
RMCS0C2024000032,20140321170334157457,FEMMINA,26,ITALIA,ITA
RMCS0D2023000029,19941103094240017354,FEMMINA,51,ITALIA,ITA
RMCS0D2024000009,20070120073023636237,FEMMINA,29,ITALIA,ITA
RMCS0D2024000025,20050118111804624034,FEMMINA,47,ITALIA,ITA
RMCS0D2024000025,20240129171616909002,FEMMINA,21,ITALIA,ITA
RMCS0F2024000017,20170308184150005188,FEMMINA,33,ITALIA,ITA
RMCS0H2024850153,20030528200154636031,FEMMINA,55,MOLDAVIA,MDA
RMCS0J2024850895,20240721114035714392,FEMMINA,6,ITALIA,ITA
RMCS0J2024850895,20240721114138212071,FEMMINA,5,ITALIA,ITA
RMCS0N2024000039,20130730163035291334,FEMMINA,44,ITALIA,ITA
RMCS0U2024000232,19931016203039096540,MASCHIO,47,ITALIA,ITA
RMCS0W2024000755,20050818141001910206,FEMMINA,49,UCRAINA,UKR
RMCS122024000099,20100508131541858414,FEMMINA,43,NIGERIA,NGA
RMCS142025000020,20010920110936385634,FEMMINA,39,ITALIA,ITA
RMCS142025000020,20250326154126175407,MASCHIO,7,ITALIA,ITA
RMCS142025000020,20250326154217328961,MASCHIO,4,ITALIA,ITA
RMCS182024000010,20240629140240015903,FEMMINA,20,PERU',PER
RMCS192024000020,20091123092052563971,FEMMINA,42,MAROCCO,MAR
RMCS192024000057,20080901084243718075,FEMMINA,54,ITALIA,ITA
RMCS1B2024000062,20240518041159326775,FEMMINA,36,ROMANIA,ROU
RMCS1B2024000062,20240518041426798682,FEMMINA,16,ITALIA,ITA
RMCS1B2024000150,20050825232914510907,FEMMINA,27,ITALIA,ITA
RMCS1F2024000074,20041016000930439697,FEMMINA,49,ITALIA,ITA
RMCS1F2024000074,20241001121456715757,MASCHIO,19,ITALIA,ITA
RMCS1K2024000037,20220118195050137608,FEMMINA,16,ITALIA,ITA
RMCS1M2024000210,20200117104319917636,FEMMINA,61,ITALIA,ITA
RMCS1O2023851683,20180201094800252056,FEMMINA,34,CUBA,CUB
RMCS1O2024000084,20010524183821337577,MASCHIO,41,ITALIA,ITA
RMCS1P2024000067,19990123084919953943,MASCHIO,71,ITALIA,ITA
RMCS1P2024000070,20110423162411046867,FEMMINA,58,ITALIA,ITA
RMCS1P2025000004,20170917150940917644,FEMMINA,27,ROMANIA,ROU
RMCS1U2024855138,20191225203907161707,FEMMINA,54,ITALIA,ITA
RMCS1U2025851823,20141018150958760702,FEMMINA,25,ROMANIA,ROU
RMCS1W2024000070,20090112131144964723,FEMMINA,36,ITALIA,ITA
RMCS1W2024000124,20180818101930374256,FEMMINA,37,ITALIA,ITA
RMCS1W2024000137,19980817195541073761,MASCHIO,66,MAROCCO,MAR
RMCS1W2024000176,20130615102639768262,MASCHIO,20,EGITTO,EGY
RMCS1W2025000031,20021019021410138425,FEMMINA,45,ITALIA,ITA
RMCS1W2025000031,20060129124540004563,MASCHIO,46,ITALIA,ITA
RMCS1Y2023000142,20231221190933036103,FEMMINA,64,ITALIA,ITA
RMCS1Y2023000145,20231230110731903563,FEMMINA,28,VENEZUELA,VEN
RMCS1Z2025000058,20201129010309454118,FEMMINA,51,ITALIA,ITA
RMCS202024000021,20040510152340928302,FEMMINA,36,ITALIA,ITA
RMCS242024000155,19971125161407006427,MASCHIO,49,ITALIA,ITA
RMCS242024000155,20150819134306383597,FEMMINA,53,ITALIA,ITA
RMCS242024000155,20180218183704936683,FEMMINA,28,ITALIA,ITA
RMCS242024000218,20071022095814708163,MASCHIO,32,ITALIA,ITA
RMCS242024000218,20230509164812188046,FEMMINA,62,ITALIA,ITA
RMCS242024000220,20000513112820036659,FEMMINA,68,ITALIA,ITA
RMCS242024000220,20020701175709685401,MASCHIO,76,ITALIA,ITA
RMCS252024000004,20230225222240035821,FEMMINA,14,ITALIA,ITA
RMCS272024000249,20060829004244207349,FEMMINA,79,ITALIA,ITA
RMCS282024000032,20240301164022126459,FEMMINA,39,TUNISIA,TUN
RMCS282024000062,20050217175501678956,MASCHIO,50,MAROCCO,MAR
RMCS282024000062,20101009085330789748,MASCHIO,28,MAROCCO,MAR
RMCS2B2024000014,20030123152006384171,FEMMINA,42,ROMANIA,ROU
RMCS2C2024000175,20081129153441772393,FEMMINA,43,ITALIA,ITA
RMCS2E2024000126,20020107002034749486,FEMMINA,71,ITALIA,ITA
RMCS2F2024000084,20050517121900199960,FEMMINA,46,ITALIA,ITA
RMCS2J2024000231,20060906095758535710,FEMMINA,50,TANZANIA,TZA
RMCS2L2024850318,20170528005607772882,FEMMINA,21,ITALIA,ITA
RMCS2R2023000034,20041113224632064806,FEMMINA,55,ITALIA,ITA
RMCS2T2024000228,20030408163437816490,MASCHIO,47,ITALIA,ITA
RMCS2W2023000220,20010908145012658189,FEMMINA,42,ITALIA,ITA
RMCS2Z2024000012,20101016003515321097,FEMMINA,33,ITALIA,ITA
RMCS352024000001,20040810093228228880,FEMMINA,43,ITALIA,ITA
RMCS352024000081,20240507090925990374,FEMMINA,38,COLOMBIA,COL
RMCS352024000169,20180904153925112809,MASCHIO,41,ECUADOR,ECU
RMCS352024000203,20120228162058005905,FEMMINA,37,ROMANIA,ROU
RMCS3A2023000115,20030513012540007432,FEMMINA,41,ITALIA,ITA
RMCS3J2024000027,20020730011211707717,FEMMINA,40,ITALIA,ITA
RMCS402023853196,20110823124035720917,FEMMINA,41,ITALIA,ITA
RMCS402024000011,20060727155634358116,FEMMINA,42,ITALIA,ITA
RMCS412024000278,20140422214524326513,FEMMINA,34,ITALIA,ITA
RMCS412024857099,20160626130629937554,FEMMINA,22,ITALIA,ITA
RMCS452024000053,20050718081816420817,FEMMINA,66,ARGENTINA,ARG
RMCS462024000315,20120307184449048895,FEMMINA,37,CINA,CHN
RMCS472024851216,20160115203528820015,FEMMINA,32,ITALIA,ITA
RMCS472024851247,20211121004107445086,FEMMINA,22,ITALIA,ITA
RMCS472024851532,20040805143312162615,FEMMINA,50,ARGENTINA,ARG
RMCS472024852442,20080825152647597260,FEMMINA,41,ROMANIA,ROU
RMCS472024852442,20080825152647597260,FEMMINA,42,ROMANIA,ROU
RMCS472024852614,20020102132906817508,FEMMINA,45,GERMANIA,DEU
RMCS472024852759,20241010190306160787,FEMMINA,25,ITALIA,ITA
RMCS472024853247,20041110112003867581,FEMMINA,55,ITALIA,ITA
RMCS472024853462,20200610195649631405,FEMMINA,26,ITALIA,ITA
RMCS472024854254,20180917022303546540,FEMMINA,31,ITALIA,ITA
RMCS472024854443,20170906213313348337,FEMMINA,42,ROMANIA,ROU
RMCS472024854457,20140122101245242827,FEMMINA,27,ITALIA,ITA
RMCS472024854490,20151128192823282098,FEMMINA,33,ROMANIA,ROU
RMCS472025850121,20040114121456930723,FEMMINA,37,ITALIA,ITA
RMCS552024000018,20180716130252985471,FEMMINA,32,ITALIA,ITA
RMCS572024000080,20000729114353099873,FEMMINA,44,POLONIA,POL
RMCS582024000033,19830127112256007238,MASCHIO,85,ITALIA,ITA
RMCS592024000121,19990317114748383680,MASCHIO,56,ITALIA,ITA
RMCS602024850470,20061101012738426811,FEMMINA,35,ITALIA,ITA
RMCS792024000081,20010911175450511638,FEMMINA,54,ITALIA,ITA
RMCS842024000070,20190907123923497930,FEMMINA,69,ITALIA,ITA
RMCS852024000032,20160530012245935353,FEMMINA,25,ITALIA,ITA
RMCS852024851003,20230116010839407694,FEMMINA,32,ROMANIA,ROU
RMCS872024000076,20240201195536638174,MASCHIO,43,ITALIA,ITA
RMCS882023000350,20180414091510638634,FEMMINA,36,ITALIA,ITA
RMCS882023000352,20061105011845387458,FEMMINA,41,ITALIA,ITA
RMCS882023000355,20061018141718665710,FEMMINA,40,ITALIA,ITA
RMCS922024850691,19910911103209029274,MASCHIO,59,ITALIA,ITA
RMCS962024000146,20240625105622849086,FEMMINA,14,ITALIA,ITA
RMCS992023000157,19941007123739034379,FEMMINA,50,ITALIA,ITA
RMCT012024000004,20040112184044408579,FEMMINA,48,ITALIA,ITA
RMCT012024000006,20050616105056923574,FEMMINA,51,ITALIA,ITA
RMGC5K2024000023,20080202094500160600,MASCHIO,34,ITALIA,ITA
RMGG492024000185,20181031135405456999,FEMMINA,26,SIRIA,SYR
RMPC032024000211,20241015142253110114,FEMMINA,55,ITALIA,ITA
RMPC032024300120,20130724092658360601,FEMMINA,32,ITALIA,ITA
RMPC032024300125,20120128091653452915,FEMMINA,68,TUNISIA,TUN
RMPC042024000983,20040921122104164667,FEMMINA,51,ITALIA,ITA
RMPC042024001697,19940103104057014567,FEMMINA,46,ITALIA,ITA
RMPC072024000808,20121224181812392323,FEMMINA,41,ROMANIA,ROU
RMPC072024000808,20210706072338809110,MASCHIO,22,ROMANIA,ROU
RMPC072024000814,20060201062641251260,MASCHIO,48,ROMANIA,ROU
RMPC082024000879,20240523224941853709,FEMMINA,62,POLONIA,POL
RMPC112024000247,20200630103242447903,FEMMINA,41,PERU',PER
RMPC112024001481,19870925155639002064,FEMMINA,54,ITALIA,ITA
RMPC112025000469,20030104102321529427,FEMMINA,62,ITALIA,ITA
RMPC112025000531,20020213135147957998,FEMMINA,52,ITALIA,ITA
RMPC122024000030,20021111122253125056,FEMMINA,43,ROMANIA,ROU
RMPC152024000003,20040302212249242876,MASCHIO,53,ITALIA,ITA
RMPC152024000035,20060330110752831522,FEMMINA,45,ITALIA,ITA
RMPC162024000267,20111125221411923538,FEMMINA,52,LIBANO,LBN
RMPC182024302324,20070516134559160239,FEMMINA,35,ITALIA,ITA
RMPC212024000072,20201028100252154164,FEMMINA,56,ITALIA,ITA
RMPC212024000734,20211218225401517690,FEMMINA,20,ITALIA,ITA
RMPC212024000747,20191103163812672758,FEMMINA,33,GEORGIA,GEO
RMPC212024000762,20240430002255152842,FEMMINA,43,UCRAINA,UKR
RMPC212024000769,20031001130532206007,FEMMINA,44,ITALIA,ITA
RMPC212024001195,20090517232514975148,FEMMINA,36,ROMANIA,ROU
RMPC212024001252,20050914043348635803,FEMMINA,45,ITALIA,ITA
RMPC212024001536,20060121015753817536,FEMMINA,37,ITALIA,ITA
RMPC212024003270,20100702162247708123,FEMMINA,39,ITALIA,ITA
RMPC212024003388,20180819111804845816,FEMMINA,24,ITALIA,ITA
RMPC212024003414,20110413133846269454,FEMMINA,39,MOLDAVIA,MDA
RMPC212024003466,20090126091101462049,MASCHIO,46,ITALIA,ITA
RMPC212024003852,19960704112656001265,FEMMINA,52,ITALIA,ITA
RMPC222024200024,20021227165631917732,FEMMINA,50,ITALIA,ITA
RMPC222024200176,20020307172651997177,FEMMINA,47,ITALIA,ITA
RMPC232024010101,20130709105033865563,FEMMINA,29,ITALIA,ITA
RMPC232024010181,20150828130506846776,FEMMINA,50,ITALIA,ITA
RMPC232024010261,20110904105110737403,MASCHIO,31,ITALIA,ITA
RMPC252024000279,20060118160702580147,FEMMINA,26,BRASILE,BRA
RMPC252024000682,20120403193903311154,FEMMINA,32,ITALIA,ITA
RMPC252024001136,20030409100443783524,FEMMINA,44,PERU',PER
RMPC252024001166,20051118164942635012,FEMMINA,56,ITALIA,ITA
RMPC272023000834,20020110120231779683,MASCHIO,53,ITALIA,ITA
RMPC272024000054,20190926181609457475,FEMMINA,35,COLOMBIA,COL
RMPC272024000156,20140804133448927198,FEMMINA,59,ROMANIA,ROU
RMPC272024000205,20040214233114622586,FEMMINA,44,ITALIA,ITA
RMPC272024001142,20241127105324726240,MASCHIO,9,PERU',PER
RMPC282024000082,20130521092926510464,FEMMINA,27,ITALIA,ITA
RMPC292020200100,19990625100418054671,MASCHIO,51,SVIZZERA,CHE
RMPC302024000145,19890204110754671277,FEMMINA,63,ITALIA,ITA
RMPC302024016096,20180726110950227254,FEMMINA,13,ITALIA,ITA
RMPC322024600341,20180911215113785504,FEMMINA,23,SUDAN,SDN
RMPC342024800002,20190430133916974741,FEMMINA,26,ITALIA,ITA
RMPC342024800004,20101123112935795943,FEMMINA,32,BRASILE,BRA
RMPC362024000060,20240201123954531165,FEMMINA,84,ITALIA,ITA
RMPC372024001065,20241211010114630622,FEMMINA,43,ALBANIA,ALB
RMPC442024000450,20090702103304419483,FEMMINA,24,ITALIA,ITA
RMPC442024001043,20230212021112493524,FEMMINA,4,GERMANIA,DEU
RMPC452023403120,20090707220545532260,FEMMINA,64,ITALIA,ITA
RMPC452023403120,20161228122904802320,MASCHIO,64,ITALIA,ITA
RMPC462024000040,20200103084606452509,FEMMINA,18,SRI LANKA (CEYLON),LKA
RMPC472023403942,20170428145609217472,FEMMINA,30,REPUBBLICA DOMINICANA,DOM
RMPC472024401571,20221120183306600888,FEMMINA,15,ITALIA,ITA
RMPC472024401755,20090520123810484255,FEMMINA,55,ITALIA,ITA
RMPC472024402034,20030123113116695010,FEMMINA,47,ROMANIA,ROU
RMPC472024402154,20180725015420515967,FEMMINA,25,ITALIA,ITA
RMPC472024402177,20031209023509051495,FEMMINA,49,ITALIA,ITA
RMPC472024402376,19861121093718584876,FEMMINA,64,ITALIA,ITA
RMPC472025400080,19970115111824087307,FEMMINA,61,INDIA,IND
RMPC482024000069,20021102120107869165,FEMMINA,56,ITALIA,ITA
RMPC492024000255,20031012010133683515,MASCHIO,38,ITALIA,ITA
RMPC502024000272,20060810153116029427,FEMMINA,48,ITALIA,ITA
RMPC522024000000,20231231153657078261,MASCHIO,11,ITALIA,ITA
RMPC522024000080,20220806183041690492,FEMMINA,45,UCRAINA,UKR
RMPC522024000128,20111122134216939597,FEMMINA,54,ROMANIA,ROU
RMPC522024000130,20030621111537590692,FEMMINA,57,ITALIA,ITA
RMPC522024000154,20040729193144259747,FEMMINA,64,ITALIA,ITA
RMPC522024000183,20240429101704847061,MASCHIO,4,ITALIA,ITA
RMPC522024000191,20030615100909745108,FEMMINA,52,ITALIA,ITA
RMPC522024000192,20210217223547327364,FEMMINA,18,ITALIA,ITA
RMPC522024000194,19900221112951049743,FEMMINA,51,ITALIA,ITA
RMPC522024000194,20171201212851031285,FEMMINA,15,ITALIA,ITA
RMPC522024000254,19930818103047032886,FEMMINA,50,ITALIA,ITA
RMPC522024000254,20150626170821394182,FEMMINA,19,ITALIA,ITA
RMPC522024000271,20040507144109773415,FEMMINA,31,CROAZIA,HRV
RMPC522024000281,20240717125336713534,FEMMINA,54,ITALIA,ITA
RMPC522024000303,19970129114948032958,FEMMINA,43,ITALIA,ITA
RMPC522024000304,19970116103324072272,FEMMINA,46,ITALIA,ITA
RMPC522024000392,20150224191837518706,FEMMINA,41,ROMANIA,ROU
RMPC522024000428,20200423103034925610,FEMMINA,26,ITALIA,ITA
RMPC522024000437,20241004113306374802,FEMMINA,36,BRASILE,BRA
RMPC522024000440,20081027193519051784,FEMMINA,34,ITALIA,ITA
RMPC522024000485,19900525165805023558,MASCHIO,64,ITALIA,ITA
RMPC522024501167,20210304122344888138,FEMMINA,34,FEDERAZIONE RUSSA,RUS
RMPC532024000510,20170821184613053091,FEMMINA,32,ITALIA,ITA
RMPC552024900005,20150707152741157088,FEMMINA,24,FILIPPINE,PHL
RMPC552024900040,20231126134535342105,FEMMINA,22,IRAN,IRN
RMPC552024900080,20130522234533495016,FEMMINA,33,ITALIA,ITA
RMPF252024000050,20141117201513596870,FEMMINA,31,ITALIA,ITA
RMPF252025000003,20151016013429498260,MASCHIO,28,ITALIA,ITA
RMPF252025000043,19981209202540007398,MASCHIO,43,ITALIA,ITA
RMPF302023000212,20231127080319901514,FEMMINA,27,BRASILE,BRA
RMPQ312024000031,20240212102358777107,MASCHIO,16,ITALIA,ITA
RMPQ312024000061,20120305101156331323,FEMMINA,36,CINA,CHN
RNCP032023000019,19970817104032093494,FEMMINA,47,ITALIA,ITA
RNCS022024000016,20071228210808410596,FEMMINA,35,ITALIA,ITA
RNCS062023852180,20220130041313516608,FEMMINA,18,ROMANIA,ROU
RNCS122024850614,20170227055104315350,FEMMINA,24,ITALIA,ITA
RNCS132024000043,20071214102149908467,FEMMINA,69,FEDERAZIONE RUSSA,RUS
RNPQ112023006792,20161208165104918405,FEMMINA,23,ITALIA,ITA
RNPQ112024086331,20011229121355514883,FEMMINA,41,ITALIA,ITA
RNPQ112025031103,20031225030321878844,FEMMINA,41,ITALIA,ITA
RNPQ322024106363,20241030055844436059,FEMMINA,15,ITALIA,ITA
ROCS012024000041,19980818112948544272,FEMMINA,52,ITALIA,ITA
ROCS052024000005,20210910112035764153,FEMMINA,30,MAROCCO,MAR
ROCS062024000103,20200804150825507016,FEMMINA,21,ITALIA,ITA
ROCS112024000029,20120821045507865586,FEMMINA,33,ROMANIA,ROU
ROCS122024000016,20050407141835599470,FEMMINA,61,ITALIA,ITA
ROCS122024000017,20120903092335669385,FEMMINA,57,ITALIA,ITA
ROCS122024000024,20150413121155599833,FEMMINA,36,ITALIA,ITA
ROCS132024000007,20030703164022017415,FEMMINA,38,ITALIA,ITA
ROCS242024000015,20090212112009968027,FEMMINA,50,ITALIA,ITA
ROPC012024000169,20230527114120400916,FEMMINA,24,MAROCCO,MAR
ROPQ102024001097,20110518120734198557,FEMMINA,43,ROMANIA,ROU
ROPQ332024000008,20230205151052498797,FEMMINA,16,ITALIA,ITA
SACC012024000031,20241108194529012643,FEMMINA,50,ITALIA,ITA
SACC062024900029,20241220084932620067,FEMMINA,53,GERMANIA,DEU
SACS0B2024000036,20130520125154034793,FEMMINA,43,ITALIA,ITA
SACS152024000007,20160708091200686436,FEMMINA,29,ROMANIA,ROU
