PROT_SDI,ART,T_NORMA,RIF_LEGGE,DES_REA_EVE
BACS052024000119,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
VICS322023000161,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PRCP032024000004,575,CP,,OMICIDIO DOLOSO
VICE032024000067,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MICS202024851500,609,CP,,VIOLENZA SESSUALE AGGRAVATA PERCHE' COMMESSA PRESSO ISTITUTI DI ISTRUZIONE - ART. 609 TER CO. 1 N. 5 BIS
VTCS492024000004,612,CP,,MINACCIA - ATTI PERSECUTORI -
TSPC042024000586,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MEPC022024000164,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
LECS652024850365,629,CP,,ESTORSIONE
BTPQ102024000119,612,CP,,MINACCIA
VBPQ302024000032,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
TOPC142024000473,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
ALCS182024000012,582,CP,,LESIONI PERSONALI
PAPC182023000155,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PNPQ102024002099,582,CP,,LESIONI PERSONALI
IMPQ102023001493,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
TOPC012024001851,612,CP,,MINACCIA
AQPC012025000014,609,CP,,VIOLENZA SESSUALE
TVCS122025000021,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
VICS282024851103,612,CP,,MINACCIA - ATTI PERSECUTORI -
MIPC022024500048,387,CP,,VIOLAZIONE DEI PROVVEDIMENTI DI ALLONTANAMENTO DALLA CASA FAMILIARE E DEL DIVIETO DI AVVICINAMENTO AI LUOGHI FREQUENTATI DALLA PERSONA OFFESA-C.P. ART.387 BIS
MECS442024850030,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
MNPQ102024001441,612,CP,,MINACCIA - ATTI PERSECUTORI -
BGCS152023000197,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MIPC022020001519,582,CP,,LESIONI PERSONALI
MICS112024000049,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
AGPQ302023000071,575,CP,,OMICIDIO DOLOSO
CHPQ102024000201,612,CP,,MINACCIA
SRCS022024851224,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
PAPC182024302355,582,CP,,LESIONI PERSONALI
RMPC522024000303,582,CP,,LESIONI PERSONALI
CEPC032025000045,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PAPC022024000036,612,CP,,MINACCIA
NAPC062024700257,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CACS222024000024,635,CP,,DANNEGGIAMENTO
AOPQ302025000024,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
AOCS032024000039,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BOCS362024000053,582,CP,,LESIONI PERSONALI
TPCS312024850599,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
TNPT102024000007,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
VCCS012024000020,609,CP,,VIOLENZA SESSUALE AGGRAVATA
MCCS212024850089,612,CP,,MINACCIA
VECS202024000053,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RECS192024000080,575,CP,,OMICIDIO DOLOSO
PAPC182024000140,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
TOCS582024852193,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
RMCS472024853247,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RMCS2F2024000084,612,CP,,MINACCIA
LECC012024000030,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
VICS442024000026,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CNPQ302025000001,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BGCS152024000170,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RMCS882023000350,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RMCS1P2024000067,612,CP,,MINACCIA - ATTI PERSECUTORI -
TNCS732025000001,582,CP,,LESIONI PERSONALI
PZCS402024000001,582,CP,,LESIONI PERSONALI
VECS332024850267,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RACS062024000031,575,CP,,OMICIDIO DOLOSO
PGPQ102024001133,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
FGCS602024000005,582,CP,,LESIONI PERSONALI
BICS012024000035,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
NUCS462024000108,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
SIPQ302025000021,582,CP,,LESIONI PERSONALI
VRPQV02024000792,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BGCS212024164613,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CACS532024000001,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
VECS412024000009,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CHCS082024000008,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
VVCS232024850125,387,CP,,VIOLAZIONE DEI PROVVEDIMENTI DI ALLONTANAMENTO DALLA CASA FAMILIARE E DEL DIVIETO DI AVVICINAMENTO AI LUOGHI FREQUENTATI DALLA PERSONA OFFESA-C.P. ART.387 BIS
PDEV032024000049,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
ANCS372024000048,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MICS0H2024000064,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MCPQ102024000685,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CTPC092024200244,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PVCS302024000029,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
SSCS312024000002,609,CP,,VIOLENZA SESSUALE AGGRAVATA
PZCS142024000010,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
SRPC012025000042,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
MICS232024850332,582,CP,,LESIONI PERSONALI
MBCS072024000066,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PGPQ102024000576,612,CP,,MINACCIA
PGCS222024000031,387,CP,,VIOLAZIONE DEI PROVVEDIMENTI DI ALLONTANAMENTO DALLA CASA FAMILIARE E DEL DIVIETO DI AVVICINAMENTO AI LUOGHI FREQUENTATI DALLA PERSONA OFFESA-C.P. ART.387 BIS
TOPC012023004932,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
TACS142023000068,581,CP,,PERCOSSE
PTCC012024000020,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
TOPC132024000262,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
ENCS052024000015,582,CP,,LESIONI PERSONALI
BGCS142024000200,582,CP,,LESIONI PERSONALI
BIPQ302024000145,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
LTCS362024000052,609,CP,,ATTI SESSUALI CON MINORENNE
PRCS252024000057,582,CP,,LESIONI PERSONALI
TOPQ102024000154,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PGCS402024850086,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BACS072024000027,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
NACS062024000060,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
NAPC242024100006,605,CP,,SEQUESTRO DI PERSONA - FATTISPECIE BASE - ART. 605 CP
TPCS132019000466,582,CP,,LESIONI PERSONALI
PGPQ102024002362,612,CP,,MINACCIA
TRCS122024850130,612,CP,,MINACCIA - ATTI PERSECUTORI -
AVCS692024000042,582,CP,,LESIONI PERSONALI
RMCS2B2024000014,582,CP,,LESIONI PERSONALI
ISCS022024000010,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
FRCS052024850082,612,CP,,MINACCIA - ATTI PERSECUTORI -
PAPT112024000001,609,CP,,VIOLENZA SESSUALE AGGRAVATA
ARCC112024000193,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CHPQ102024000172,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
COCC042023000079,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
TOPC142024000264,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
PZCS502024850081,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
POPQ302024000135,387,CP,,VIOLAZIONE DEI PROVVEDIMENTI DI ALLONTANAMENTO DALLA CASA FAMILIARE E DEL DIVIETO DI AVVICINAMENTO AI LUOGHI FREQUENTATI DALLA PERSONA OFFESA-C.P. ART.387 BIS
SAPT102024000007,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
ALCS552024000013,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RMCT012024000004,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
VRPQ302024000093,609,CP,,VIOLENZA SESSUALE
COCS202023000225,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
ENPC032024000136,582,CP,,LESIONI PERSONALI
ENPC032024000136,577,CP,,ALTRE CIRCOSTANZE AGGRAVANTI PREVISTE PER ART. 575
BOCS112024000002,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RACC022025000017,609,CP,,VIOLENZA SESSUALE
RMCS582024000033,582,CP,,LESIONI PERSONALI
BICS072024000014,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BRCS032024850066,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RECS192024000073,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BACS342024000012,582,CP,,LESIONI PERSONALI
SIPQ302024000039,609,CP,,VIOLENZA SESSUALE DI GRUPPO
RMPC212024003414,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CNCS312024000002,582,CP,,LESIONI PERSONALI
MICS732024000162,609,CP,,VIOLENZA SESSUALE
MEPC082024000166,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
LICC062024000015,575,CP,,OMICIDIO DOLOSO
LICC012023000229,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
BRPC022025000038,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MOCS152024000008,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PNPQ302025000018,609,CP,,VIOLENZA SESSUALE AGGRAVATA
POCS062024000155,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BOCS592024000002,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BGCS352024000192,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
GEPT102024000017,612,CP,,MINACCIA - ATTI PERSECUTORI -
PACS072024000020,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PGPQ102024001220,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
CRPC012024100043,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
LIPQ702024000041,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RMPC452023403120,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
ROCS122024000024,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CSPQ302024000010,582,CP,,LESIONI PERSONALI
ALCS352024000007,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
UDCS072024850627,609,CP,,VIOLENZA SESSUALE
TOCS472024000004,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
TOCS142024000002,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PGPQ102024001960,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
TOCS932024000009,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
FRPC012024200264,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CSCS472024000002,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
SRPC032024000274,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
TAPC042024130097,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
BLPQ302024000023,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
UDCS262023000156,612,CP,,MINACCIA
CLCS012024000001,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PICS102024000025,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
SRCS102024400067,612,CP,,MINACCIA - ATTI PERSECUTORI -
RMPC252024000279,612,CP,,MINACCIA - ATTI PERSECUTORI -
VRCC012024000162,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
GRCS192024000030,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MICS372024000038,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CHPQ102024000140,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PGPQ102024001071,610,CP,,VIOLENZA PRIVATA
GOCC012024100002,612,CP,,MINACCIA
TPPT602024000007,609,CP,,VIOLENZA SESSUALE
FRPC012024200196,609,CP,,VIOLENZA SESSUALE
MICS082024000203,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
TAPC022024000017,582,CP,,LESIONI PERSONALI
FICS152024000002,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PICS252024000018,612,CP,,MINACCIA
RMCS1W2024000137,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
NAPC212024500639,629,CP,,ESTORSIONE
PGPQ102024001241,610,CP,,VIOLENZA PRIVATA
RCCS892023000031,609,CP,,VIOLENZA SESSUALE AGGRAVATA PERCHE' COMMESSA PRESSO ISTITUTI DI ISTRUZIONE - ART. 609 TER CO. 1 N. 5 BIS
BOCS512023000236,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MNCS352024000061,582,CP,,LESIONI PERSONALI
LUCS142024000016,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PGPQ102024002352,582,CP,,LESIONI PERSONALI
VACS242024000134,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
KRCS062024850105,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
RMPC362024000060,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MSCS152025000001,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
FIPQ102024000295,609,CP,,VIOLENZA SESSUALE
VECS162024000046,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BNCS152024000007,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MIPC172024145991,582,CP,,LESIONI PERSONALI
TOCC062024000063,575,CP,,OMICIDIO DOLOSO
MEPC082024000147,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
FRCS102024000039,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
FICS292024855871,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RMCS352024000203,612,CP,,MINACCIA - ATTI PERSECUTORI -
VICS282024000084,582,CP,,LESIONI PERSONALI
BGCS482023000073,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
SAPC012024001228,612,CP,,MINACCIA
GRCS332024850426,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MBCS052024000133,609,CP,,VIOLENZA SESSUALE
LICS062024000016,612,CP,,MINACCIA - ATTI PERSECUTORI -
AOCS152025000004,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
FRPC022024000676,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RMCS052024000021,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
VRCS322024000030,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
BOCS322024000007,575,CP,,OMICIDIO DOLOSO
LECS522024000081,612,CP,,MINACCIA - ATTI PERSECUTORI -
AGPQ102024000114,612,CP,,MINACCIA
CHCT012024000001,582,CP,,LESIONI PERSONALI
RMPC552024900005,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
ISPQ102024000006,612,CP,,MINACCIA - ATTI PERSECUTORI -
BACS382024540300,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
NACS552024000128,612,CP,,MINACCIA
MNPQ102024000588,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BTPC032025000196,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
PNPQ102024002314,612,CP,,MINACCIA
TOPC012025000699,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
NACS842024000091,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
MEPC042024000075,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
AGPC012024501023,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BLCS172023000115,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
GECS512024850369,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
NAPC142025003010,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
NACS572024000122,612,CP,,MINACCIA - ATTI PERSECUTORI -
TECS012023000047,612,CP,,MINACCIA - ATTI PERSECUTORI -
RGPQ102024000019,612,CP,,MINACCIA - ATTI PERSECUTORI -
BNPQ302025020005,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
KRCS112024850056,610,CP,,VIOLENZA PRIVATA
MICS112024000048,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
MIPC012024150007,612,CP,,MINACCIA
MIPC022023501774,612,CP,,MINACCIA
NAPC062024700243,609,CP,,VIOLENZA SESSUALE
CTPQ102023073463,582,CP,,LESIONI PERSONALI
CTPQ102024002252,582,CP,,LESIONI PERSONALI
CTPC092024200424,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CTPQ102024002257,612,CP,,MINACCIA - ATTI PERSECUTORI -
MOCS412024000016,582,CP,,LESIONI PERSONALI
MCCS142024000027,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
POPQ102024102218,612,CP,,MINACCIA
RAPQ102024000218,612,CP,,MINACCIA - ATTI PERSECUTORI -
RMPC252024001136,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RMCP032024000051,629,CP,,ESTORSIONE
RMCP032024000049,612,CP,,MINACCIA
RMCS1B2024000150,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
RACS062024000022,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
SOPQ102024000242,612,CP,,MINACCIA - ATTI PERSECUTORI -
MIPC012024150009,582,CP,,LESIONI PERSONALI
MSPQ312024000038,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
VRCT012024000006,609,CP,,VIOLENZA SESSUALE
LTPQ302024200041,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
VCCS172024000013,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CHCS122024000001,609,CP,,VIOLENZA SESSUALE AGGRAVATA PERCHE' COMMESSA PRESSO ISTITUTI DI ISTRUZIONE - ART. 609 TER CO. 1 N. 5 BIS
IMCS072024000040,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MEPC042024000766,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MECS352023000070,582,CP,,LESIONI PERSONALI
TOCS692023852353,582,CP,,LESIONI PERSONALI
VICS292025000021,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
TNCS302024000009,609,CP,,VIOLENZA SESSUALE
BOPC022024000100,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
FRCS282023000019,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CBPC012024000583,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CBGT602024000010,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BZCC042025000004,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
TPCS022024000065,609,CP,,VIOLENZA SESSUALE
MECS322024000010,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
SACC012024000031,612,CP,,MINACCIA - ATTI PERSECUTORI -
LCCS132024000048,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RICS112024000047,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CTCS492024000115,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
VICS362024850135,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
PZCS662024000097,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PGPQ102024000042,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
NAPQ102024000045,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
SPCS212024000009,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
TACS062024000076,612,CP,,MINACCIA - ATTI PERSECUTORI -
PRCS252024000038,635,CP,,DANNEGGIAMENTO
LOPQ302024000047,612,CP,,DIFFUSIONE ILLECITA DI IMMAGINI O VIDEO SESSUALMENTE ESPLICITI - C.P. 612 TER
UDCS112024000043,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PGPQ102024001534,581,CP,,PERCOSSE
