PROT_SDI,COD_COLP_DA_PROVV,SEX_COLP_PROVV,ETA_COLP_PROVV,NAZIONE_NASCITA_COLP_PROVV,NAZIONE_NASCITA_COLP_PROVV_ISO
FRPC012024200386,20070503104524868066,MASCHIO,41,CILE,CHL
FRPC012024200655,20030114110146774595,MASCHIO,56,ITALIA,ITA
FRPC022024000645,20030530172144890047,MASCHIO,70,ITALIA,ITA
FRPC022024000676,20020303112028093205,MASCHIO,60,ITALIA,ITA
FRPC022024000712,20061214092644953540,FEMMINA,49,ROMANIA,ROU
FRPC022024000725,20191012220045693003,MASCHIO,19,ITALIA,ITA
FRPQ302024000007,20030517092551195118,MASCHIO,51,FRANCIA,FRA
GECC052024000065,20240408151342359369,MASCHIO,35,PERU',PER
GECS162024000030,20080722084841527662,MASCHIO,56,ITALIA,ITA
GECS182024000002,20010629180825977069,MASCHIO,38,ITALIA,ITA
GECS182024000008,20010525183432168756,MASCHIO,54,MAROCCO,MAR
GECS212024000003,19921017160814033651,FEMMINA,58,ITALIA,ITA
GECS212024000004,19971002083116347436,MASCHIO,69,ITALIA,ITA
GECS232024000084,20040304143516940677,MASCHIO,77,ITALIA,ITA
GECS232025000013,20030418142342922370,MASCHIO,54,ITALIA,ITA
GECS242024000008,20020719124259843254,MASCHIO,42,ITALIA,ITA
GECS242024000012,19910214071442744222,FEMMINA,58,ITALIA,ITA
GECS242024000019,20020107133408803384,MASCHIO,51,ITALIA,ITA
GECS242024000019,20020107133408803384,MASCHIO,47,ITALIA,ITA
GECS242024000027,20090502021739453233,MASCHIO,34,ITALIA,ITA
GECS242024000027,20090502021739453233,MASCHIO,32,ITALIA,ITA
GECS242024000096,20020215154240357023,MASCHIO,41,ITALIA,ITA
GECS352024000094,20090417170746433915,MASCHIO,41,ITALIA,ITA
GECS372024000005,20160518170918232291,MASCHIO,25,NIGERIA,NGA
GECS492024000049,20221213154838458523,MASCHIO,16,ITALIA,ITA
GECS512024850079,,NON INDICATO,,,
GECS512024850369,,NON INDICATO,,,
GECS512024851511,19910121182932011847,MASCHIO,52,ITALIA,ITA
GECS542024000036,20010619123146894466,MASCHIO,54,ITALIA,ITA
GECS542025000089,19950419134411036709,MASCHIO,58,ITALIA,ITA
GECS562025000001,20160922232203130043,MASCHIO,16,ITALIA,ITA
GECS602024854256,20070327093743134104,MASCHIO,33,ITALIA,ITA
GEEV102024002704,,NON INDICATO,,,
GEPC022024200040,20140305135521452255,MASCHIO,26,ITALIA,ITA
GEPC052024200298,,NON INDICATO,,,
GEPC052024200324,,NON INDICATO,,,
GEPC062024000071,20010611190953724509,MASCHIO,61,ITALIA,ITA
GEPC062024000071,20160308150958769214,MASCHIO,24,COSTA RICA,CRI
GEPC072024200674,20041123192541031556,MASCHIO,33,ITALIA,ITA
GEPG432024500075,20240508181042285938,MASCHIO,31,NIGERIA,NGA
GEPQ102023004052,19970527155327061549,MASCHIO,42,ITALIA,ITA
GEPQ102023004117,20070308111701618361,MASCHIO,59,ITALIA,ITA
GEPQ102023004117,20170814142441254644,FEMMINA,45,ITALIA,ITA
GEPQ102024000024,20030722161457001409,MASCHIO,41,ECUADOR,ECU
GEPQ102024000127,20040414154321288700,MASCHIO,65,ITALIA,ITA
GEPQ102024002562,20050126145909067385,MASCHIO,63,TUNISIA,TUN
GEPQ102024500102,,NON INDICATO,,,
GEPQ102024500682,20180328135431425403,MASCHIO,20,ALBANIA,ALB
GEPQ102024501103,,NON INDICATO,,,
GEPQ102024501211,,NON INDICATO,,,
GEPQ102024501467,,NON INDICATO,,,
GEPQ102024502135,,NON INDICATO,,,
GEPQ102024502310,,NON INDICATO,,,
GEPQ302025030012,20250318183209067556,MASCHIO,16,ITALIA,ITA
GEPT102024000017,20191010114456242036,FEMMINA,42,ITALIA,ITA
GOCC012024100002,19901119111454276183,FEMMINA,58,ITALIA,ITA
GOCS042025000003,20250327163210651437,MASCHIO,48,ITALIA,ITA
GOCS052024000037,20131227134723830748,MASCHIO,77,ETIOPIA,ETH
GOCS202024000003,20160906151118505454,MASCHIO,28,SLOVENIA,SVN
GOPC012024000581,20151221090739955507,MASCHIO,25,ITALIA,ITA
GOPC012024000690,20061227210657599034,MASCHIO,58,ITALIA,ITA
GOPQ102024000437,20091231193758117829,MASCHIO,29,ITALIA,ITA
GOPQ102024000463,19961018100847082378,MASCHIO,44,ITALIA,ITA
GOPQ302023000023,20040602151121631135,MASCHIO,55,ITALIA,ITA
GRCS142024000014,20220906205058221913,MASCHIO,25,ITALIA,ITA
GRCS192023000054,20230216093534651963,MASCHIO,42,ALBANIA,ALB
GRCS192024000001,20090627003137823542,MASCHIO,29,ITALIA,ITA
GRCS192024000023,20120505152801753946,MASCHIO,27,ITALIA,ITA
GRCS192024000029,20240829135717039277,MASCHIO,28,IRAQ,IRQ
GRCS192024000030,19930315100536013736,MASCHIO,68,ITALIA,ITA
GRCS192024000030,20021027143242200558,FEMMINA,70,ITALIA,ITA
GRCS192024000031,20240907162416145851,FEMMINA,69,ITALIA,ITA
GRCS222023000045,20041007225728766835,MASCHIO,37,FRANCIA,FRA
GRCS322024000022,19920324120741534253,FEMMINA,56,ITALIA,ITA
GRCS322024000022,20050128073952380816,FEMMINA,77,ITALIA,ITA
GRCS332024000049,20170214024140972642,MASCHIO,29,GAMBIA,GMB
GRCS332024850426,20040330044922279149,MASCHIO,43,ITALIA,ITA
GRCS342024000024,19971229164312935824,MASCHIO,52,ITALIA,ITA
GRCS422024000003,20090929183129185059,MASCHIO,15,ITALIA,ITA
GRCS462024000030,20240711170612940831,FEMMINA,16,ITALIA,ITA
GRCS462024850080,19901002151125084876,MASCHIO,59,ITALIA,ITA
GRPQ302025000017,20010906201118559032,MASCHIO,46,ITALIA,ITA
IMCS072024000040,20090209100939222663,MASCHIO,30,ITALIA,ITA
IMCS142024000073,20240725181126077516,MASCHIO,20,BANGLADESH,BGD
IMPC022024000735,20220202223310560361,MASCHIO,48,FRANCIA,FRA
IMPQ102023001485,,NON INDICATO,,,
IMPQ102023001493,,NON INDICATO,,,
ISCS022024000010,20020126231557754889,MASCHIO,40,ITALIA,ITA
ISCS202024000006,20140513012136966677,MASCHIO,27,ITALIA,ITA
ISCS212024000051,20090502163803050300,MASCHIO,51,ITALIA,ITA
ISPQ102024000006,20060415014013490119,MASCHIO,59,ITALIA,ITA
ISPQ102024000182,20040810150009589297,MASCHIO,46,ITALIA,ITA
ISPQ102024000183,20021111105846679010,MASCHIO,60,ITALIA,ITA
ISPQ102025000019,20081203170323261224,MASCHIO,33,ITALIA,ITA
KRCS062024850105,20030821125442987363,MASCHIO,38,GERMANIA,DEU
KRCS072024000006,20021114143830155241,MASCHIO,51,ITALIA,ITA
KRCS112024850056,,NON INDICATO,,,
KRCS172024000074,20101018235016572956,MASCHIO,45,ROMANIA,ROU
KRCS202023852521,19930204091325093203,MASCHIO,47,ITALIA,ITA
KRCS232023000248,20201006013524980351,MASCHIO,23,ROMANIA,ROU
KRCS232024000091,20240611124215282642,MASCHIO,17,ROMANIA,ROU
KRCS232024000117,19941222161006029185,MASCHIO,46,ITALIA,ITA
KRCS232024850270,20001220130619050553,MASCHIO,49,ITALIA,ITA
KRGG412024000100,,NON INDICATO,,,
KRGG412024000100,19810223112347001314,MASCHIO,74,ITALIA,ITA
KRPQ102024999955,19990702192405014360,MASCHIO,53,ITALIA,ITA
KRPQ302024000003,20020918101916571450,MASCHIO,44,ITALIA,ITA
LCCS032025850023,,NON INDICATO,,,
LCCS042025000023,19970416102519010535,MASCHIO,51,ITALIA,ITA
LCCS102023000208,,NON INDICATO,,,
LCCS132024000048,20160208100937934192,MASCHIO,29,GAMBIA,GMB
LCCS162024000004,19991204090657045861,MASCHIO,40,ITALIA,ITA
LCPQ102025710097,19920227163901144272,MASCHIO,56,ITALIA,ITA
LCPQ102025710112,20110626014048967401,MASCHIO,29,ITALIA,ITA
LCPQ302024000029,,NON INDICATO,,,
LECC012024000030,19980523124809841326,MASCHIO,77,ITALIA,ITA
LECC052024000009,,NON INDICATO,,,
LECS022024000048,20160508204201688569,MASCHIO,23,ITALIA,ITA
LECS272024000015,20131209012552934795,MASCHIO,30,ITALIA,ITA
LECS392024000017,20020220082411757811,MASCHIO,38,ITALIA,ITA
LECS392024850310,20070919103528271222,MASCHIO,61,ITALIA,ITA
LECS452024000219,20070428002916829885,FEMMINA,35,ITALIA,ITA
LECS522024000081,20060312222211832236,MASCHIO,35,ITALIA,ITA
LECS542024000086,20040901112624122441,MASCHIO,62,ITALIA,ITA
LECS582024850117,20000616193026028806,MASCHIO,45,ITALIA,ITA
LECS582024850117,20020128092051522971,MASCHIO,66,ITALIA,ITA
LECS582024850627,,NON INDICATO,,,
LECS612024850449,20150404090715612345,MASCHIO,54,ITALIA,ITA
LECS652024850365,,NON INDICATO,,,
LEPC042024000359,20011005014555435183,MASCHIO,41,ITALIA,ITA
LEPC042024000359,20011005014555435183,MASCHIO,46,ITALIA,ITA
LEPQ102024000013,20020825103919197625,MASCHIO,41,ITALIA,ITA
LEPQ102024000131,20240812203646069970,MASCHIO,24,ITALIA,ITA
LEPQ302024030001,,NON INDICATO,,,
LICC012023000229,20220919104550090660,FEMMINA,17,ITALIA,ITA
LICC012023000231,19990531154232544222,MASCHIO,64,ITALIA,ITA
LICC012024000069,19900826140640536709,MASCHIO,55,ITALIA,ITA
LICC062024000015,20200204110721257778,MASCHIO,19,ITALIA,ITA
LICS062024000016,19970905030143011617,MASCHIO,42,ITALIA,ITA
LICS062024000019,20011106083930644329,MASCHIO,52,ITALIA,ITA
LICS062024000023,20180727110425754893,FEMMINA,27,REPUBBLICA DOMINICANA,DOM
LICS062024000042,20131030113742001309,MASCHIO,26,ITALIA,ITA
LICS112024000053,20090323121117620135,MASCHIO,31,ITALIA,ITA
LICS152024850976,20221009192406924551,MASCHIO,18,ITALIA,ITA
LICS152024852705,,NON INDICATO,,,
LICS312024850367,20040615083228449011,MASCHIO,34,ALBANIA,ALB
LIPC042024000023,19991018165344046836,MASCHIO,42,ALBANIA,ALB
LIPC042024000098,20000221095659082093,MASCHIO,55,GERMANIA,DEU
LIPC042024500040,20020405000732639136,MASCHIO,56,ITALIA,ITA
LIPQ102024501176,,NON INDICATO,,,
LIPQ702024000005,20020203150246822466,MASCHIO,40,ITALIA,ITA
LIPQ702024000006,20020825231754107879,MASCHIO,51,ITALIA,ITA
LIPQ702024000023,20140205125626100913,MASCHIO,36,TUNISIA,TUN
LIPQ702024000041,19940816115131030539,MASCHIO,43,ITALIA,ITA
LIPQ702024000048,,NON INDICATO,,,
LOCS012023000027,20180807153218964058,MASCHIO,23,ECUADOR,ECU
LOCS022024000167,20081011153906741689,MASCHIO,50,ITALIA,ITA
LOCS032024000016,20030618090342758511,MASCHIO,40,ALBANIA,ALB
LOCS042024850031,20220828003850810041,MASCHIO,27,ITALIA,ITA
LOCS042025000006,20190715173655883342,MASCHIO,21,COLOMBIA,COL
LOCS072024000014,,NON INDICATO,,,
LOCS152024000049,20060620123108770370,MASCHIO,78,ITALIA,ITA
LOPQ302023000121,20150630091036182864,MASCHIO,32,NIGERIA,NGA
LOPQ302024000013,20170308103329883430,MASCHIO,32,BANGLADESH,BGD
LOPQ302024000047,20240520134952403629,MASCHIO,14,ITALIA,ITA
LOPQ302025000014,20230518122541911356,MASCHIO,28,EGITTO,EGY
LOPQ702024000074,,NON INDICATO,,,
LTCC012023000058,20020901100635712787,MASCHIO,41,ITALIA,ITA
LTCC012024000032,20111228011716076045,MASCHIO,31,ITALIA,ITA
LTCS012024000030,20120109110636861839,MASCHIO,32,ITALIA,ITA
LTCS012024000036,,NON INDICATO,,,
LTCS012024850253,20040925143213825400,MASCHIO,36,ITALIA,ITA
LTCS012024850312,20041109122239939716,MASCHIO,42,ITALIA,ITA
LTCS042024000058,20241106091536398623,MASCHIO,53,ITALIA,ITA
LTCS052024000042,20070423110045776324,MASCHIO,36,ITALIA,ITA
LTCS082024000018,20000525114518023342,MASCHIO,49,ITALIA,ITA
LTCS112024000026,19920601174750050218,MASCHIO,88,ITALIA,ITA
LTCS132025000003,20250411093508294135,MASCHIO,22,ITALIA,ITA
LTCS232024850879,20080829122009890582,MASCHIO,34,ITALIA,ITA
LTCS312024850603,20120110192001088090,MASCHIO,28,ITALIA,ITA
LTCS312025000001,19930911094603068220,MASCHIO,49,ITALIA,ITA
LTCS362024000050,20211214104208077742,MASCHIO,32,NIGERIA,NGA
LTCS362024000052,20070208141457916937,FEMMINA,54,ITALIA,ITA
LTCS362024000052,20070208141457916937,MASCHIO,54,ITALIA,ITA
LTCS392023000118,20021009013043573982,MASCHIO,42,ITALIA,ITA
LTCS392024000007,20130309104205271793,MASCHIO,30,ITALIA,ITA
LTPC052024000340,,NON INDICATO,,,
LTPC052024000850,20010715212250491628,MASCHIO,44,MOLDAVIA,MDA
LTPC052024000850,20241202085441872018,MASCHIO,44,MOLDAVIA,MDA
LTPQ302024200040,20040912225840465592,MASCHIO,35,ITALIA,ITA
LTPQ302024200041,20011008142029636700,MASCHIO,42,ITALIA,ITA
LTPQV02024000135,20030712181747321162,MASCHIO,39,ITALIA,ITA
LUCC022024000019,19990310103911098947,MASCHIO,54,ITALIA,ITA
LUCS042023000032,20230416153524657898,MASCHIO,14,ETIOPIA,ETH
LUCS042024000037,19860917155718016791,MASCHIO,63,ITALIA,ITA
LUCS052024000006,20090621180700095471,MASCHIO,31,ITALIA,ITA
LUCS132024000165,20030730191738985310,MASCHIO,53,ALBANIA,ALB
LUCS142024000016,20100326161109472011,MASCHIO,42,MAROCCO,MAR
LUCS182025850004,20021016194521143415,MASCHIO,51,ITALIA,ITA
LUCS182025850034,20250328215725950472,MASCHIO,32,ROMANIA,ROU
LUCS232024000042,20240423103001799724,MASCHIO,26,POLONIA,POL
LUCS242025000026,20250322163145861886,MASCHIO,17,ITALIA,ITA
LUCS312024000027,20230726063454584555,MASCHIO,22,SENEGAL,SEN
LUPQ102024000624,20240418160408225339,MASCHIO,42,ROMANIA,ROU
LUPQ102024000896,19980915165541836709,MASCHIO,54,ITALIA,ITA
LUPQ102024001597,20150321174819617775,FEMMINA,26,CUBA,CUB
MBCC022024000061,20030409234907514268,MASCHIO,65,ITALIA,ITA
MBCC052024000106,20120617000430984322,MASCHIO,28,ITALIA,ITA
MBCC052024000189,20010712082722704866,MASCHIO,41,PERU',PER
MBCC082024000058,20101209203521002958,MASCHIO,50,PAKISTAN,PAK
MBCS032024000016,20070422102625624229,FEMMINA,47,ITALIA,ITA
MBCS052024000020,20010528021657243501,MASCHIO,42,ITALIA,ITA
MBCS052024000133,20181009133446941641,MASCHIO,22,ITALIA,ITA
MBCS052024850509,20240103195404049780,MASCHIO,35,PERU',PER
MBCS062024000027,,NON INDICATO,,,
MBCS062024000027,19911014125530453943,MASCHIO,57,ITALIA,ITA
MBCS072024000037,20031014111621850605,MASCHIO,56,ITALIA,ITA
MBCS072024000066,20120216091735937268,MASCHIO,57,ITALIA,ITA
MBCS072025000032,19921224093327076166,MASCHIO,61,ITALIA,ITA
MBCS102024000190,19920110095137570557,MASCHIO,63,ITALIA,ITA
MBCS112023857285,20100525164205247458,MASCHIO,43,ECUADOR,ECU
MBCS132025850510,20090416174813571004,MASCHIO,28,ITALIA,ITA
MBCS142024000013,19921118124710416347,MASCHIO,55,ITALIA,ITA
MBCS142024000131,20010817204900278288,MASCHIO,43,ITALIA,ITA
MBCS152024000103,20041122211731371831,FEMMINA,47,ITALIA,ITA
MBCS152024000114,20051129191835445663,MASCHIO,51,ITALIA,ITA
MBCS192024000042,20220701095149825378,MASCHIO,52,ITALIA,ITA
MBCS192024000161,20050527183413570322,MASCHIO,34,ITALIA,ITA
MBCS202024000197,20010721112006463305,MASCHIO,41,ITALIA,ITA
MBCS212023001166,20081103092608738116,MASCHIO,41,SENEGAL,SEN
MBCS242024000073,20041217153745290213,MASCHIO,43,ROMANIA,ROU
MBCS252024000191,20130510104132356744,MASCHIO,25,ECUADOR,ECU
MBCS252024000192,20020824090914004055,MASCHIO,40,SRI LANKA (CEYLON),LKA
MBPQ102024000037,,NON INDICATO,,,
MBPQ102024000096,20170129135500241366,MASCHIO,34,ALBANIA,ALB
MBPQ102024000801,20111017221426647353,MASCHIO,33,ALBANIA,ALB
MBPQ102024400038,,NON INDICATO,,,
MBPQ102024400265,20040822225202215206,MASCHIO,49,ITALIA,ITA
MBPQ102024400744,,NON INDICATO,,,
MBPQ702023000029,19861114160914176685,MASCHIO,58,ITALIA,ITA
MBPQ702023000030,20070612004625187829,MASCHIO,32,ITALIA,ITA
MBPQ702024000001,19990501143405051255,MASCHIO,49,ITALIA,ITA
MCCS072024000022,20010807185938453449,MASCHIO,42,SENEGAL,SEN
MCCS082024000006,19931127084514043176,MASCHIO,48,ITALIA,ITA
MCCS082024000049,20061119201331321408,MASCHIO,31,ITALIA,ITA
MCCS082024000091,19990322110856080964,MASCHIO,48,JUGOSLAVIA (SERBIA-MONTENEGRO),SRB
MCCS082024850532,19971206202550953943,MASCHIO,54,ITALIA,ITA
MCCS112024000011,20080725124810836641,MASCHIO,36,INDIA,IND
MCCS112024000016,20040702170531527003,MASCHIO,45,INDIA,IND
MCCS142024000027,,NON INDICATO,,,
MCCS152024000017,20210127095418450130,MASCHIO,21,ROMANIA,ROU
MCCS152024000018,20210127095418450130,MASCHIO,21,ROMANIA,ROU
MCCS202024850295,20161124091139003245,MASCHIO,32,ALBANIA,ALB
MCCS212024850089,19970721100852072970,MASCHIO,48,MAROCCO,MAR
MCCS292024850304,19981112094650019216,MASCHIO,46,ITALIA,ITA
MCCS292025000027,19991115092743007977,MASCHIO,37,ITALIA,ITA
MCPC012024000229,20031218190638186361,MASCHIO,60,ARGENTINA,ARG
MCPC012024000247,20011223103614088382,MASCHIO,31,ITALIA,ITA
MCPC012024000455,20190103081550769994,MASCHIO,21,ITALIA,ITA
MCPC012024001041,,NON INDICATO,,,
MCPQ102024000038,20220515193221870282,MASCHIO,31,ARGENTINA,ARG
MCPQ102024000685,19860101180015551808,MASCHIO,60,ITALIA,ITA
MCPQ102024000699,20221010095252886334,MASCHIO,52,PERU',PER
MCPQ102025000084,20040921164304143799,MASCHIO,55,ITALIA,ITA
MECC092023000004,,NON INDICATO,,,
MECS052024000003,20070207021456925306,MASCHIO,35,ITALIA,ITA
MECS072024000009,20201215181137080804,MASCHIO,35,BANGLADESH,BGD
MECS082024850036,,NON INDICATO,,,
MECS092024000022,20010410105241109125,FEMMINA,35,ITALIA,ITA
MECS112025000001,19990601101242075891,FEMMINA,48,ITALIA,ITA
MECS212024850121,20110608150919716971,MASCHIO,30,ITALIA,ITA
MECS272025850494,,NON INDICATO,,,
MECS322024000010,19950914172729336709,MASCHIO,52,ITALIA,ITA
MECS352023000070,20051106221748867498,FEMMINA,44,ITALIA,ITA
MECS352023000070,20051106221748867498,FEMMINA,45,ITALIA,ITA
MECS372024000006,20021207004245220615,MASCHIO,71,ITALIA,ITA
MECS442024850030,,NON INDICATO,,,
MECS522023000107,20080524170046767884,MASCHIO,50,ITALIA,ITA
MECS522024000006,19990602102524066886,MASCHIO,43,ITALIA,ITA
MECS522024000007,20190613003948700348,MASCHIO,20,ITALIA,ITA
MECS522024000012,19970502100557042444,MASCHIO,84,ITALIA,ITA
MECS522024000012,20030923125707348559,FEMMINA,45,MAROCCO,MAR
MECS522024000020,20190613003948700348,MASCHIO,20,ITALIA,ITA
MECS522024000069,20050326154833557528,MASCHIO,34,ITALIA,ITA
MECS522024000079,20020327004357666317,MASCHIO,46,ITALIA,ITA
MECS522024000092,20161201134104107209,MASCHIO,30,NIGERIA,NGA
MECS552024000005,,NON INDICATO,,,
MECS572024850204,,NON INDICATO,,,
MECS622024000001,20020504112649195882,MASCHIO,52,ITALIA,ITA
MECS682024850031,20110204203834815658,MASCHIO,32,ITALIA,ITA
MECS792024000005,20181213011137029083,MASCHIO,19,ITALIA,ITA
MECS972024000006,20151203092838881468,MASCHIO,38,ROMANIA,ROU
MECS972024000007,20031223163143719544,MASCHIO,43,ITALIA,ITA
MECS972024000010,20010706004645512682,MASCHIO,39,ITALIA,ITA
MEPC022024000146,20040317134348796030,MASCHIO,35,ITALIA,ITA
MEPC022024000164,20240527160800095465,FEMMINA,77,ITALIA,ITA
MEPC022024000181,20240606103128068789,MASCHIO,17,ITALIA,ITA
MEPC042024000022,,NON INDICATO,,,
MEPC042024000075,,NON INDICATO,,,
MEPC042024000091,20070504075540677797,MASCHIO,34,ITALIA,ITA
MEPC042024000199,20020912134004563693,MASCHIO,46,ITALIA,ITA
MEPC042024000229,,NON INDICATO,,,
MEPC042024000478,,NON INDICATO,,,
MEPC042024000579,20180707180319783138,FEMMINA,29,ITALIA,ITA
MEPC042024000582,20060301100851307292,MASCHIO,39,ITALIA,ITA
MEPC042024000641,20040703095852390182,MASCHIO,43,ITALIA,ITA
MEPC042024000766,20050727224500599958,MASCHIO,36,ITALIA,ITA
MEPC042024000789,19991025231728035861,MASCHIO,70,ITALIA,ITA
MEPC042024000816,20121127114816684930,MASCHIO,28,ITALIA,ITA
MEPC042024000825,19980121103443041708,MASCHIO,43,ITALIA,ITA
MEPC042024000833,,NON INDICATO,,,
MEPC042024000843,,NON INDICATO,,,
MEPC082024000147,20020502211750715641,MASCHIO,68,ITALIA,ITA
MEPC082024000166,20020916231110232446,MASCHIO,55,ITALIA,ITA
MEPC082024000169,,NON INDICATO,,,
MEPC082025000020,20080411020751748028,FEMMINA,44,ITALIA,ITA
MEPQ102024001329,20010908113454675464,MASCHIO,44,ITALIA,ITA
MEPQ302024000022,20090515173835359685,MASCHIO,28,ITALIA,ITA
MEPQ302024000025,20050414210805397441,MASCHIO,36,ITALIA,ITA
MEPQ302025000007,20020413203109758237,MASCHIO,61,ITALIA,ITA
MEPQ302025000008,19961203104055061413,MASCHIO,44,ITALIA,ITA
MEPT102024000017,20070603145110905010,MASCHIO,47,ITALIA,ITA
MICC032024000015,20020208110512835650,MASCHIO,26,ECUADOR,ECU
MICC042024000095,20230821174647334529,MASCHIO,26,MAROCCO,MAR
MICC172024000242,20090615131515332372,MASCHIO,51,UCRAINA,UKR
MICG062024000069,20010816173829257647,MASCHIO,45,ITALIA,ITA
MICG062024000273,,NON INDICATO,,,
MICS012025000028,20031019092544783937,FEMMINA,34,ITALIA,ITA
MICS032023000102,20220217125633848933,MASCHIO,24,EL SALVADOR,SLV
MICS032024000028,20100506092528232114,FEMMINA,53,MOLDAVIA,MDA
MICS082024000203,20160808135445402823,FEMMINA,45,ITALIA,ITA
MICS0D2023000117,20111104095315363374,MASCHIO,43,UCRAINA,UKR
MICS0D2024851118,20101116193744504801,FEMMINA,37,ITALIA,ITA
MICS0D2024851201,19960215100937077088,MASCHIO,50,ITALIA,ITA
MICS0D2024851344,,NON INDICATO,,,
MICS0F2024000203,19961104150336776395,MASCHIO,58,ITALIA,ITA
MICS0H2023000070,20131213215707224618,MASCHIO,56,ROMANIA,ROU
MICS0H2023000071,20190928200000911459,MASCHIO,22,ITALIA,ITA
MICS0H2024000019,20011128102455715730,MASCHIO,65,ITALIA,ITA
MICS0H2024000064,20030710163142016250,MASCHIO,45,ITALIA,ITA
MICS0K2025000008,20220515031133180530,FEMMINA,14,CINA,CHN
MICS0M2024000007,20220206193301416292,MASCHIO,35,MOLDAVIA,MDA
MICS112024000048,,NON INDICATO,,,
MICS112024000049,,NON INDICATO,,,
MICS152024000001,20060713094319176668,MASCHIO,34,AFGHANISTAN,AFG
MICS202024851500,20030331131033615776,MASCHIO,55,ITALIA,ITA
MICS232024000065,20100910174549282114,MASCHIO,31,ECUADOR,ECU
MICS232024000123,20130822025211739178,MASCHIO,32,ITALIA,ITA
MICS232024850332,20120623035638638188,MASCHIO,62,SVIZZERA,CHE
MICS332025000038,20081206160357411964,MASCHIO,44,TUNISIA,TUN
MICS372024000035,20040131113034637530,MASCHIO,55,MAROCCO,MAR
MICS372024000038,20240416154907551505,MASCHIO,91,ITALIA,ITA
MICS382024000083,20130722191610560474,MASCHIO,53,ITALIA,ITA
MICS392023000999,20190803082641318126,MASCHIO,49,EGITTO,EGY
MICS402024000102,19860127173916369139,MASCHIO,67,ITALIA,ITA
MICS402024852604,,NON INDICATO,,,
MICS402024852604,20240713170106256437,MASCHIO,39,MAROCCO,MAR
MICS412024000086,,NON INDICATO,,,
MICS442024000008,20010613090703085747,MASCHIO,48,ITALIA,ITA
MICS462024000111,20020303225639435202,MASCHIO,41,ITALIA,ITA
MICS572023000382,20110615163021880174,MASCHIO,31,ECUADOR,ECU
MICS572024000231,20030611120527300569,MASCHIO,47,UCRAINA,UKR
MICS572024000384,20020317213514803188,MASCHIO,43,ITALIA,ITA
MICS572024851896,,NON INDICATO,,,
MICS652025000002,20020717031908961156,MASCHIO,39,MAROCCO,MAR
MICS652025000002,20040414155717133909,FEMMINA,29,MAROCCO,MAR
MICS722024000094,20241017083816920844,MASCHIO,27,PAKISTAN,PAK
MICS732024000162,20200826081511918823,MASCHIO,64,EGITTO,EGY
MICS732024851369,20171201135852558003,MASCHIO,35,BRASILE,BRA
MICS752024000038,20190301222618550382,MASCHIO,25,ITALIA,ITA
MICS822024000114,19920120123956840568,MASCHIO,62,ITALIA,ITA
MICS822024851470,,NON INDICATO,,,
MICS832024000044,19890118085749656239,MASCHIO,89,ITALIA,ITA
MICS852024000013,20010613211140228862,MASCHIO,38,ITALIA,ITA
MICS872024851995,20140826103007316649,MASCHIO,37,EGITTO,EGY
MICS882023851627,20030101012633424968,MASCHIO,56,ITALIA,ITA
MICS912024000156,20030103121923538169,MASCHIO,52,ITALIA,ITA
MICS912024000171,20030312111844258857,MASCHIO,36,MAROCCO,MAR
MICS942024852821,19930216113212046870,MASCHIO,64,ITALIA,ITA
MIEV482024000030,,NON INDICATO,,,
MIEV622024000019,20220520221154822185,MASCHIO,19,EGITTO,EGY
MIEV992024000018,20140201100330934971,MASCHIO,55,ITALIA,ITA
MIEVB32024000040,20080821124932476821,MASCHIO,37,BRASILE,BRA
MIEVC92024000026,,NON INDICATO,,,
MIPC012024150001,20191221080937941088,MASCHIO,15,ITALIA,ITA
MIPC012024150007,,NON INDICATO,,,
MIPC012024150008,20101015105534561582,MASCHIO,32,ITALIA,ITA
MIPC012024150009,19940513113908097119,MASCHIO,53,ITALIA,ITA
MIPC012024150020,20180522170911768692,MASCHIO,22,ROMANIA,ROU
MIPC012024150023,,NON INDICATO,,,
MIPC012024150301,,NON INDICATO,,,
MIPC012024150308,,NON INDICATO,,,
MIPC012024150330,,NON INDICATO,,,
MIPC012024150331,,NON INDICATO,,,
MIPC022019000614,,NON INDICATO,,,
MIPC022019000617,,NON INDICATO,,,
MIPC022020001519,,NON INDICATO,,,
MIPC022020002330,,NON INDICATO,,,
MIPC022021000936,20030602123650047523,MASCHIO,50,SENEGAL,SEN
MIPC022022001874,20010729172929614677,MASCHIO,38,ITALIA,ITA
MIPC022023001035,,NON INDICATO,,,
MIPC022023001542,,NON INDICATO,,,
MIPC022023001892,19970530112948576685,MASCHIO,48,ITALIA,ITA
MIPC022023501774,,NON INDICATO,,,
MIPC022024000072,,NON INDICATO,,,
MIPC022024000152,20090512121058959248,MASCHIO,36,PERU',PER
MIPC022024000250,20240312151624757790,MASCHIO,35,MAROCCO,MAR
MIPC022024300013,20080418160745079864,MASCHIO,38,ROMANIA,ROU
MIPC022024500048,,NON INDICATO,,,
MIPC022024500255,,NON INDICATO,,,
MIPC022024600002,20030602123650047523,MASCHIO,53,SENEGAL,SEN
MIPC052024000431,,NON INDICATO,,,
MIPC062024000748,20011206112835076292,MASCHIO,60,ITALIA,ITA
MIPC062024000801,20070322081550312198,MASCHIO,36,ITALIA,ITA
MIPC112024005069,20110803150533001609,MASCHIO,31,ITALIA,ITA
