PROT_SDI,COD_COLP_DA_PROVV,SEX_COLP_PROVV,ETA_COLP_PROVV,NAZIONE_NASCITA_COLP_PROVV,NAZIONE_NASCITA_COLP_PROVV_ISO
PGPQ102024000112,19990331162359062386,MASCHIO,42,ITALIA,ITA
PGPQ102024000126,19940324081508023330,MASCHIO,50,ITALIA,ITA
PGPQ102024000128,20150312144033527505,MASCHIO,22,ROMANIA,ROU
PGPQ102024000130,20060803121941660805,MASCHIO,36,ITALIA,ITA
PGPQ102024000133,20050926174848735932,MASCHIO,33,BRASILE,BRA
PGPQ102024000145,19920129131101031081,MASCHIO,63,MAROCCO,MAR
PGPQ102024000235,20030924130950290229,MASCHIO,41,ROMANIA,ROU
PGPQ102024000240,20030813062450137515,MASCHIO,48,ITALIA,ITA
PGPQ102024000302,20031222235929989873,MASCHIO,47,ITALIA,ITA
PGPQ102024000303,19911204154903883704,MASCHIO,61,ITALIA,ITA
PGPQ102024000315,19991004093520056889,MASCHIO,68,ALBANIA,ALB
PGPQ102024000321,20050419211703655414,MASCHIO,41,PERU',PER
PGPQ102024000361,20120525234312866457,MASCHIO,37,MOLDAVIA,MDA
PGPQ102024000450,20020123123936560032,MASCHIO,58,ITALIA,ITA
PGPQ102024000507,20041025084818521889,MASCHIO,34,ECUADOR,ECU
PGPQ102024000513,20050128121416489149,MASCHIO,33,ITALIA,ITA
PGPQ102024000576,20180618155413038515,MASCHIO,20,ITALIA,ITA
PGPQ102024000588,20130525090420577218,MASCHIO,28,ERITREA,ERI
PGPQ102024000604,20170829150849339817,MASCHIO,38,MAROCCO,MAR
PGPQ102024000685,20220420175824849249,MASCHIO,18,ITALIA,ITA
PGPQ102024000707,20030719122559530649,MASCHIO,47,MOLDAVIA,MDA
PGPQ102024000735,20020409110123556383,MASCHIO,39,COLOMBIA,COL
PGPQ102024000771,20081017231022120305,MASCHIO,56,ROMANIA,ROU
PGPQ102024000854,20060819160441607124,MASCHIO,38,ARGENTINA,ARG
PGPQ102024000855,20091223163323435312,MASCHIO,32,ECUADOR,ECU
PGPQ102024000928,20080303105432559898,MASCHIO,38,ECUADOR,ECU
PGPQ102024000931,20110915100330602266,MASCHIO,35,ITALIA,ITA
PGPQ102024000952,20181204161307939017,MASCHIO,21,ITALIA,ITA
PGPQ102024000975,20060421093553255403,MASCHIO,42,ITALIA,ITA
PGPQ102024000977,19821214155845003654,MASCHIO,59,ITALIA,ITA
PGPQ102024000979,20031206121516068578,MASCHIO,52,ECUADOR,ECU
PGPQ102024000980,20131215094029290768,MASCHIO,32,ROMANIA,ROU
PGPQ102024001002,20091015180822445937,MASCHIO,40,ALBANIA,ALB
PGPQ102024001018,19991001143741015011,MASCHIO,59,PERU',PER
PGPQ102024001032,19950415121345616347,MASCHIO,57,ITALIA,ITA
PGPQ102024001046,20190925160249901864,MASCHIO,19,ITALIA,ITA
PGPQ102024001071,20080223194844054021,MASCHIO,48,ECUADOR,ECU
PGPQ102024001083,19950415121345616347,MASCHIO,57,ITALIA,ITA
PGPQ102024001084,20060614161354195422,MASCHIO,42,TUNISIA,TUN
PGPQ102024001117,20151220100031976373,MASCHIO,24,ITALIA,ITA
PGPQ102024001131,20181204161307939017,MASCHIO,21,ITALIA,ITA
PGPQ102024001133,20121010234442806127,MASCHIO,27,ITALIA,ITA
PGPQ102024001138,20060927014602106087,MASCHIO,41,ITALIA,ITA
PGPQ102024001157,19960215112630001484,MASCHIO,47,MAROCCO,MAR
PGPQ102024001188,20130125234757032940,MASCHIO,44,TUNISIA,TUN
PGPQ102024001211,20190125121423430526,MASCHIO,22,ITALIA,ITA
PGPQ102024001220,20020604233257093506,MASCHIO,42,ITALIA,ITA
PGPQ102024001241,19980108085420045283,MASCHIO,48,ITALIA,ITA
PGPQ102024001245,20080516161342519675,MASCHIO,33,ITALIA,ITA
PGPQ102024001323,20190523091458878347,MASCHIO,41,NIGERIA,NGA
PGPQ102024001370,20021214022526503899,MASCHIO,45,ITALIA,ITA
PGPQ102024001372,20050819130936255125,MASCHIO,53,PERU',PER
PGPQ102024001380,20131028134652394035,MASCHIO,27,REPUBBLICA DOMINICANA,DOM
PGPQ102024001397,20220511152224442060,MASCHIO,25,NIGERIA,NGA
PGPQ102024001398,20090209130047620345,MASCHIO,29,ECUADOR,ECU
PGPQ102024001452,20220830112108891198,MASCHIO,26,TUNISIA,TUN
PGPQ102024001494,20030228145912821973,MASCHIO,62,ITALIA,ITA
PGPQ102024001534,20030429120410544673,MASCHIO,60,ECUADOR,ECU
PGPQ102024001536,20051004154116350129,MASCHIO,51,ITALIA,ITA
PGPQ102024001546,20180816223520740074,MASCHIO,27,ITALIA,ITA
PGPQ102024001562,20040214132303565975,MASCHIO,39,ITALIA,ITA
PGPQ102024001605,,NON INDICATO,,,
PGPQ102024001605,19850219183453200886,MASCHIO,74,ITALIA,ITA
PGPQ102024001659,20130611202501962058,MASCHIO,33,ITALIA,ITA
PGPQ102024001690,20060611215050646880,MASCHIO,34,ITALIA,ITA
PGPQ102024001693,20020409110123556383,MASCHIO,41,COLOMBIA,COL
PGPQ102024001756,20121010234442806127,MASCHIO,26,ITALIA,ITA
PGPQ102024001756,20121010234442806127,MASCHIO,27,ITALIA,ITA
PGPQ102024001764,20051004154116350129,MASCHIO,51,ITALIA,ITA
PGPQ102024001802,20020409110123556383,MASCHIO,41,COLOMBIA,COL
PGPQ102024001803,19950513182223091169,MASCHIO,44,ITALIA,ITA
PGPQ102024001824,19890120131206037249,MASCHIO,58,ITALIA,ITA
PGPQ102024001952,19970401112756065556,MASCHIO,51,ALBANIA,ALB
PGPQ102024001957,20000923113953008692,MASCHIO,62,UCRAINA,UKR
PGPQ102024001960,20021214022526503899,MASCHIO,45,ITALIA,ITA
PGPQ102024001965,20060216211613881056,MASCHIO,36,ITALIA,ITA
PGPQ102024001985,20220420175824849249,MASCHIO,18,ITALIA,ITA
PGPQ102024001987,20040808173905563339,MASCHIO,53,ITALIA,ITA
PGPQ102024002021,20090209130047620345,MASCHIO,30,ECUADOR,ECU
PGPQ102024002052,19981008171123012584,MASCHIO,47,ITALIA,ITA
PGPQ102024002060,20140830121911424953,FEMMINA,33,ITALIA,ITA
PGPQ102024002088,20000927124050004238,MASCHIO,56,COSTA D'AVORIO,CIV
PGPQ102024002088,20050622123813367753,FEMMINA,35,COSTA D'AVORIO,CIV
PGPQ102024002089,20021214022526503899,MASCHIO,45,ITALIA,ITA
PGPQ102024002090,20170913053018716865,MASCHIO,15,ALBANIA,ALB
PGPQ102024002101,20100904093002370370,MASCHIO,51,ITALIA,ITA
PGPQ102024002175,20011205115707424710,MASCHIO,38,PERU',PER
PGPQ102024002179,19921012173649032671,MASCHIO,63,ITALIA,ITA
PGPQ102024002183,20021214022526503899,MASCHIO,45,ITALIA,ITA
PGPQ102024002185,20180203091835401026,MASCHIO,32,GUINEA,GIN
PGPQ102024002340,20111019094333333524,FEMMINA,31,ITALIA,ITA
PGPQ102024002344,20170512154501923661,MASCHIO,25,NIGERIA,NGA
PGPQ102024002345,20020130091542104341,MASCHIO,51,ITALIA,ITA
PGPQ102024002352,20010705001852418137,MASCHIO,39,ITALIA,ITA
PGPQ102024002362,19930330112738500040,MASCHIO,69,ITALIA,ITA
PGPQ102024500057,20041031225615027048,MASCHIO,33,ITALIA,ITA
PGPQ102024500080,19950415121345616347,MASCHIO,56,ITALIA,ITA
PGPQ102024500089,19850108105324704089,FEMMINA,65,ITALIA,ITA
PGPQ102024500105,20010802162535051512,MASCHIO,44,ITALIA,ITA
PGPQ102024500149,20120215094835240718,MASCHIO,37,TUNISIA,TUN
PGPQ102024500281,20121214084723970410,MASCHIO,41,ROMANIA,ROU
PGPQ102024500343,20131215094029290768,MASCHIO,32,ROMANIA,ROU
PGPQ102025000120,19920416173356007273,MASCHIO,62,ITALIA,ITA
PGPQ102025000155,20130511104926524839,MASCHIO,25,EGITTO,EGY
PGPQ102025000162,20030125015900295810,MASCHIO,47,ITALIA,ITA
PGPQ102025000254,20100325172606792161,MASCHIO,70,ITALIA,ITA
PGPQ102025000333,20200706183417814932,MASCHIO,52,ITALIA,ITA
PGPQ102025000495,,NON INDICATO,,,
PGPQ102025000495,19901207102753009389,MASCHIO,68,ITALIA,ITA
PGPQ102025000584,20040808173905563339,MASCHIO,53,ITALIA,ITA
PGPQ302024000007,20100115093548160284,MASCHIO,43,ITALIA,ITA
PGPQ302024000022,19990204172425026063,MASCHIO,43,ITALIA,ITA
PGPQ302024000044,20021102153219856470,MASCHIO,42,ITALIA,ITA
PICC012024000746,20010901103330450287,MASCHIO,49,ITALIA,ITA
PICC012025000161,19930817222810077758,MASCHIO,46,ITALIA,ITA
PICE022024000016,,NON INDICATO,,,
PICS042024000106,20091013110536564930,MASCHIO,30,ITALIA,ITA
PICS062024000060,19890224122128636709,FEMMINA,51,ITALIA,ITA
PICS062024000060,20000303161226084370,MASCHIO,53,ITALIA,ITA
PICS102024000025,20030529210655455630,MASCHIO,35,ITALIA,ITA
PICS202024000024,20050606100126277221,FEMMINA,54,ITALIA,ITA
PICS242024000002,20021125143324036314,FEMMINA,38,ITALIA,ITA
PICS252024000016,20240315200749409110,FEMMINA,15,ITALIA,ITA
PICS252024000018,20240514233425018851,MASCHIO,14,INDIA,IND
PICS352024000013,20201217111205523461,MASCHIO,25,POLONIA,POL
PICS402024000016,20020727094102285954,MASCHIO,48,ITALIA,ITA
PICS422024850016,,NON INDICATO,,,
PIPC012024000073,20061003235144842006,MASCHIO,33,ITALIA,ITA
PIPC012024000214,20220228115346675312,MASCHIO,20,MAROCCO,MAR
PNPQ102024002099,,NON INDICATO,,,
PNPQ102024002198,20060123135529147322,MASCHIO,35,JUGOSLAVIA ETNIA KOSSOVARA,UNK
PNPQ102024002199,20030724130114245720,MASCHIO,54,ROMANIA,ROU
PNPQ102024002215,19980803110151882467,MASCHIO,46,ITALIA,ITA
PNPQ102024002314,,NON INDICATO,,,
PNPQ302024000003,,NON INDICATO,,,
PNPQ302025000018,20011225105656121415,MASCHIO,56,INDIA,IND
POCC032024000015,20040331154021279247,MASCHIO,70,ITALIA,ITA
POCS032024000016,19970430112934096874,MASCHIO,52,ITALIA,ITA
POCS042023000177,20071122092434490206,MASCHIO,31,ALBANIA,ALB
POCS042024000108,20110821084149855481,MASCHIO,38,ALBANIA,ALB
POCS062024000155,19980615180552053915,MASCHIO,30,FEDERAZIONE RUSSA,RUS
POCS062024850315,20031126120256222224,MASCHIO,43,ITALIA,ITA
POPQ102023103451,,NON INDICATO,,,
POPQ102024100411,,NON INDICATO,,,
POPQ102024102030,,NON INDICATO,,,
POPQ102024102066,,NON INDICATO,,,
POPQ102024102067,,NON INDICATO,,,
POPQ102024102079,,NON INDICATO,,,
POPQ102024102218,,NON INDICATO,,,
POPQ102024102256,,NON INDICATO,,,
POPQ102024102328,,NON INDICATO,,,
POPQ102024102460,,NON INDICATO,,,
POPQ102024102523,,NON INDICATO,,,
POPQ302024000135,20240905135857007974,MASCHIO,40,CINA,CHN
PRCC012024000186,20110203202406140572,MASCHIO,29,MOLDAVIA,MDA
PRCC042023000045,20220830184220682139,MASCHIO,82,FRANCIA,FRA
PRCP032024000004,19711231111604000598,MASCHIO,76,ITALIA,ITA
PRCS012025000029,20000829124708989976,MASCHIO,47,ITALIA,ITA
PRCS022024000161,19910711125133049666,MASCHIO,55,ITALIA,ITA
PRCS052024000004,19850215093638199575,MASCHIO,65,ITALIA,ITA
PRCS142024000029,20211014161121392454,MASCHIO,36,COSTA D'AVORIO,CIV
PRCS212023000010,20070501221715178067,MASCHIO,32,ITALIA,ITA
PRCS252024000009,20020709115020511013,MASCHIO,35,ITALIA,ITA
PRCS252024000015,20050617133125961590,MASCHIO,34,ALBANIA,ALB
PRCS252024000038,20070315113503029546,MASCHIO,62,ITALIA,ITA
PRCS252024000057,20131104132104949898,MASCHIO,43,TUNISIA,TUN
PRCS262024000003,20050105120923519986,MASCHIO,37,ITALIA,ITA
PRCS322024000010,20080213144825044317,MASCHIO,51,CUBA,CUB
PRCS322024000064,20130205101608874852,MASCHIO,37,SRI LANKA (CEYLON),LKA
PRCS322024000064,20200114132537226573,FEMMINA,56,SRI LANKA (CEYLON),LKA
PRCS342024000029,19980826162243027884,MASCHIO,49,ITALIA,ITA
PRCS342024000036,20020705005825832629,MASCHIO,62,ITALIA,ITA
PRCS342024000053,20031002134122444642,MASCHIO,48,ROMANIA,ROU
PRCS362024000011,20011112043217443565,MASCHIO,49,ITALIA,ITA
PRCS382024000008,20110206092801588914,MASCHIO,32,ITALIA,ITA
PRCS392023000133,20160712123701235762,MASCHIO,20,ITALIA,ITA
PSCS082025000002,20070112100920533860,MASCHIO,44,SENEGAL,SEN
PSCS092024000085,20080806122934984551,MASCHIO,36,ITALIA,ITA
PSCS192024000086,20241109112517113560,MASCHIO,34,ROMANIA,ROU
PSCS212025000001,20160721095442756847,MASCHIO,36,NIGERIA,NGA
PSCS292025000002,20080728140052636586,MASCHIO,26,MAROCCO,MAR
PSCS322024000080,20010521095442529298,MASCHIO,46,ITALIA,ITA
PSCS382024000009,20161209232159627889,MASCHIO,59,ITALIA,ITA
PSPG402023000037,,NON INDICATO,,,
PSPQ102025000402,20110809020316446048,MASCHIO,35,SVIZZERA,CHE
PTCC012024000020,20050809150329572385,MASCHIO,50,ITALIA,ITA
PTCC012024000076,,NON INDICATO,,,
PTCC012024000076,20050103112246744294,MASCHIO,63,ITALIA,ITA
PTCC022024000144,20210828114056167337,MASCHIO,18,ALBANIA,ALB
PTCS012024000324,20160101222138214471,MASCHIO,23,ROMANIA,ROU
PTCS072024000086,20190622173147908082,MASCHIO,20,ITALIA,ITA
PTCS072024000086,20190903161231144815,MASCHIO,21,ITALIA,ITA
PTCS072024000086,20210424225719264474,MASCHIO,21,ITALIA,ITA
PTCS102023000012,19980827173426000936,MASCHIO,52,ITALIA,ITA
PTCS152024000005,20120229112354211719,FEMMINA,32,ITALIA,ITA
PTCS152024000049,20020217025734881295,MASCHIO,52,ITALIA,ITA
PTCS152024850060,19841016155722002833,MASCHIO,71,ITALIA,ITA
PTCS152024850060,19971201102603048312,FEMMINA,70,ITALIA,ITA
PTCS182024000019,20240630155444189201,MASCHIO,54,ALBANIA,ALB
PTPC012024000151,20050419091833480516,MASCHIO,55,ITALIA,ITA
PTPC012024000817,20150814001525860936,MASCHIO,23,ITALIA,ITA
PTPC022024000131,20160713183526873287,MASCHIO,19,ITALIA,ITA
PTPC022024000131,20190729112425744138,MASCHIO,19,ANGOLA,AGO
PTPQ102024001283,19970224133148040740,MASCHIO,44,ITALIA,ITA
PTPQ102025000012,19940219112527269139,MASCHIO,55,FRANCIA,FRA
PVCC022024990016,19980415104148021733,MASCHIO,52,ITALIA,ITA
PVCC022024990016,20051108092350256774,MASCHIO,34,ITALIA,ITA
PVCS032024000016,20190204120200662496,FEMMINA,27,REPUBBLICA DOMINICANA,DOM
PVCS072024000042,20150225101607463659,MASCHIO,26,ROMANIA,ROU
PVCS072024850335,19990819144150019387,MASCHIO,38,ALBANIA,ALB
PVCS072024850335,19990819144150019387,MASCHIO,43,ALBANIA,ALB
PVCS092024850048,,NON INDICATO,,,
PVCS142024233024,19980314101323404089,MASCHIO,51,ITALIA,ITA
PVCS232025000007,20190805220608473631,MASCHIO,20,ITALIA,ITA
PVCS302024000029,20020928190150192097,MASCHIO,42,ITALIA,ITA
PVCS342024000190,20050226174712125242,MASCHIO,39,ROMANIA,ROU
PVCS382024000027,20151124114037495156,MASCHIO,52,EGITTO,EGY
PVPC012024031747,20191005134320648537,MASCHIO,56,ROMANIA,ROU
PVPC012024033929,,NON INDICATO,,,
PVPC022024000111,,NON INDICATO,,,
PVPC022024000803,20110424083518243833,FEMMINA,52,ITALIA,ITA
PVPQ102024032701,20070504114142095367,FEMMINA,27,ECUADOR,ECU
PVPQ102024040301,20190723105139609383,MASCHIO,24,NIGERIA,NGA
PVPQ102024101501,19970517091233019216,MASCHIO,54,ITALIA,ITA
PZCS072024000023,20100223102450106076,MASCHIO,52,TUNISIA,TUN
PZCS122024850221,20071102195238989204,MASCHIO,36,ITALIA,ITA
PZCS142024000010,20150115071311238135,MASCHIO,36,ROMANIA,ROU
PZCS142024000022,20150115071311238135,MASCHIO,38,ROMANIA,ROU
PZCS162024000051,20190916133703877797,FEMMINA,42,ITALIA,ITA
PZCS162024000051,20240530113505938528,MASCHIO,50,ITALIA,ITA
PZCS242024000015,19920527190512018078,MASCHIO,57,ITALIA,ITA
PZCS242024000015,19920527190512018078,FEMMINA,57,ITALIA,ITA
PZCS332024000018,20181001142827199577,FEMMINA,40,ROMANIA,ROU
PZCS402024000001,20181017131259364259,MASCHIO,23,ITALIA,ITA
PZCS402024000003,19821213124904000433,MASCHIO,67,ITALIA,ITA
PZCS502024850081,20031015124901207170,MASCHIO,44,ROMANIA,ROU
PZCS612024000005,20190820133811572709,MASCHIO,20,ITALIA,ITA
PZCS652024800010,20090206202940653489,MASCHIO,49,ITALIA,ITA
PZCS662024000056,20060429181807161038,MASCHIO,46,ITALIA,ITA
PZCS662024000057,20011124160829865238,MASCHIO,49,ITALIA,ITA
PZCS662024000069,20020513112544885517,MASCHIO,67,ITALIA,ITA
PZCS662024000097,20040217095938930315,MASCHIO,55,ITALIA,ITA
RACC022025000017,20030404143520546812,MASCHIO,51,ALBANIA,ALB
RACC022025000017,20030404143520546812,MASCHIO,49,ALBANIA,ALB
RACS062024000000,19990517192731099644,FEMMINA,50,BOSNIA ED ERZEGOVINA,BIH
RACS062024000000,19990517192731099644,FEMMINA,49,BOSNIA ED ERZEGOVINA,BIH
RACS062024000022,20070225111909216128,FEMMINA,37,COLOMBIA,COL
RACS062024000031,20081125205048199451,MASCHIO,78,ITALIA,ITA
RACS082024000058,20050701095527898246,MASCHIO,32,ITALIA,ITA
RACS102025000001,20070327084044869221,MASCHIO,36,ITALIA,ITA
RACS102025850016,20210903152142705649,MASCHIO,30,REPUBBLICA DOMINICANA,DOM
RACS172023000089,20140129123854912686,MASCHIO,30,ALBANIA,ALB
RACS172023000090,20200117150226587937,FEMMINA,17,ITALIA,ITA
RACS172024000006,20041026104622398793,MASCHIO,37,MAROCCO,MAR
RACS202024000052,20070713232412908892,MASCHIO,54,ITALIA,ITA
RACS202024000053,20070330180922234709,MASCHIO,45,ROMANIA,ROU
RACS272024850677,20130418081454894799,MASCHIO,27,ITALIA,ITA
RACS332024000001,19801109155848006154,MASCHIO,60,ITALIA,ITA
RACS332024000001,19980608114023022150,FEMMINA,49,ITALIA,ITA
RACS332024850362,20020529012047019988,MASCHIO,50,ITALIA,ITA
RACS422024000029,20240624125825153337,MASCHIO,24,TUNISIA,TUN
RAEV102024000902,20020605082515853096,MASCHIO,46,ITALIA,ITA
RAPC012024200699,20120509221638835956,MASCHIO,27,ITALIA,ITA
RAPC022024200022,,NON INDICATO,,,
RAPQ102023001093,,NON INDICATO,,,
RAPQ102024000063,20030216172701136206,MASCHIO,45,ALBANIA,ALB
RAPQ102024000182,20020902160051052603,MASCHIO,37,ITALIA,ITA
RAPQ102024000218,,NON INDICATO,,,
RAPQ102024000467,20040812090526042678,MASCHIO,46,ITALIA,ITA
RAPQ102024000787,20081008115446227907,MASCHIO,36,MAROCCO,MAR
RAPQ102024001463,,NON INDICATO,,,
RAPQ102024001488,20120107014023636905,MASCHIO,32,GERMANIA,DEU
RAPQ102024001532,,NON INDICATO,,,
RAPQ102024001562,,NON INDICATO,,,
RAPQ102024002119,,NON INDICATO,,,
RAPQ102025000159,20000609114121022004,MASCHIO,59,ITALIA,ITA
RCCS152024000005,20060214082040602458,MASCHIO,35,ITALIA,ITA
RCCS152024000005,20240202175738644679,MASCHIO,35,ITALIA,ITA
RCCS182024850030,20220405160830304548,MASCHIO,38,NIGERIA,NGA
RCCS352024000002,20211110100807899596,MASCHIO,38,ITALIA,ITA
RCCS392024000016,20131220122913591190,MASCHIO,43,GAMBIA,GMB
RCCS392024000016,20171026183636822044,FEMMINA,32,NIGERIA,NGA
RCCS412024850233,20011012084707847092,FEMMINA,65,ITALIA,ITA
RCCS592024850075,20010915145111014531,MASCHIO,53,ITALIA,ITA
RCCS762024000031,20230630141857330795,MASCHIO,36,TUNISIA,TUN
RCCS892023000031,20020422103728837041,MASCHIO,60,ITALIA,ITA
RCCS912024000009,19930522112448009763,MASCHIO,64,ITALIA,ITA
RCCS912024000009,20011108103109405710,MASCHIO,42,ITALIA,ITA
RCCS912024000009,20050330132742523439,MASCHIO,37,ITALIA,ITA
RCCS912024000009,20070311235210605486,FEMMINA,62,ITALIA,ITA
RCPC042023000276,,NON INDICATO,,,
RCPC062024000075,,NON INDICATO,,,
RCPC062024000145,19740419112113005414,MASCHIO,69,ITALIA,ITA
RCPC062024000200,19900601115756013464,MASCHIO,53,ITALIA,ITA
RCPQ102024000003,20040704030857743809,MASCHIO,34,ITALIA,ITA
RCPQ102024000046,,NON INDICATO,,,
RCPQ102024010019,,NON INDICATO,,,
RCPQ102024010243,,NON INDICATO,,,
RECS052024000022,19990701162025001607,MASCHIO,53,ITALIA,ITA
RECS062024000075,,NON INDICATO,,,
RECS102024000031,20180121114545939153,MASCHIO,46,ALBANIA,ALB
RECS112024000025,20040817125214195980,MASCHIO,42,PAKISTAN,PAK
RECS112024000025,20140225165235321240,MASCHIO,40,PAKISTAN,PAK
RECS122024000048,20091214181208785066,MASCHIO,33,ALBANIA,ALB
RECS142024000210,20010922124231930950,MASCHIO,50,TUNISIA,TUN
RECS162024850331,20060219154206521551,MASCHIO,36,ITALIA,ITA
RECS192024000073,20150511082823692256,MASCHIO,32,NIGERIA,NGA
RECS192024000080,20010814194927161905,MASCHIO,41,ITALIA,ITA
RECS222024000001,20040414151840332127,MASCHIO,35,ITALIA,ITA
RECS222024000002,20040414151840332127,MASCHIO,36,ITALIA,ITA
RECS232025000016,20190226235238540978,MASCHIO,25,ITALIA,ITA
RECS242023000048,20220704233841884350,MASCHIO,16,ITALIA,ITA
RECS272024000009,20021008181423805845,MASCHIO,48,ITALIA,ITA
RECS342024000001,20070929120832392045,MASCHIO,38,INDIA,IND
RECS352023850824,,NON INDICATO,,,
RGCS062024000028,20220121152142812054,MASCHIO,44,MAROCCO,MAR
RGCS092023000004,20140107093821123177,MASCHIO,37,CUBA,CUB
RGCS102024000016,20170702140616868524,MASCHIO,25,TUNISIA,TUN
RGCS102024851537,19980505102504073611,MASCHIO,42,ITALIA,ITA
RGCS142024000016,,NON INDICATO,,,
RGCS182024000002,20240404114154606331,MASCHIO,43,TUNISIA,TUN
RGPC012023900097,19980112101231068183,MASCHIO,55,ITALIA,ITA
RGPC012024900055,20110706172254370739,MASCHIO,28,ITALIA,ITA
RGPQ102024000015,,NON INDICATO,,,
RGPQ102024000019,,NON INDICATO,,,
RGPQ102024000052,20040223093244703317,MASCHIO,35,TUNISIA,TUN
RGPQ302024000030,20030311125446626807,MASCHIO,57,ITALIA,ITA
RGPQ302024000031,20020508164856446516,MASCHIO,40,ITALIA,ITA
RICS112024000031,20060513015112753764,MASCHIO,36,ITALIA,ITA
RICS112024000047,19941219164426043551,FEMMINA,66,ITALIA,ITA
RICS142024000001,19860719154003844514,MASCHIO,80,ITALIA,ITA
RICS202025000003,20250120192018248215,MASCHIO,25,ITALIA,ITA
RICS272024000011,20030421101032534900,MASCHIO,45,ITALIA,ITA
RIPQ102025000079,20240410170105398854,MASCHIO,32,TURCHIA,TUR
RIPQ302023000129,,NON INDICATO,,,
RIPQ302023000129,20070926085750423281,MASCHIO,82,ITALIA,ITA
RIPQV02024000027,20230824131039047783,MASCHIO,24,PERU',PER
RIPQV02024000118,19951202120518021284,MASCHIO,57,ITALIA,ITA
RMCC112024000141,20090929102743653549,MASCHIO,50,CINA,CHN
RMCC112024000264,20250117101516317746,MASCHIO,40,ROMANIA,ROU
RMCC122024000062,20240703090330136448,MASCHIO,46,ROMANIA,ROU
RMCC142024000108,20170215232911419664,MASCHIO,23,ITALIA,ITA
RMCC182024000076,19990306075259051648,MASCHIO,51,ITALIA,ITA
RMCC262025000009,20061009102109503407,MASCHIO,52,ITALIA,ITA
RMCC292024000028,20210424203659857136,MASCHIO,49,ALBANIA,ALB
RMCP032023000056,20130907104452118878,MASCHIO,21,ITALIA,ITA
RMCP032023000057,20110205210442120430,MASCHIO,27,ITALIA,ITA
RMCP032024000005,,NON INDICATO,,,
RMCP032024000045,,NON INDICATO,,,
RMCP032024000049,,NON INDICATO,,,
RMCP032024000050,,NON INDICATO,,,
RMCP032024000051,,NON INDICATO,,,
RMCP032024000052,,NON INDICATO,,,
RMCP032024000054,,NON INDICATO,,,
RMCP032024000059,,NON INDICATO,,,
RMCP032024000060,,NON INDICATO,,,
RMCP032024000065,,NON INDICATO,,,
RMCP032024000069,,NON INDICATO,,,
RMCS012024000124,,NON INDICATO,,,
RMCS012024000124,19800614112117001726,MASCHIO,73,ITALIA,ITA
RMCS012024000160,,NON INDICATO,,,
RMCS012024000160,19941024151934018689,MASCHIO,54,ITALIA,ITA
RMCS012024851136,20080830184225481530,MASCHIO,40,ROMANIA,ROU
RMCS012025000063,19900615121223040185,MASCHIO,48,ITALIA,ITA
RMCS032024000172,20080925132613231452,MASCHIO,54,BANGLADESH,BGD
RMCS032024000186,20030913184252478731,MASCHIO,48,ITALIA,ITA
RMCS052024000021,20061207081317454329,MASCHIO,33,UCRAINA,UKR
RMCS052024852123,19990724124144043108,MASCHIO,49,ITALIA,ITA
RMCS052024852501,19940504093507031827,MASCHIO,49,ITALIA,ITA
RMCS052025000001,20190810172949987967,MASCHIO,21,ITALIA,ITA
RMCS082024000051,20190513183754763628,MASCHIO,39,ALBANIA,ALB
RMCS082025000005,,NON INDICATO,,,
RMCS0C2024000032,20041226164520096715,MASCHIO,35,ITALIA,ITA
RMCS0D2023000029,19940917124420058054,MASCHIO,56,ITALIA,ITA
RMCS0D2024000009,20011124084943653354,MASCHIO,42,ITALIA,ITA
RMCS0D2024000025,20050507125048044494,MASCHIO,49,ITALIA,ITA
RMCS0F2024000017,20110828032425277397,MASCHIO,32,ITALIA,ITA
RMCS0H2024850153,,NON INDICATO,,,
RMCS0J2024850895,20031129022224688829,MASCHIO,40,ITALIA,ITA
RMCS0N2024000039,,NON INDICATO,,,
RMCS0U2024000232,,NON INDICATO,,,
RMCS0W2024000755,20020708101250523822,MASCHIO,57,ITALIA,ITA
RMCS122024000099,20190220152625005685,MASCHIO,50,NIGERIA,NGA
RMCS142025000020,20250326154450583521,MASCHIO,40,ITALIA,ITA
RMCS182024000010,20240629140240045711,MASCHIO,20,PERU',PER
RMCS192024000020,20131231155559963121,MASCHIO,33,ALGERIA,DZA
RMCS192024000057,20240917133825560318,MASCHIO,39,ITALIA,ITA
RMCS1B2024000062,20070326090237150697,MASCHIO,50,ROMANIA,ROU
RMCS1B2024000150,,NON INDICATO,,,
RMCS1F2024000074,20010929145944241602,MASCHIO,57,ITALIA,ITA
RMCS1K2024000037,20240516170044405817,MASCHIO,19,ITALIA,ITA
RMCS1M2024000210,20090304124905774341,FEMMINA,33,ITALIA,ITA
RMCS1M2024000210,20241202103646757914,FEMMINA,61,ITALIA,ITA
RMCS1O2023851683,20040721184222228330,MASCHIO,51,CUBA,CUB
RMCS1O2024000084,20241024193211896906,FEMMINA,38,ITALIA,ITA
RMCS1P2024000067,20020416164229733230,FEMMINA,71,ITALIA,ITA
RMCS1P2024000067,20020606112637425625,MASCHIO,44,ITALIA,ITA
RMCS1P2024000067,20060429102626471257,MASCHIO,71,ITALIA,ITA
RMCS1P2024000070,19971009182704018193,MASCHIO,55,ALBANIA,ALB
RMCS1P2025000004,,NON INDICATO,,,
RMCS1U2024855138,,NON INDICATO,,,
RMCS1U2025851823,20030415021116546178,MASCHIO,38,ITALIA,ITA
