"Popolazione residente per età, sesso e stato civile al 1° gennaio 2022"
"Codice regione";"Regione";"Età";"Celibi";"Coniugati";"Divorziati";"Vedovi";"Uniti civilmente";"Maschi già in unione civile (per scioglimento unione)";"Maschi già in unione civile (per decesso del partner)";"Totale maschi";"Nubili";"Coniugate";"Divorziate";"Vedove";"Unite civilmente";"Femmine già in unione civile (per scioglimento unione)";"Femmine già in unione civile (per decesso del partner)";"Totale femmine";"Totale"
"18";"Calabria";58;1885;11052;414;185;0;1;0;13537;1492;11421;539;1062;1;0;0;14515;28052
"18";"Calabria";59;1782;11087;395;195;0;0;0;13459;1503;11393;491;1116;0;0;0;14503;27962
"18";"Calabria";60;1678;10958;418;233;1;0;0;13288;1461;11114;461;1290;1;0;0;14327;27615
"18";"Calabria";61;1600;10963;428;230;0;0;0;13221;1362;10789;489;1451;0;0;0;14091;27312
"18";"Calabria";62;1451;10796;393;260;0;0;0;12900;1320;10383;434;1571;0;0;0;13708;26608
"18";"Calabria";63;1327;9997;353;274;1;0;0;11952;1136;9581;444;1586;1;0;0;12748;24700
"18";"Calabria";64;1178;10557;362;321;0;0;0;12418;1136;9557;410;1816;0;0;0;12919;25337
"18";"Calabria";65;1091;10161;306;339;0;0;0;11897;1005;9328;378;1895;0;0;0;12606;24503
"18";"Calabria";66;1025;10125;317;313;0;0;0;11780;980;9029;355;2092;0;0;0;12456;24236
"18";"Calabria";67;944;10087;316;380;1;0;0;11728;918;8779;321;2277;0;0;0;12295;24023
"18";"Calabria";68;850;9485;300;421;1;0;0;11057;929;8041;328;2296;0;0;0;11594;22651
"18";"Calabria";69;751;8876;260;431;0;0;0;10318;814;7499;288;2434;0;0;0;11035;21353
"18";"Calabria";70;699;9029;234;476;0;0;0;10438;829;7404;289;2755;0;0;0;11277;21715
"18";"Calabria";71;658;9144;209;528;1;0;0;10540;842;7241;272;3023;0;0;0;11378;21918
"18";"Calabria";72;606;9036;256;591;0;0;0;10489;793;6887;248;3334;0;0;0;11262;21751
"18";"Calabria";73;590;8880;197;599;2;0;0;10268;741;6787;225;3721;0;0;0;11474;21742
"18";"Calabria";74;548;8571;166;665;0;0;0;9950;701;6167;208;3890;0;0;0;10966;20916
"18";"Calabria";75;473;7536;150;673;0;0;0;8832;671;5372;174;3868;0;0;0;10085;18917
"18";"Calabria";76;349;5707;119;571;0;0;0;6746;529;3915;134;3140;0;0;0;7718;14464
"18";"Calabria";77;346;5647;98;617;0;0;0;6708;497;3605;112;3339;0;0;0;7553;14261
"18";"Calabria";78;288;5270;94;620;0;0;0;6272;548;3283;107;3605;0;0;0;7543;13815
"18";"Calabria";79;253;5082;73;685;0;0;0;6093;449;2992;103;3817;0;0;0;7361;13454
"18";"Calabria";80;287;4656;76;659;0;0;0;5678;438;2637;94;3851;0;0;0;7020;12698
"18";"Calabria";81;262;5062;65;892;0;0;0;6281;483;2782;103;4497;0;0;0;7865;14146
"18";"Calabria";82;239;4561;64;942;0;0;0;5806;487;2451;81;4484;0;0;0;7503;13309
"18";"Calabria";83;191;3909;43;863;0;0;0;5006;448;2131;78;4420;0;0;0;7077;12083
"18";"Calabria";84;174;3541;40;904;0;0;0;4659;422;1685;52;4298;0;0;0;6457;11116
"18";"Calabria";85;169;3046;37;858;0;0;0;4110;387;1486;49;4290;0;0;0;6212;10322
"18";"Calabria";86;153;2656;25;932;0;0;0;3766;417;1237;48;4111;0;0;0;5813;9579
"18";"Calabria";87;117;2296;20;900;0;0;0;3333;335;938;44;3903;0;0;0;5220;8553
"18";"Calabria";88;110;1937;12;931;0;0;0;2990;341;755;40;3718;0;0;0;4854;7844
"18";"Calabria";89;67;1496;8;774;0;0;0;2345;305;562;21;3399;0;0;0;4287;6632
"18";"Calabria";90;65;1155;11;680;0;0;0;1911;269;419;31;2933;0;0;0;3652;5563
"18";"Calabria";91;51;903;3;630;0;0;0;1587;234;334;21;2581;0;0;0;3170;4757
"18";"Calabria";92;48;614;6;511;0;0;0;1179;187;212;25;2038;0;0;0;2462;3641
"18";"Calabria";93;26;424;6;424;0;0;0;880;149;159;8;1611;0;0;0;1927;2807
"18";"Calabria";94;26;291;5;338;0;0;0;660;138;102;9;1294;0;0;0;1543;2203
"18";"Calabria";95;14;199;1;267;0;0;0;481;104;80;7;974;0;0;0;1165;1646
"18";"Calabria";96;9;133;1;182;0;0;0;325;76;47;5;739;0;0;0;867;1192
"18";"Calabria";97;9;72;0;139;0;0;0;220;72;38;2;565;0;0;0;677;897
"18";"Calabria";98;6;56;0;108;0;0;0;170;39;30;3;388;0;0;0;460;630
"18";"Calabria";99;4;36;0;60;0;0;0;100;27;19;4;242;0;0;0;292;392
"18";"Calabria";100;11;56;1;71;0;0;0;139;48;29;3;404;0;0;0;484;623
"18";"Calabria";999;421259;451032;13007;23140;48;3;0;908489;359251;452232;18081;117370;27;3;1;946965;1855454
"15";"Campania";0;22248;0;0;0;0;0;0;22248;21052;0;0;0;0;0;0;21052;43300
"15";"Campania";1;23138;0;0;0;0;0;0;23138;21887;0;0;0;0;0;0;21887;45025
"15";"Campania";2;23912;0;0;0;0;0;0;23912;22859;0;0;0;0;0;0;22859;46771
"15";"Campania";3;24746;0;0;0;0;0;0;24746;23088;0;0;0;0;0;0;23088;47834
"15";"Campania";4;25611;0;0;0;0;0;0;25611;24450;0;0;0;0;0;0;24450;50061
"15";"Campania";5;25809;0;0;0;0;0;0;25809;24416;0;0;0;0;0;0;24416;50225
"15";"Campania";6;26165;0;0;0;0;0;0;26165;24788;0;0;0;0;0;0;24788;50953
"15";"Campania";7;26735;0;0;0;0;0;0;26735;24961;0;0;0;0;0;0;24961;51696
"15";"Campania";8;26873;0;0;0;0;0;0;26873;25762;0;0;0;0;0;0;25762;52635
"15";"Campania";9;28503;0;0;0;0;0;0;28503;26575;0;0;0;0;0;0;26575;55078
"15";"Campania";10;29083;0;0;0;0;0;0;29083;27305;0;0;0;0;0;0;27305;56388
"15";"Campania";11;30056;0;0;0;0;0;0;30056;28000;0;0;0;0;0;0;28000;58056
"15";"Campania";12;30475;0;0;0;0;0;0;30475;29045;0;0;0;0;0;0;29045;59520
"15";"Campania";13;30776;0;0;0;0;0;0;30776;29454;0;0;0;0;0;0;29454;60230
"15";"Campania";14;31503;0;0;0;0;0;0;31503;30085;0;0;0;0;0;0;30085;61588
"15";"Campania";15;31971;0;0;0;0;0;0;31971;29968;0;0;0;0;0;0;29968;61939
"15";"Campania";16;32172;0;1;0;0;0;0;32173;30395;4;0;0;0;0;0;30399;62572
"15";"Campania";17;33453;1;1;0;0;0;0;33455;31345;4;1;0;0;0;0;31350;64805
"15";"Campania";18;33029;4;1;1;0;0;0;33035;31334;17;1;0;0;0;0;31352;64387
"15";"Campania";19;32565;12;2;0;0;0;0;32579;30703;53;1;0;0;0;0;30757;63336
"15";"Campania";20;33421;24;0;0;0;0;0;33445;30916;168;0;0;0;0;0;31084;64529
"15";"Campania";21;33595;77;3;2;1;0;0;33678;30767;333;1;0;1;0;0;31102;64780
"15";"Campania";22;33523;153;9;0;1;0;0;33686;30352;634;6;2;0;0;0;30994;64680
"15";"Campania";23;33329;322;5;2;1;0;0;33659;29841;1079;7;1;0;0;0;30928;64587
"15";"Campania";24;32920;476;5;0;4;0;0;33405;29253;1674;5;1;0;0;0;30933;64338
"15";"Campania";25;32502;812;13;0;2;0;0;33329;28674;2534;14;6;0;0;0;31228;64557
"15";"Campania";26;31133;1349;7;1;3;0;0;32493;27860;3844;22;2;1;0;0;31729;64222
"15";"Campania";27;30934;2080;11;3;7;0;0;33035;26406;5275;44;7;4;0;0;31736;64771
"15";"Campania";28;30072;3169;17;1;7;1;0;33267;25189;7249;67;8;2;0;0;32515;65782
"15";"Campania";29;29720;4709;28;3;7;0;0;34467;24081;9932;84;19;6;0;0;34122;68589
"15";"Campania";30;27727;6302;33;6;5;0;0;34073;21653;12209;123;20;6;0;0;34011;68084
"15";"Campania";31;25778;8241;61;4;8;1;0;34093;19341;14178;167;25;10;1;0;33722;67815
"15";"Campania";32;23777;10012;92;6;11;1;0;33899;17171;16384;235;53;5;0;0;33848;67747
"15";"Campania";33;22362;11995;113;7;8;0;0;34485;15531;18737;287;57;21;1;0;34634;69119
"15";"Campania";34;20099;13669;154;13;11;0;0;33946;13286;19648;316;83;8;1;0;33342;67288
"15";"Campania";35;17947;15439;182;19;12;0;0;33599;11939;20865;390;79;14;0;0;33287;66886
"15";"Campania";36;16914;17515;223;22;22;0;0;34696;10865;22531;446;110;5;0;0;33957;68653
"15";"Campania";37;15784;18745;281;25;9;0;0;34844;10198;24379;548;154;13;0;0;35292;70136
"15";"Campania";38;14607;20338;338;26;11;1;0;35321;9305;25452;629;151;11;2;0;35550;70871
"15";"Campania";39;14085;22110;367;40;11;1;0;36614;8692;26582;686;215;4;1;0;36180;72794
"15";"Campania";40;12718;22483;438;54;14;1;0;35708;8117;27137;776;213;3;1;0;36247;71955
"15";"Campania";41;12190;23826;492;43;16;1;0;36568;7449;27872;873;290;4;0;0;36488;73056
"15";"Campania";42;11511;24903;553;59;19;1;0;37046;7286;29024;1038;326;11;1;0;37686;74732
"15";"Campania";43;11154;26238;564;78;12;0;0;38046;6972;30278;1141;434;13;0;0;38838;76884
"15";"Campania";44;10764;27341;717;87;25;1;0;38935;6898;30984;1215;509;8;0;0;39614;78549
"15";"Campania";45;10583;28800;783;111;17;0;0;40294;6988;32262;1313;617;4;0;0;41184;81478
"15";"Campania";46;10452;30210;936;136;26;0;0;41760;6718;33470;1459;701;6;0;0;42354;84114
"15";"Campania";47;9943;31769;977;157;18;0;0;42864;6824;35066;1569;871;9;0;0;44339;87203
"15";"Campania";48;9171;31624;1032;198;21;0;0;42046;6309;35002;1611;945;15;0;0;43882;85928
"15";"Campania";49;8665;32147;1056;225;19;1;0;42113;6099;35174;1723;1077;2;1;0;44076;86189
"15";"Campania";50;8177;32576;1164;277;22;0;0;42216;5953;35599;1793;1260;9;1;0;44615;86831
"15";"Campania";51;7420;32598;1148;299;29;0;0;41494;5678;35038;1823;1316;6;0;0;43861;85355
"15";"Campania";52;7083;34097;1176;344;18;0;0;42718;5569;35703;1801;1616;5;1;0;44695;87413
"15";"Campania";53;6602;34314;1184;366;14;1;0;42481;5365;35834;1819;1799;5;0;0;44822;87303
"15";"Campania";54;6231;34928;1276;393;13;0;0;42841;5330;36256;1958;1975;10;0;0;45529;88370
"15";"Campania";55;5869;35471;1317;540;13;0;0;43210;5300;36046;1950;2268;2;0;0;45566;88776
"15";"Campania";56;5389;35902;1316;547;19;0;0;43173;4997;35984;1912;2582;2;0;0;45477;88650
"15";"Campania";57;5260;36704;1345;646;19;0;0;43974;4959;36308;1954;3150;2;0;0;46373;90347
"15";"Campania";58;4562;34254;1273;706;18;0;0;40813;4595;34156;1799;3138;0;0;0;43688;84501
"15";"Campania";59;4118;33480;1198;748;18;0;0;39562;4386;33222;1659;3516;4;0;0;42787;82349
"15";"Campania";60;3705;32990;1089;824;21;0;0;38629;4046;32317;1639;3827;2;0;0;41831;80460
"15";"Campania";61;3457;31416;1095;887;12;0;0;36867;3875;30489;1489;4095;2;1;0;39951;76818
"15";"Campania";62;3057;31357;978;999;12;0;0;36403;3837;29371;1443;4457;4;0;0;39112;75515
"15";"Campania";63;2750;29617;897;973;9;0;0;34246;3481;27552;1359;4690;2;0;1;37085;71331
"15";"Campania";64;2576;29124;916;1148;14;0;0;33778;3192;26917;1327;5009;1;0;0;36446;70224
"15";"Campania";65;2181;27667;816;1214;6;0;0;31884;2909;25559;1188;5386;1;0;0;35043;66927
"15";"Campania";66;2096;28311;757;1256;6;1;0;32427;2908;24955;1119;5975;2;0;0;34959;67386
"15";"Campania";67;1912;27539;685;1392;6;0;0;31534;2804;24388;1103;6446;0;1;0;34742;66276
"15";"Campania";68;1706;25257;650;1421;6;0;0;29040;2514;21855;959;6441;1;0;0;31770;60810
"15";"Campania";69;1572;24152;593;1463;8;0;0;27788;2447;20306;953;6813;3;0;0;30522;58310
"15";"Campania";70;1401;24121;549;1652;5;0;0;27728;2310;19888;860;7404;0;1;0;30463;58191
"15";"Campania";71;1359;24013;562;1781;1;0;0;27716;2383;19535;862;8133;1;0;0;30914;58630
"15";"Campania";72;1275;23516;467;1901;6;0;1;27166;2231;18984;787;8822;0;0;0;30824;57990
"15";"Campania";73;1212;23528;437;2212;3;0;0;27392;2335;18442;762;9815;2;0;0;31356;58748
"15";"Campania";74;1108;22033;423;2255;3;0;0;25822;2221;16822;654;10347;0;0;0;30044;55866
"15";"Campania";75;994;21672;374;2486;5;0;1;25532;2069;16068;595;11149;0;0;0;29881;55413
"15";"Campania";76;765;16952;277;2259;5;0;0;20258;1751;12322;468;9544;0;0;0;24085;44343
"15";"Campania";77;625;13841;228;2031;6;0;1;16732;1458;9752;376;8985;0;0;0;20571;37303
"15";"Campania";78;635;14123;206;2246;2;0;0;17212;1693;9954;351;10286;1;0;0;22285;39497
"15";"Campania";79;554;12836;196;2305;1;0;0;15892;1513;8696;342;10223;0;0;0;20774;36666
"15";"Campania";80;498;11490;173;2337;0;0;0;14498;1471;7634;296;10465;1;0;0;19867;34365
"15";"Campania";81;517;11869;133;2676;1;0;1;15197;1566;7487;271;11827;0;1;0;21152;36349
"15";"Campania";82;425;10788;127;2719;1;0;0;14060;1441;6679;230;11860;1;0;0;20211;34271
"15";"Campania";83;364;8991;116;2620;3;0;0;12094;1380;5385;198;11137;0;0;0;18100;30194
"15";"Campania";84;343;7816;84;2488;0;0;0;10731;1184;4257;211;10733;0;0;0;16385;27116
"15";"Campania";85;320;6253;70;2350;0;0;0;8993;1074;3497;154;10011;0;0;0;14736;23729
"15";"Campania";86;248;5590;54;2432;0;0;0;8324;1008;2838;133;9878;0;0;0;13857;22181
"15";"Campania";87;229;4387;36;2145;1;0;0;6798;926;2198;113;8957;0;0;0;12194;18992
"15";"Campania";88;193;3764;37;2067;0;0;0;6061;886;1795;108;8435;0;0;0;11224;17285
"15";"Campania";89;159;2898;24;1867;0;0;0;4948;720;1310;86;7429;0;0;0;9545;14493
"15";"Campania";90;103;2201;14;1646;1;0;0;3965;653;1007;66;6560;0;0;0;8286;12251
"15";"Campania";91;111;1733;15;1427;0;0;0;3286;589;747;60;5898;0;0;0;7294;10580
"15";"Campania";92;82;1158;13;1133;1;0;0;2387;482;465;48;4515;0;0;0;5510;7897
"15";"Campania";93;55;788;10;861;0;0;0;1714;368;371;43;3697;0;0;0;4479;6193
"15";"Campania";94;46;515;5;661;0;0;0;1227;294;191;21;2814;0;0;0;3320;4547
"15";"Campania";95;31;294;4;499;0;0;0;828;226;142;18;2072;0;0;0;2458;3286
"15";"Campania";96;19;182;3;340;0;0;0;544;176;95;20;1591;0;0;0;1882;2426
"15";"Campania";97;17;122;2;243;0;0;0;384;111;53;10;1046;0;0;0;1220;1604
"15";"Campania";98;14;100;2;177;0;0;0;293;93;56;6;790;0;0;0;945;1238
"15";"Campania";99;8;50;0;119;0;0;0;177;70;35;5;541;0;0;0;651;828
"15";"Campania";100;46;60;3;171;0;0;0;280;124;73;3;801;0;0;0;1001;1281
"15";"Campania";999;1295682;1346333;35012;69878;656;12;4;2747577;1147403;1364667;56002;308500;255;15;1;2876843;5624420
"08";"Emilia-Romagna";0;15468;0;0;0;0;0;0;15468;14439;0;0;0;0;0;0;14439;29907
"08";"Emilia-Romagna";1;15553;0;0;0;0;0;0;15553;14691;0;0;0;0;0;0;14691;30244
"08";"Emilia-Romagna";2;16025;0;0;0;0;0;0;16025;15461;0;0;0;0;0;0;15461;31486
"08";"Emilia-Romagna";3;17232;0;0;0;0;0;0;17232;15935;0;0;0;0;0;0;15935;33167
"08";"Emilia-Romagna";4;17726;0;0;0;0;0;0;17726;16422;0;0;0;0;0;0;16422;34148
"08";"Emilia-Romagna";5;18311;0;0;0;0;0;0;18311;17375;0;0;0;0;0;0;17375;35686
"08";"Emilia-Romagna";6;18904;0;0;0;0;0;0;18904;17885;0;0;0;0;0;0;17885;36789
"08";"Emilia-Romagna";7;19336;0;0;0;0;0;0;19336;18335;0;0;0;0;0;0;18335;37671
"08";"Emilia-Romagna";8;19742;0;0;0;0;0;0;19742;18835;0;0;0;0;0;0;18835;38577
"08";"Emilia-Romagna";9;20554;0;0;0;0;0;0;20554;19172;0;0;0;0;0;0;19172;39726
"08";"Emilia-Romagna";10;20780;0;0;0;0;0;0;20780;19725;0;0;0;0;0;0;19725;40505
"08";"Emilia-Romagna";11;21651;0;0;0;0;0;0;21651;20182;0;0;0;0;0;0;20182;41833
"08";"Emilia-Romagna";12;21815;0;0;0;0;0;0;21815;20683;0;0;0;0;0;0;20683;42498
"08";"Emilia-Romagna";13;21868;0;0;0;0;0;0;21868;20465;0;0;0;0;0;0;20465;42333
"08";"Emilia-Romagna";14;21823;0;0;0;0;0;0;21823;20318;0;0;0;0;0;0;20318;42141
"08";"Emilia-Romagna";15;21570;0;0;0;0;0;0;21570;20134;0;0;0;0;0;0;20134;41704
"08";"Emilia-Romagna";16;21251;1;1;0;0;0;0;21253;19830;0;0;0;0;0;0;19830;41083
"08";"Emilia-Romagna";17;21198;0;0;0;0;0;0;21198;19734;0;0;0;0;0;0;19734;40932
"08";"Emilia-Romagna";18;20792;1;0;0;0;0;0;20793;19018;15;0;0;0;0;0;19033;39826
"08";"Emilia-Romagna";19;21126;5;0;0;0;0;0;21131;19104;60;0;0;0;0;0;19164;40295
"08";"Emilia-Romagna";20;21158;22;0;0;0;0;0;21180;19173;194;0;0;1;0;0;19368;40548
"08";"Emilia-Romagna";21;21874;49;2;0;0;0;0;21925;19188;443;4;0;1;0;0;19636;41561
"08";"Emilia-Romagna";22;21446;113;1;6;1;0;0;21567;18732;649;9;0;3;0;0;19393;40960
"08";"Emilia-Romagna";23;22068;234;4;2;0;0;0;22308;18090;1011;13;1;0;0;0;19115;41423
"08";"Emilia-Romagna";24;21619;357;4;2;2;0;0;21984;18295;1401;18;1;5;0;0;19720;41704
"08";"Emilia-Romagna";25;21241;586;10;1;2;0;0;21840;17973;1965;29;3;6;1;0;19977;41817
"08";"Emilia-Romagna";26;21032;969;12;1;6;1;0;22021;17234;2723;47;1;8;0;0;20013;42034
"08";"Emilia-Romagna";27;20894;1343;19;0;6;0;0;22262;17198;3398;69;2;6;1;0;20674;42936
"08";"Emilia-Romagna";28;20677;1911;36;1;10;1;0;22636;16547;4325;90;5;10;0;0;20977;43613
"08";"Emilia-Romagna";29;20957;2766;52;2;12;0;0;23789;16748;5482;135;18;14;1;0;22398;46187
"08";"Emilia-Romagna";30;20122;3618;81;2;17;0;0;23840;15783;6519;159;12;21;0;0;22494;46334
"08";"Emilia-Romagna";31;19442;4653;93;2;23;1;0;24214;15089;7911;233;25;12;2;0;23272;47486
"08";"Emilia-Romagna";32;18351;5548;126;7;21;1;1;24055;14049;8935;286;18;27;5;0;23320;47375
"08";"Emilia-Romagna";33;17639;6565;162;3;18;0;0;24387;13073;9970;372;33;21;0;0;23469;47856
"08";"Emilia-Romagna";34;16102;7550;201;3;28;2;0;23886;12274;10926;448;38;42;2;0;23730;47616
"08";"Emilia-Romagna";35;15287;8462;273;11;35;2;0;24070;11441;11931;523;47;30;3;0;23975;48045
"08";"Emilia-Romagna";36;15014;9568;307;7;32;1;0;24929;11239;12794;646;70;38;1;0;24788;49717
"08";"Emilia-Romagna";37;14436;10665;373;14;18;2;0;25508;10756;13699;769;75;32;3;0;25334;50842
"08";"Emilia-Romagna";38;14154;11383;465;9;38;1;0;26050;10737;14220;890;101;42;2;0;25992;52042
"08";"Emilia-Romagna";39;13728;12455;555;15;32;1;0;26786;10562;14940;1035;124;41;2;0;26704;53490
"08";"Emilia-Romagna";40;13077;13203;651;26;39;1;0;26997;9988;15492;1101;107;34;3;0;26725;53722
"08";"Emilia-Romagna";41;13260;14011;703;33;32;3;0;28042;10024;16218;1326;152;22;1;0;27743;55785
"08";"Emilia-Romagna";42;13274;14741;864;27;31;0;0;28937;10099;17257;1475;190;26;0;0;29047;57984
"08";"Emilia-Romagna";43;13778;16113;1016;52;43;2;0;31004;10598;18270;1641;208;29;4;0;30750;61754
"08";"Emilia-Romagna";44;13880;17031;1151;54;34;2;0;32152;10615;19406;1949;244;33;2;0;32249;64401
"08";"Emilia-Romagna";45;13952;18325;1327;66;45;0;2;33717;10768;20340;2201;285;43;1;0;33638;67355
"08";"Emilia-Romagna";46;14037;19637;1622;91;44;0;1;35432;10811;21886;2461;322;31;1;0;35512;70944
"08";"Emilia-Romagna";47;14449;20718;1778;110;47;1;0;37103;10815;22701;2725;439;35;2;1;36718;73821
"08";"Emilia-Romagna";48;13506;21372;1925;92;46;2;0;36943;10356;23082;2927;464;39;0;0;36868;73811
"08";"Emilia-Romagna";49;12924;21889;2136;129;52;1;0;37131;9729;23405;3197;579;36;0;0;36946;74077
"08";"Emilia-Romagna";50;12106;22590;2368;150;65;0;0;37279;9433;23702;3378;605;31;0;0;37149;74428
"08";"Emilia-Romagna";51;11247;22518;2458;175;67;2;0;36467;8828;23832;3526;680;25;0;0;36891;73358
"08";"Emilia-Romagna";52;10872;23161;2622;164;56;0;0;36875;8413;24288;3688;773;31;0;0;37193;74068
"08";"Emilia-Romagna";53;10136;23495;2724;239;52;0;1;36647;7804;24273;3790;908;27;1;1;36804;73451
"08";"Emilia-Romagna";54;9406;23409;2918;269;49;0;2;36053;7433;24042;3777;1041;16;0;1;36310;72363
"08";"Emilia-Romagna";55;8948;24036;2981;288;49;0;0;36302;7127;24264;3926;1206;17;1;1;36542;72844
"08";"Emilia-Romagna";56;8083;24133;3047;341;47;1;1;35653;6448;24399;3854;1414;17;0;0;36132;71785
"08";"Emilia-Romagna";57;7658;24895;3102;357;43;0;1;36056;6257;25142;4024;1466;22;0;0;36911;72967
"08";"Emilia-Romagna";58;6549;23540;2954;407;46;0;1;33497;5756;23593;3772;1466;15;0;0;34602;68099
"08";"Emilia-Romagna";59;5818;22776;2897;417;41;0;2;31951;5059;23365;3583;1662;13;1;0;33683;65634
"08";"Emilia-Romagna";60;5385;22460;2764;482;42;0;0;31133;4719;22853;3506;1879;16;0;1;32974;64107
"08";"Emilia-Romagna";61;4728;22056;2614;514;34;0;0;29946;4276;22202;3521;2046;7;0;0;32052;61998
"08";"Emilia-Romagna";62;4380;21663;2514;562;32;1;1;29153;4201;21510;3089;2326;12;0;1;31139;60292
"08";"Emilia-Romagna";63;3820;20843;2314;627;37;0;0;27641;3675;20417;2938;2562;12;0;0;29604;57245
"08";"Emilia-Romagna";64;3641;20616;2217;665;33;0;0;27172;3384;20499;2805;2697;7;0;0;29392;56564
"08";"Emilia-Romagna";65;3187;20503;2138;729;27;0;0;26584;3124;20155;2639;3040;6;0;0;28964;55548
"08";"Emilia-Romagna";66;2958;19662;1946;739;27;0;0;25332;2893;19183;2479;3154;5;0;0;27714;53046
"08";"Emilia-Romagna";67;2604;19019;1681;829;17;0;0;24150;2540;18769;2274;3557;9;0;1;27150;51300
"08";"Emilia-Romagna";68;2377;18373;1534;876;8;0;1;23169;2307;17783;2125;3677;7;0;0;25899;49068
"08";"Emilia-Romagna";69;2238;17773;1406;987;17;0;2;22423;2127;17567;1894;4137;6;1;0;25732;48155
"08";"Emilia-Romagna";70;2099;17600;1352;1085;12;0;1;22149;1944;17031;1778;4387;5;0;0;25145;47294
"08";"Emilia-Romagna";71;1959;18430;1332;1218;12;0;0;22951;1788;17659;1819;5159;5;0;0;26430;49381
"08";"Emilia-Romagna";72;1845;18620;1263;1373;14;0;1;23116;1740;17255;1684;5805;3;0;0;26487;49603
"08";"Emilia-Romagna";73;1921;19518;1157;1597;12;0;0;24205;1678;17863;1641;6685;4;0;0;27871;52076
"08";"Emilia-Romagna";74;1829;19398;1118;1721;8;1;0;24075;1550;16889;1490;7220;1;0;1;27151;51226
"08";"Emilia-Romagna";75;1668;19093;975;1962;10;0;0;23708;1495;16596;1407;8240;2;0;0;27740;51448
"08";"Emilia-Romagna";76;1141;12850;712;1474;3;0;0;16180;999;11290;930;6373;2;0;0;19594;35774
"08";"Emilia-Romagna";77;1255;14317;648;1752;2;0;0;17974;1113;11936;915;7666;1;0;0;21631;39605
"08";"Emilia-Romagna";78;1241;13652;584;1919;5;0;0;17401;1129;10915;845;8348;2;0;0;21239;38640
"08";"Emilia-Romagna";79;1187;12801;512;1944;6;0;0;16450;1174;10159;760;8588;2;0;0;20683;37133
"08";"Emilia-Romagna";80;1215;12528;515;2153;11;0;0;16422;1115;9521;707;9495;0;0;0;20838;37260
"08";"Emilia-Romagna";81;1279;12798;411;2479;1;0;0;16968;1210;9597;667;11199;1;0;0;22674;39642
"08";"Emilia-Romagna";82;1202;11883;372;2603;4;0;0;16064;1137;8519;616;11568;0;0;0;21840;37904
"08";"Emilia-Romagna";83;1039;11190;310;2662;1;0;0;15202;1078;7345;547;12025;0;0;0;20995;36197
"08";"Emilia-Romagna";84;912;9260;229;2550;0;0;0;12951;922;5565;413;11252;1;0;0;18153;31104
"08";"Emilia-Romagna";85;734;7494;186;2334;1;0;0;10749;795;4369;354;10672;0;0;0;16190;26939
"08";"Emilia-Romagna";86;740;7199;151;2431;1;0;0;10522;795;3648;291;11400;0;0;0;16134;26656
"08";"Emilia-Romagna";87;621;5979;149;2393;1;0;0;9143;748;2907;256;11020;0;0;0;14931;24074
"08";"Emilia-Romagna";88;458;4864;95;2138;0;0;0;7555;697;2163;199;9841;0;0;0;12900;20455
"08";"Emilia-Romagna";89;409;3707;75;1914;0;0;0;6105;567;1493;143;9046;0;0;0;11249;17354
"08";"Emilia-Romagna";90;356;3088;41;1768;0;0;0;5253;588;1118;130;8258;0;0;0;10094;15347
"08";"Emilia-Romagna";91;273;2432;43;1602;0;0;0;4350;520;859;123;7818;0;0;0;9320;13670
"08";"Emilia-Romagna";92;206;1743;23;1314;0;0;0;3286;411;494;63;6297;0;0;0;7265;10551
"08";"Emilia-Romagna";93;191;1187;25;1048;1;0;0;2452;387;320;47;5287;0;0;0;6041;8493
"08";"Emilia-Romagna";94;105;839;15;844;0;0;0;1803;294;215;46;4417;0;0;0;4972;6775
"08";"Emilia-Romagna";95;77;497;4;631;0;0;0;1209;241;126;32;3404;0;0;0;3803;5012
"08";"Emilia-Romagna";96;48;337;5;481;0;0;0;871;219;84;29;2701;0;0;0;3033;3904
"08";"Emilia-Romagna";97;37;210;7;361;0;0;0;615;143;55;18;1929;0;0;0;2145;2760
"08";"Emilia-Romagna";98;24;103;3;229;0;0;0;359;113;28;9;1358;0;0;0;1508;1867
"08";"Emilia-Romagna";99;13;64;2;151;0;0;0;230;58;6;7;984;0;0;0;1055;1285
"08";"Emilia-Romagna";100;17;64;0;225;0;0;0;306;135;15;7;1363;0;0;0;1520;1826
"08";"Emilia-Romagna";999;1058345;967130;77463;58941;1608;30;18;2163535;908314;979446;109339;263665;1018;41;8;2261831;4425366
"06";"Friuli-Venezia Giulia";0;3717;0;0;0;0;0;0;3717;3577;0;0;0;0;0;0;3577;7294
"06";"Friuli-Venezia Giulia";1;3813;0;0;0;0;0;0;3813;3738;0;0;0;0;0;0;3738;7551
"06";"Friuli-Venezia Giulia";2;3900;0;0;0;0;0;0;3900;3723;0;0;0;0;0;0;3723;7623
"06";"Friuli-Venezia Giulia";3;4082;0;0;0;0;0;0;4082;3869;0;0;0;0;0;0;3869;7951
"06";"Friuli-Venezia Giulia";4;4282;0;0;0;0;0;0;4282;4088;0;0;0;0;0;0;4088;8370
"06";"Friuli-Venezia Giulia";5;4507;0;0;0;0;0;0;4507;4264;0;0;0;0;0;0;4264;8771
"06";"Friuli-Venezia Giulia";6;4496;0;0;0;0;0;0;4496;4335;0;0;0;0;0;0;4335;8831
"06";"Friuli-Venezia Giulia";7;4837;0;0;0;0;0;0;4837;4493;0;0;0;0;0;0;4493;9330
