"Popolazione residente per età, sesso e stato civile al 1° gennaio 2022"
"Codice regione";"Regione";"Età";"Celibi";"Coniugati";"Divorziati";"Vedovi";"Uniti civilmente";"Maschi già in unione civile (per scioglimento unione)";"Maschi già in unione civile (per decesso del partner)";"Totale maschi";"Nubili";"Coniugate";"Divorziate";"Vedove";"Unite civilmente";"Femmine già in unione civile (per scioglimento unione)";"Femmine già in unione civile (per decesso del partner)";"Totale femmine";"Totale"
"07";"Liguria";54;3208;7769;1224;80;16;1;0;12298;2282;8725;1656;385;8;0;0;13056;25354
"07";"Liguria";55;3106;8385;1308;114;12;0;0;12925;2191;9031;1755;465;12;0;0;13454;26379
"07";"Liguria";56;2971;8626;1376;132;21;0;0;13126;2056;9303;1785;528;10;0;0;13682;26808
"07";"Liguria";57;2818;8967;1453;131;12;0;0;13381;1959;9321;1797;573;12;0;0;13662;27043
"07";"Liguria";58;2371;8366;1369;139;20;0;0;12265;1693;8936;1739;652;11;0;0;13031;25296
"07";"Liguria";59;2199;8177;1243;165;13;0;0;11797;1574;8694;1604;711;4;0;0;12587;24384
"07";"Liguria";60;2029;7989;1209;171;12;0;0;11410;1373;8451;1577;756;6;0;1;12164;23574
"07";"Liguria";61;1729;7948;1131;183;12;0;0;11003;1300;8118;1420;851;6;0;0;11695;22698
"07";"Liguria";62;1641;7811;1136;177;13;0;0;10778;1197;8023;1412;950;7;0;0;11589;22367
"07";"Liguria";63;1496;7468;1077;244;10;0;0;10295;1083;7717;1316;1037;3;0;0;11156;21451
"07";"Liguria";64;1444;7535;1033;236;7;0;1;10256;1020;7520;1250;1111;6;1;0;10908;21164
"07";"Liguria";65;1258;7388;944;265;7;0;0;9862;955;7256;1190;1194;4;0;0;10599;20461
"07";"Liguria";66;1142;7095;855;309;9;0;0;9410;874;7036;1064;1375;1;0;0;10350;19760
"07";"Liguria";67;1122;7162;808;303;6;0;0;9401;829;6958;966;1524;2;0;0;10279;19680
"07";"Liguria";68;968;6906;689;376;9;0;0;8948;790;6659;892;1637;1;0;0;9979;18927
"07";"Liguria";69;940;6655;685;361;8;0;0;8649;700;6390;887;1640;2;0;1;9620;18269
"07";"Liguria";70;838;6581;639;398;5;0;0;8461;676;6379;789;1902;2;0;0;9748;18209
"07";"Liguria";71;857;7088;622;497;9;0;0;9073;709;6545;792;2170;3;0;0;10219;19292
"07";"Liguria";72;787;6982;561;515;9;0;0;8854;680;6633;770;2431;2;0;0;10516;19370
"07";"Liguria";73;825;7324;564;650;4;0;0;9367;698;6788;728;2743;2;0;0;10959;20326
"07";"Liguria";74;722;7498;530;648;6;0;0;9404;725;6655;799;3141;0;0;0;11320;20724
"07";"Liguria";75;688;7355;462;710;3;0;1;9219;642;6695;703;3397;1;0;0;11438;20657
"07";"Liguria";76;526;5061;315;680;4;0;0;6586;471;4357;456;2852;2;0;0;8138;14724
"07";"Liguria";77;524;5664;339;752;3;0;0;7282;505;4771;485;3396;3;0;0;9160;16442
"07";"Liguria";78;514;5312;288;752;2;0;0;6868;493;4384;452;3539;0;0;0;8868;15736
"07";"Liguria";79;465;5201;272;787;2;0;0;6727;526;4179;416;3975;1;0;0;9097;15824
"07";"Liguria";80;438;5144;261;950;3;0;0;6796;543;4086;403;4236;0;0;0;9268;16064
"07";"Liguria";81;478;5264;245;1049;4;0;0;7040;530;4045;365;4887;0;0;0;9827;16867
"07";"Liguria";82;419;4879;214;1089;2;0;0;6603;554;3465;380;5076;0;0;0;9475;16078
"07";"Liguria";83;438;4392;193;1065;3;0;0;6091;520;2948;335;5204;0;0;0;9007;15098
"07";"Liguria";84;336;3771;146;1047;1;0;0;5301;463;2459;281;4974;0;0;0;8177;13478
"07";"Liguria";85;275;3120;125;964;0;0;0;4484;422;1883;221;4733;0;0;0;7259;11743
"07";"Liguria";86;238;2741;109;964;1;0;0;4053;411;1548;196;4702;0;0;0;6857;10910
"07";"Liguria";87;215;2289;81;902;2;0;0;3489;397;1160;149;4466;0;0;0;6172;9661
"07";"Liguria";88;197;1924;64;875;0;0;0;3060;368;951;153;4125;0;0;0;5597;8657
"07";"Liguria";89;149;1574;48;751;0;0;0;2522;368;757;115;4053;0;0;0;5293;7815
"07";"Liguria";90;119;1256;39;687;0;0;0;2101;330;557;94;3544;0;0;0;4525;6626
"07";"Liguria";91;105;1003;31;635;0;0;0;1774;307;422;82;3459;0;0;0;4270;6044
"07";"Liguria";92;82;707;21;516;0;0;0;1326;273;282;47;2749;0;0;0;3351;4677
"07";"Liguria";93;48;547;13;440;0;0;0;1048;220;177;49;2234;0;0;0;2680;3728
"07";"Liguria";94;41;365;2;321;0;0;0;729;185;121;36;1744;0;0;0;2086;2815
"07";"Liguria";95;23;218;10;233;0;0;0;484;119;80;21;1451;0;0;0;1671;2155
"07";"Liguria";96;25;142;5;196;0;0;0;368;104;40;14;1067;0;0;0;1225;1593
"07";"Liguria";97;22;71;5;114;0;0;0;212;79;33;15;786;0;0;0;913;1125
"07";"Liguria";98;11;34;0;79;0;0;0;124;53;11;10;546;0;0;0;620;744
"07";"Liguria";99;3;25;0;58;0;0;0;86;27;11;8;446;0;0;0;492;578
"07";"Liguria";100;2;18;2;71;0;0;0;93;63;8;11;622;0;0;0;704;797
"07";"Liguria";999;333091;335093;33789;23291;554;1;2;725821;281097;341984;47622;112310;380;11;2;783406;1509227
"03";"Lombardia";0;35398;0;0;0;0;0;0;35398;33692;0;0;0;0;0;0;33692;69090
"03";"Lombardia";1;35842;0;0;0;0;0;0;35842;33942;0;0;0;0;0;0;33942;69784
"03";"Lombardia";2;37847;0;0;0;0;0;0;37847;36233;0;0;0;0;0;0;36233;74080
"03";"Lombardia";3;39797;0;0;0;0;0;0;39797;37509;0;0;0;0;0;0;37509;77306
"03";"Lombardia";4;41617;0;0;0;0;0;0;41617;39023;0;0;0;0;0;0;39023;80640
"03";"Lombardia";5;42596;0;0;0;0;0;0;42596;40812;0;0;0;0;0;0;40812;83408
"03";"Lombardia";6;44506;0;0;0;0;0;0;44506;41736;0;0;0;0;0;0;41736;86242
"03";"Lombardia";7;45270;0;0;0;0;0;0;45270;43039;0;0;0;0;0;0;43039;88309
"03";"Lombardia";8;46256;0;0;0;0;0;0;46256;43345;0;0;0;0;0;0;43345;89601
"03";"Lombardia";9;47721;0;0;0;0;0;0;47721;45043;0;0;0;0;0;0;45043;92764
"03";"Lombardia";10;48784;0;0;0;0;0;0;48784;45846;0;0;0;0;0;0;45846;94630
"03";"Lombardia";11;50458;0;0;0;0;0;0;50458;46912;0;0;0;0;0;0;46912;97370
"03";"Lombardia";12;51215;0;0;0;0;0;0;51215;48221;0;0;0;0;0;0;48221;99436
"03";"Lombardia";13;51401;0;0;0;0;0;0;51401;48395;0;0;0;0;0;0;48395;99796
"03";"Lombardia";14;50852;0;0;0;0;0;0;50852;47669;0;0;0;0;0;0;47669;98521
"03";"Lombardia";15;51257;0;0;0;0;0;0;51257;47769;0;0;0;0;0;0;47769;99026
"03";"Lombardia";16;49988;1;0;1;0;0;0;49990;46653;3;1;0;0;0;0;46657;96647
"03";"Lombardia";17;49765;3;1;0;0;0;0;49769;47320;1;0;0;0;0;0;47321;97090
"03";"Lombardia";18;48776;0;0;0;1;0;0;48777;45188;20;1;0;0;0;0;45209;93986
"03";"Lombardia";19;48823;8;0;0;1;0;0;48832;44648;103;2;0;0;0;0;44753;93585
"03";"Lombardia";20;49751;24;0;0;1;0;0;49776;45304;342;1;0;0;0;0;45647;95423
"03";"Lombardia";21;51099;57;0;0;0;0;0;51156;45515;749;9;1;1;0;0;46275;97431
"03";"Lombardia";22;50657;208;7;0;3;0;0;50875;44532;1155;12;2;2;2;0;45705;96580
"03";"Lombardia";23;51604;343;8;0;6;1;0;51962;43975;1807;16;4;6;0;0;45808;97770
"03";"Lombardia";24;50716;558;5;0;8;0;0;51287;43662;2566;27;1;10;1;0;46267;97554
"03";"Lombardia";25;49906;992;14;0;20;1;0;50933;42889;3637;48;4;10;0;0;46588;97521
"03";"Lombardia";26;48806;1561;29;1;17;0;0;50414;41788;5018;81;5;13;0;0;46905;97319
"03";"Lombardia";27;48370;2388;45;1;22;4;0;50830;40959;6849;106;15;16;2;0;47947;98777
"03";"Lombardia";28;47851;3631;57;2;33;2;0;51576;40168;8970;165;15;34;0;0;49352;100928
"03";"Lombardia";29;48347;5318;86;3;48;3;0;53805;39006;11747;250;23;33;1;0;51060;104865
"03";"Lombardia";30;46239;7361;127;6;56;0;0;53789;36912;14626;317;27;41;2;0;51925;105714
"03";"Lombardia";31;45235;9672;187;7;67;2;1;55171;35017;17745;479;26;47;1;0;53315;108486
"03";"Lombardia";32;42482;12332;273;3;64;4;0;55158;32607;20621;582;55;43;6;0;53914;109072
"03";"Lombardia";33;41438;15420;335;10;90;1;0;57294;30256;23933;763;62;65;2;0;55081;112375
"03";"Lombardia";34;37685;17542;453;10;103;6;0;55799;26955;26245;924;90;68;4;0;54286;110085
"03";"Lombardia";35;35352;20211;509;12;96;4;2;56186;25134;27992;1220;86;69;2;0;54503;110689
"03";"Lombardia";36;34143;22712;748;22;111;1;0;57737;24254;30336;1538;116;62;5;0;56311;114048
"03";"Lombardia";37;32714;25486;910;35;71;3;0;59219;22911;32634;1683;151;87;5;0;57471;116690
"03";"Lombardia";38;31364;27958;1076;39;120;4;1;60562;22206;34561;2031;193;71;1;0;59063;119625
"03";"Lombardia";39;30886;30614;1300;42;100;3;0;62945;21411;37139;2276;257;77;9;0;61169;124114
"03";"Lombardia";40;29538;32044;1564;46;104;8;1;63305;20769;37729;2624;320;69;6;0;61517;124822
"03";"Lombardia";41;28544;33988;1656;70;95;5;0;64358;19903;39514;2984;319;77;3;1;62801;127159
"03";"Lombardia";42;27710;36069;1998;80;128;7;0;65992;19359;41080;3355;403;71;2;0;64270;130262
"03";"Lombardia";43;28202;38991;2437;92;106;2;1;69831;19286;44005;3884;461;69;2;0;67707;137538
"03";"Lombardia";44;28229;41506;2715;143;144;5;2;72744;19416;46286;4431;548;80;4;0;70765;143509
"03";"Lombardia";45;28286;43586;3274;164;116;1;1;75428;19300;48670;4820;673;57;5;1;73526;148954
"03";"Lombardia";46;28855;47464;3694;187;140;1;2;80343;19640;52335;5624;788;74;1;0;78462;158805
"03";"Lombardia";47;28399;49935;4277;225;166;0;1;83003;19200;54184;6135;882;67;2;2;80472;163475
"03";"Lombardia";48;26480;50842;4530;264;140;1;1;82258;18437;54960;6487;997;55;4;0;80940;163198
"03";"Lombardia";49;25408;52530;4939;315;137;3;1;83333;17277;55834;6860;1190;64;1;0;81226;164559
"03";"Lombardia";50;23942;53841;5341;354;143;4;4;83629;16052;56302;7183;1352;64;3;0;80956;164585
"03";"Lombardia";51;22068;54427;5517;411;145;1;7;82576;15012;56639;7468;1503;62;4;0;80688;163264
"03";"Lombardia";52;21016;56507;6079;449;138;3;1;84193;14732;58322;7904;1813;44;1;0;82816;167009
"03";"Lombardia";53;20036;57083;6024;510;159;2;1;83815;13633;58587;7913;2059;52;3;0;82247;166062
"03";"Lombardia";54;18778;57200;6273;579;137;1;1;82969;13177;58753;8038;2345;50;1;1;82365;165334
"03";"Lombardia";55;17917;59290;6585;758;142;2;0;84694;12516;60075;8180;2656;47;0;0;83474;168168
"03";"Lombardia";56;16529;59187;6824;798;140;2;1;83481;11972;59834;8200;3037;46;2;1;83092;166573
"03";"Lombardia";57;14938;60151;6658;895;127;1;1;82771;11211;59500;8180;3426;33;1;0;82351;165122
"03";"Lombardia";58;12963;56249;6200;946;121;0;4;76483;9863;56545;7558;3674;33;0;1;77674;154157
"03";"Lombardia";59;11360;53518;5821;1040;128;1;0;71868;8910;53790;6998;4081;32;1;0;73812;145680
"03";"Lombardia";60;10326;52339;5523;1084;117;0;4;69393;8433;52083;6509;4516;34;1;0;71576;140969
"03";"Lombardia";61;9250;50951;4986;1205;86;0;3;66481;7770;50236;6209;4901;34;0;0;69150;135631
"03";"Lombardia";62;8381;49412;4719;1259;81;0;3;63855;7073;49049;5810;5515;29;1;1;67478;131333
"03";"Lombardia";63;7616;47341;4256;1405;88;2;1;60709;6461;46323;5227;5843;18;0;4;63876;124585
"03";"Lombardia";64;6984;46363;4055;1455;59;1;0;58917;6013;45311;4949;6485;25;0;0;62783;121700
"03";"Lombardia";65;6501;45759;3773;1633;54;0;7;57727;5635;44320;4632;7052;15;0;0;61654;119381
"03";"Lombardia";66;5882;44013;3394;1670;57;1;0;55017;5147;43433;4364;7684;16;0;1;60645;115662
"03";"Lombardia";67;5538;43173;3151;1917;54;1;2;53836;4806;41471;4011;8450;14;0;0;58752;112588
"03";"Lombardia";68;5090;41845;2775;2050;41;0;3;51804;4322;39717;3692;8924;6;0;0;56661;108465
"03";"Lombardia";69;4892;41142;2613;2189;55;1;0;50892;4334;39144;3402;9818;11;0;2;56711;107603
"03";"Lombardia";70;4608;40402;2395;2400;36;1;3;49845;3960;38351;3212;10859;7;0;0;56389;106234
"03";"Lombardia";71;4589;42004;2189;2776;36;0;2;51596;3963;39038;3031;12197;10;0;2;58241;109837
"03";"Lombardia";72;4315;41942;2015;3118;39;0;4;51433;3906;37975;2953;13760;8;0;0;58602;110035
"03";"Lombardia";73;4131;42886;2008;3444;43;0;0;52512;3915;37962;2934;15816;8;0;0;60635;113147
"03";"Lombardia";74;3746;40838;1762;3673;37;0;2;50058;3711;35377;2691;16740;8;0;1;58528;108586
"03";"Lombardia";75;3593;41154;1687;4170;24;0;0;50628;3624;34855;2662;18785;6;0;0;59932;110560
"03";"Lombardia";76;2536;29303;1130;3310;15;0;0;36294;2752;23966;1770;15405;1;0;0;43894;80188
"03";"Lombardia";77;2592;30310;1051;3724;18;0;1;37696;2840;24555;1736;17832;3;0;0;46966;84662
"03";"Lombardia";78;2403;28701;915;3980;18;1;1;36019;2828;22955;1588;18666;2;0;0;46039;82058
"03";"Lombardia";79;2489;28147;852;4210;12;0;1;35711;2809;21698;1515;20427;2;0;0;46451;82162
"03";"Lombardia";80;2367;27117;739;4678;17;0;1;34919;2873;20171;1406;22425;1;0;0;46876;81795
"03";"Lombardia";81;2394;28089;753;5431;7;0;1;36675;3131;19613;1347;25604;3;0;0;49698;86373
"03";"Lombardia";82;2115;25959;614;5517;10;0;0;34215;3072;17158;1079;26122;1;0;1;47433;81648
"03";"Lombardia";83;1808;23137;533;5654;4;0;0;31136;2951;14658;1026;26356;1;0;0;44992;76128
"03";"Lombardia";84;1450;18917;405;5122;10;0;0;25904;2630;10990;785;24712;1;0;0;39118;65022
"03";"Lombardia";85;1173;15221;308;4752;4;0;0;21458;2344;8477;689;22821;1;0;0;34332;55790
"03";"Lombardia";86;1090;13602;270;4721;2;0;0;19685;2376;7111;585;23467;0;0;0;33539;53224
"03";"Lombardia";87;903;10976;202;4384;4;0;0;16469;2194;5318;463;21765;2;0;0;29742;46211
"03";"Lombardia";88;736;8799;166;3856;6;0;0;13563;2038;4012;368;20061;0;0;1;26480;40043
"03";"Lombardia";89;622;7143;117;3610;2;0;0;11494;1848;2879;348;18749;0;0;0;23824;35318
"03";"Lombardia";90;444;5604;73;3127;4;0;0;9252;1721;2154;258;16687;1;0;0;20821;30073
"03";"Lombardia";91;353;4270;72;2729;3;0;1;7428;1638;1418;243;15030;0;0;0;18329;25757
"03";"Lombardia";92;241;2918;52;2160;0;0;0;5371;1283;922;166;12315;0;0;0;14686;20057
"03";"Lombardia";93;185;1915;28;1664;1;0;0;3793;1077;641;120;9792;1;0;0;11631;15424
"03";"Lombardia";94;127;1328;26;1355;0;0;0;2836;860;377;101;7907;0;0;0;9245;12081
"03";"Lombardia";95;106;808;11;1006;0;0;0;1931;645;209;69;6061;0;0;0;6984;8915
"03";"Lombardia";96;56;507;10;704;0;0;0;1277;463;161;41;4513;0;0;0;5178;6455
"03";"Lombardia";97;34;241;4;491;0;0;0;770;355;100;44;3248;0;0;0;3747;4517
"03";"Lombardia";98;28;160;2;328;0;0;0;518;260;52;19;2276;0;0;0;2607;3125
"03";"Lombardia";99;20;82;2;200;0;0;0;304;170;25;15;1553;0;0;0;1763;2067
"03";"Lombardia";100;16;93;1;264;0;0;0;374;275;42;24;2268;0;0;0;2609;2983
"03";"Lombardia";999;2373742;2223719;158213;120945;4738;97;74;4881528;2016627;2246050;219451;577067;2170;91;20;5061476;9943004
"11";"Marche";0;4678;0;0;0;0;0;0;4678;4576;0;0;0;0;0;0;4576;9254
"11";"Marche";1;4963;0;0;0;0;0;0;4963;4566;0;0;0;0;0;0;4566;9529
"11";"Marche";2;5102;0;0;0;0;0;0;5102;4669;0;0;0;0;0;0;4669;9771
"11";"Marche";3;5254;0;0;0;0;0;0;5254;4976;0;0;0;0;0;0;4976;10230
"11";"Marche";4;5529;0;0;0;0;0;0;5529;5267;0;0;0;0;0;0;5267;10796
"11";"Marche";5;5960;0;0;0;0;0;0;5960;5542;0;0;0;0;0;0;5542;11502
"11";"Marche";6;6023;0;0;0;0;0;0;6023;5848;0;0;0;0;0;0;5848;11871
"11";"Marche";7;6293;0;0;0;0;0;0;6293;5951;0;0;0;0;0;0;5951;12244
"11";"Marche";8;6546;0;0;0;0;0;0;6546;6002;0;0;0;0;0;0;6002;12548
"11";"Marche";9;6598;0;0;0;0;0;0;6598;6219;0;0;0;0;0;0;6219;12817
"11";"Marche";10;6842;0;0;0;0;0;0;6842;6631;0;0;0;0;0;0;6631;13473
"11";"Marche";11;7048;0;0;0;0;0;0;7048;6605;0;0;0;0;0;0;6605;13653
"11";"Marche";12;7233;0;0;0;0;0;0;7233;6812;0;0;0;0;0;0;6812;14045
"11";"Marche";13;7261;0;0;0;0;0;0;7261;6806;0;0;0;0;0;0;6806;14067
"11";"Marche";14;7220;0;0;0;0;0;0;7220;6726;0;0;0;0;0;0;6726;13946
"11";"Marche";15;7069;0;0;0;0;0;0;7069;6665;0;0;0;0;0;0;6665;13734
"11";"Marche";16;7062;0;0;0;0;0;0;7062;6691;1;0;0;0;0;0;6692;13754
"11";"Marche";17;7203;0;0;0;0;0;0;7203;6604;0;0;0;0;0;0;6604;13807
"11";"Marche";18;7015;0;0;0;0;0;0;7015;6604;4;0;0;0;0;0;6608;13623
"11";"Marche";19;7224;2;0;0;0;0;0;7226;6552;17;0;0;0;0;0;6569;13795
"11";"Marche";20;7136;5;0;0;0;0;0;7141;6555;51;0;0;0;0;0;6606;13747
"11";"Marche";21;7578;13;1;1;1;0;0;7594;6642;97;2;0;1;0;0;6742;14336
"11";"Marche";22;7474;40;0;1;2;0;0;7517;6582;173;2;1;0;0;0;6758;14275
"11";"Marche";23;7718;64;0;1;1;0;0;7784;6526;261;1;0;1;0;0;6789;14573
"11";"Marche";24;7501;87;0;0;1;0;0;7589;6427;362;7;0;0;0;0;6796;14385
"11";"Marche";25;7373;156;4;2;2;0;0;7537;6237;481;13;1;2;0;0;6734;14271
"11";"Marche";26;7335;210;4;0;2;0;0;7551;6117;642;8;0;4;0;0;6771;14322
"11";"Marche";27;7065;288;2;0;1;0;0;7356;5906;850;20;0;1;0;0;6777;14133
"11";"Marche";28;6919;472;8;0;1;0;0;7400;5771;1123;19;2;4;1;0;6920;14320
"11";"Marche";29;7070;668;15;2;2;0;0;7757;5647;1505;39;5;3;0;0;7199;14956
"11";"Marche";30;6796;976;13;0;6;0;0;7791;5222;1819;42;2;2;0;0;7087;14878
"11";"Marche";31;6653;1209;24;0;2;0;0;7888;5131;2220;55;3;5;0;0;7414;15302
"11";"Marche";32;6096;1530;27;2;1;0;0;7656;4647;2650;98;7;4;0;0;7406;15062
"11";"Marche";33;5887;1917;33;3;5;0;0;7845;4464;3143;110;8;5;0;0;7730;15575
"11";"Marche";34;5474;2193;38;0;2;0;0;7707;3927;3471;106;9;9;1;0;7523;15230
"11";"Marche";35;5309;2617;63;1;2;0;0;7992;3829;3783;155;20;4;0;0;7791;15783
"11";"Marche";36;5096;2841;102;4;6;0;0;8049;3832;4103;193;18;5;0;0;8151;16200
"11";"Marche";37;4798;3361;97;6;10;0;0;8272;3468;4493;202;22;4;1;0;8190;16462
"11";"Marche";38;4717;3649;139;4;6;0;0;8515;3380;4818;254;25;5;1;0;8483;16998
"11";"Marche";39;4739;4009;163;2;4;0;1;8918;3316;5081;329;30;4;1;0;8761;17679
"11";"Marche";40;4485;4282;183;5;7;1;0;8963;3165;5286;358;34;5;0;0;8848;17811
"11";"Marche";41;4463;4715;200;11;5;0;0;9394;3063;5746;407;45;9;0;0;9270;18664
"11";"Marche";42;4299;5004;279;19;6;0;0;9607;2958;6236;483;78;5;1;0;9761;19368
"11";"Marche";43;4414;5511;353;19;13;0;0;10310;3067;6558;593;75;3;0;0;10296;20606
"11";"Marche";44;4284;5742;376;17;4;0;0;10423;3054;7006;593;85;4;0;0;10742;21165
"11";"Marche";45;4237;6218;458;25;9;2;0;10949;2827;7276;644;120;5;1;0;10873;21822
"11";"Marche";46;4131;6695;437;29;9;0;0;11301;2879;7880;721;109;9;0;0;11598;22899
"11";"Marche";47;4076;7132;512;30;10;0;0;11760;2777;7956;822;129;4;0;0;11688;23448
"11";"Marche";48;3780;7155;537;25;5;1;0;11503;2623;8055;839;167;5;0;0;11689;23192
"11";"Marche";49;3648;7309;637;35;8;1;0;11638;2392;8273;902;181;3;0;0;11751;23389
"11";"Marche";50;3470;7711;677;48;7;0;0;11913;2323;8696;968;201;4;0;0;12192;24105
"11";"Marche";51;3131;7712;696;53;8;0;0;11600;2053;8441;968;262;3;0;0;11727;23327
"11";"Marche";52;3016;7914;792;69;12;0;0;11803;2109;8958;1036;272;5;0;0;12380;24183
"11";"Marche";53;2722;8254;706;73;6;0;0;11761;1920;8813;1018;332;1;0;0;12084;23845
"11";"Marche";54;2577;8231;799;86;12;0;0;11705;1757;8959;1079;381;1;0;0;12177;23882
"11";"Marche";55;2405;8468;840;96;9;0;0;11818;1666;9131;996;417;1;0;0;12211;24029
"11";"Marche";56;2139;8732;832;123;13;0;0;11839;1600;8936;1047;439;3;0;0;12025;23864
"11";"Marche";57;2122;9033;917;107;6;0;0;12185;1496;9438;1011;524;2;0;0;12471;24656
"11";"Marche";58;1830;8544;836;142;7;0;0;11359;1321;9000;986;548;6;0;0;11861;23220
"11";"Marche";59;1620;8436;769;157;6;0;0;10988;1182;8421;906;588;2;0;0;11099;22087
"11";"Marche";60;1535;8469;793;153;8;0;0;10958;1215;8506;941;683;3;0;0;11348;22306
"11";"Marche";61;1416;8115;714;203;8;0;0;10456;1108;8343;810;774;0;0;0;11035;21491
"11";"Marche";62;1295;7922;647;169;6;0;0;10039;994;8207;726;852;2;0;0;10781;20820
"11";"Marche";63;1174;7746;646;211;6;0;0;9783;910;7837;744;905;2;0;0;10398;20181
"11";"Marche";64;1077;7559;579;222;4;0;0;9441;844;7741;709;983;2;0;0;10279;19720
"11";"Marche";65;1037;7625;504;247;6;0;0;9419;829;7682;652;1208;0;0;0;10371;19790
"11";"Marche";66;905;7322;476;293;5;0;0;9001;722;7368;597;1290;0;0;0;9977;18978
"11";"Marche";67;852;7182;429;285;2;0;0;8750;672;7043;518;1237;0;0;0;9470;18220
"11";"Marche";68;752;6988;416;327;4;0;0;8487;596;6789;481;1400;1;0;0;9267;17754
"11";"Marche";69;754;6972;386;371;4;0;0;8487;569;6490;451;1577;2;0;0;9089;17576
"11";"Marche";70;695;7004;354;357;5;0;0;8415;540;6567;391;1764;0;0;0;9262;17677
"11";"Marche";71;652;7127;338;425;3;0;0;8545;508;6536;413;1939;1;0;0;9397;17942
"11";"Marche";72;636;6845;288;422;0;0;0;8191;465;6176;348;2089;0;0;0;9078;17269
"11";"Marche";73;602;6958;233;507;1;0;0;8301;477;6221;282;2398;0;0;0;9378;17679
"11";"Marche";74;575;6645;255;518;1;0;0;7994;401;5649;305;2625;0;0;0;8980;16974
"11";"Marche";75;546;6310;229;614;3;0;0;7702;431;5597;308;2781;0;0;1;9118;16820
"11";"Marche";76;409;5200;192;561;3;0;0;6365;329;4196;234;2595;0;0;0;7354;13719
"11";"Marche";77;414;4841;138;518;0;0;0;5911;314;3843;200;2801;0;0;0;7158;13069
"11";"Marche";78;380;5005;139;599;1;0;0;6124;340;3833;147;3124;0;0;0;7444;13568
"11";"Marche";79;390;4481;105;627;2;0;1;5606;322;3281;138;3281;1;0;0;7023;12629
"11";"Marche";80;359;4343;98;591;0;0;0;5391;343;3114;125;3482;0;0;0;7064;12455
"11";"Marche";81;367;4726;88;712;0;0;0;5893;360;3207;145;4227;0;0;0;7939;13832
"11";"Marche";82;363;4667;73;798;1;0;0;5902;345;2908;111;4495;0;0;0;7859;13761
"11";"Marche";83;360;4189;84;866;0;0;0;5499;363;2433;99;4881;0;0;0;7776;13275
"11";"Marche";84;293;3630;53;799;0;0;0;4775;285;1921;63;4386;0;0;0;6655;11430
"11";"Marche";85;204;2980;40;722;0;0;0;3946;289;1440;64;4284;0;0;0;6077;10023
"11";"Marche";86;215;2735;33;815;0;0;0;3798;280;1213;62;4456;0;0;0;6011;9809
"11";"Marche";87;183;2310;27;721;0;0;0;3241;238;905;44;4056;0;0;0;5243;8484
"11";"Marche";88;134;1895;31;653;0;0;0;2713;223;678;42;3843;0;0;0;4786;7499
"11";"Marche";89;123;1405;14;603;0;0;0;2145;234;439;34;3359;0;0;0;4066;6211
"11";"Marche";90;90;1212;11;624;0;0;0;1937;195;357;26;3222;0;0;0;3800;5737
"11";"Marche";91;53;952;11;505;0;0;0;1521;178;230;16;2895;0;0;0;3319;4840
"11";"Marche";92;54;669;4;394;0;0;0;1121;138;136;18;2266;0;0;0;2558;3679
"11";"Marche";93;40;505;3;339;0;0;0;887;152;92;12;1943;0;0;0;2199;3086
"11";"Marche";94;23;343;1;322;0;0;0;689;125;78;8;1605;0;0;0;1816;2505
"11";"Marche";95;18;177;1;213;0;0;0;409;106;47;5;1248;0;0;0;1406;1815
"11";"Marche";96;15;137;1;164;0;0;0;317;86;29;7;949;0;0;0;1071;1388
"11";"Marche";97;11;63;1;119;0;0;0;194;55;18;6;658;0;0;0;737;931
"11";"Marche";98;3;54;1;78;0;0;0;136;41;7;2;486;0;0;0;536;672
"11";"Marche";99;2;29;0;54;0;0;0;85;20;3;2;316;0;0;0;341;426
"11";"Marche";100;3;25;0;65;0;0;0;93;48;10;3;448;0;0;0;509;602
"11";"Marche";999;342715;342467;21005;18984;292;5;2;725470;286860;347383;28321;98951;157;7;1;761680;1487150
"14";"Molise";0;847;0;0;0;0;0;0;847;821;0;0;0;0;0;0;821;1668
"14";"Molise";1;912;0;0;0;0;0;0;912;797;0;0;0;0;0;0;797;1709
"14";"Molise";2;977;0;0;0;0;0;0;977;920;0;0;0;0;0;0;920;1897
"14";"Molise";3;953;0;0;0;0;0;0;953;930;0;0;0;0;0;0;930;1883
"14";"Molise";4;1077;0;0;0;0;0;0;1077;1010;0;0;0;0;0;0;1010;2087
"14";"Molise";5;1037;0;0;0;0;0;0;1037;999;0;0;0;0;0;0;999;2036
"14";"Molise";6;1105;0;0;0;0;0;0;1105;1009;0;0;0;0;0;0;1009;2114
"14";"Molise";7;1159;0;0;0;0;0;0;1159;1000;0;0;0;0;0;0;1000;2159
"14";"Molise";8;1123;0;0;0;0;0;0;1123;1071;0;0;0;0;0;0;1071;2194
"14";"Molise";9;1179;0;0;0;0;0;0;1179;1067;0;0;0;0;0;0;1067;2246
"14";"Molise";10;1165;0;0;0;0;0;0;1165;1151;0;0;0;0;0;0;1151;2316
"14";"Molise";11;1274;0;0;0;0;0;0;1274;1163;0;0;0;0;0;0;1163;2437
"14";"Molise";12;1180;0;0;0;0;0;0;1180;1098;0;0;0;0;0;0;1098;2278
"14";"Molise";13;1308;0;0;0;0;0;0;1308;1164;0;0;0;0;0;0;1164;2472
"14";"Molise";14;1264;0;0;0;0;0;0;1264;1216;0;0;0;0;0;0;1216;2480
