anno,provincia,delitto,eta_alla_data_del_reato_vittima,valore,provincia_uts,codice_provinciauts,codice_provincia_storico,codice_regione,regione,ripartizione_geografica,sigla_automobilistica,provinciauts_corretto,codice_ripartizione_geografica
2024,SONDRIO,8. LESIONI DOLOSE,45-54,13,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2019,SONDRIO,8. LESIONI DOLOSE,55-64,7,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2020,SONDRIO,8. LESIONI DOLOSE,55-64,6,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2021,SONDRIO,8. LESIONI DOLOSE,55-64,10,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2022,SONDRIO,8. LESIONI DOLOSE,55-64,5,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2023,SONDRIO,8. LESIONI DOLOSE,55-64,10,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2024,SONDRIO,8. LESIONI DOLOSE,55-64,9,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2019,SONDRIO,8. LESIONI DOLOSE,65 e oltre,5,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2020,SONDRIO,8. LESIONI DOLOSE,65 e oltre,4,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2021,SONDRIO,8. LESIONI DOLOSE,65 e oltre,5,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2022,SONDRIO,8. LESIONI DOLOSE,65 e oltre,9,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2023,SONDRIO,8. LESIONI DOLOSE,65 e oltre,7,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2024,SONDRIO,8. LESIONI DOLOSE,65 e oltre,4,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2019,SONDRIO,9. PERCOSSE,0-13,1,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2020,SONDRIO,9. PERCOSSE,0-13,0,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2021,SONDRIO,9. PERCOSSE,0-13,0,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2022,SONDRIO,9. PERCOSSE,0-13,0,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2023,SONDRIO,9. PERCOSSE,0-13,1,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2024,SONDRIO,9. PERCOSSE,0-13,0,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2019,SONDRIO,9. PERCOSSE,14-17,1,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2020,SONDRIO,9. PERCOSSE,14-17,0,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2021,SONDRIO,9. PERCOSSE,14-17,2,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2022,SONDRIO,9. PERCOSSE,14-17,1,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2023,SONDRIO,9. PERCOSSE,14-17,2,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2024,SONDRIO,9. PERCOSSE,14-17,2,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2019,SONDRIO,9. PERCOSSE,18-24,2,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2020,SONDRIO,9. PERCOSSE,18-24,2,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2021,SONDRIO,9. PERCOSSE,18-24,4,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2022,SONDRIO,9. PERCOSSE,18-24,4,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2023,SONDRIO,9. PERCOSSE,18-24,0,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2024,SONDRIO,9. PERCOSSE,18-24,2,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2019,SONDRIO,9. PERCOSSE,25-34,2,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2020,SONDRIO,9. PERCOSSE,25-34,4,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2021,SONDRIO,9. PERCOSSE,25-34,3,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2022,SONDRIO,9. PERCOSSE,25-34,6,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2023,SONDRIO,9. PERCOSSE,25-34,2,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2024,SONDRIO,9. PERCOSSE,25-34,2,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2019,SONDRIO,9. PERCOSSE,35-44,2,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2020,SONDRIO,9. PERCOSSE,35-44,3,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2021,SONDRIO,9. PERCOSSE,35-44,2,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2022,SONDRIO,9. PERCOSSE,35-44,6,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2023,SONDRIO,9. PERCOSSE,35-44,3,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2024,SONDRIO,9. PERCOSSE,35-44,2,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2019,SONDRIO,9. PERCOSSE,45-54,3,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2020,SONDRIO,9. PERCOSSE,45-54,1,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2021,SONDRIO,9. PERCOSSE,45-54,4,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2022,SONDRIO,9. PERCOSSE,45-54,3,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2023,SONDRIO,9. PERCOSSE,45-54,2,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2024,SONDRIO,9. PERCOSSE,45-54,3,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2019,SONDRIO,9. PERCOSSE,55-64,1,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2020,SONDRIO,9. PERCOSSE,55-64,2,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2021,SONDRIO,9. PERCOSSE,55-64,0,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2022,SONDRIO,9. PERCOSSE,55-64,5,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2023,SONDRIO,9. PERCOSSE,55-64,3,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2024,SONDRIO,9. PERCOSSE,55-64,4,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2019,SONDRIO,9. PERCOSSE,65 e oltre,2,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2020,SONDRIO,9. PERCOSSE,65 e oltre,1,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2021,SONDRIO,9. PERCOSSE,65 e oltre,0,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2022,SONDRIO,9. PERCOSSE,65 e oltre,1,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2023,SONDRIO,9. PERCOSSE,65 e oltre,2,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2024,SONDRIO,9. PERCOSSE,65 e oltre,0,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2019,SONDRIO,10. MINACCE,0-13,1,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2020,SONDRIO,10. MINACCE,0-13,0,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2021,SONDRIO,10. MINACCE,0-13,1,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2022,SONDRIO,10. MINACCE,0-13,1,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2023,SONDRIO,10. MINACCE,0-13,0,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2024,SONDRIO,10. MINACCE,0-13,2,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2019,SONDRIO,10. MINACCE,14-17,1,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2020,SONDRIO,10. MINACCE,14-17,2,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2021,SONDRIO,10. MINACCE,14-17,4,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2022,SONDRIO,10. MINACCE,14-17,2,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2023,SONDRIO,10. MINACCE,14-17,2,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2024,SONDRIO,10. MINACCE,14-17,1,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2019,SONDRIO,10. MINACCE,18-24,8,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2020,SONDRIO,10. MINACCE,18-24,7,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2021,SONDRIO,10. MINACCE,18-24,7,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2022,SONDRIO,10. MINACCE,18-24,0,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2023,SONDRIO,10. MINACCE,18-24,2,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2024,SONDRIO,10. MINACCE,18-24,5,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2019,SONDRIO,10. MINACCE,25-34,5,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2020,SONDRIO,10. MINACCE,25-34,13,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2021,SONDRIO,10. MINACCE,25-34,10,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2022,SONDRIO,10. MINACCE,25-34,7,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2023,SONDRIO,10. MINACCE,25-34,7,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2024,SONDRIO,10. MINACCE,25-34,13,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2019,SONDRIO,10. MINACCE,35-44,18,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2020,SONDRIO,10. MINACCE,35-44,21,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2021,SONDRIO,10. MINACCE,35-44,12,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2022,SONDRIO,10. MINACCE,35-44,19,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2023,SONDRIO,10. MINACCE,35-44,17,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2024,SONDRIO,10. MINACCE,35-44,6,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2019,SONDRIO,10. MINACCE,45-54,26,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2020,SONDRIO,10. MINACCE,45-54,20,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2021,SONDRIO,10. MINACCE,45-54,13,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2022,SONDRIO,10. MINACCE,45-54,16,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2023,SONDRIO,10. MINACCE,45-54,17,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2024,SONDRIO,10. MINACCE,45-54,10,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2019,SONDRIO,10. MINACCE,55-64,16,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2020,SONDRIO,10. MINACCE,55-64,15,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2021,SONDRIO,10. MINACCE,55-64,7,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2022,SONDRIO,10. MINACCE,55-64,8,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2023,SONDRIO,10. MINACCE,55-64,7,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2024,SONDRIO,10. MINACCE,55-64,7,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2019,SONDRIO,10. MINACCE,65 e oltre,4,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2020,SONDRIO,10. MINACCE,65 e oltre,8,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2021,SONDRIO,10. MINACCE,65 e oltre,12,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2022,SONDRIO,10. MINACCE,65 e oltre,12,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2023,SONDRIO,10. MINACCE,65 e oltre,8,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2024,SONDRIO,10. MINACCE,65 e oltre,3,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2019,SONDRIO,12. VIOLENZE SESSUALI,0-13,0,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2020,SONDRIO,12. VIOLENZE SESSUALI,0-13,2,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2021,SONDRIO,12. VIOLENZE SESSUALI,0-13,1,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2022,SONDRIO,12. VIOLENZE SESSUALI,0-13,2,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2023,SONDRIO,12. VIOLENZE SESSUALI,0-13,1,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2024,SONDRIO,12. VIOLENZE SESSUALI,0-13,0,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2019,SONDRIO,12. VIOLENZE SESSUALI,14-17,2,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2020,SONDRIO,12. VIOLENZE SESSUALI,14-17,0,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2021,SONDRIO,12. VIOLENZE SESSUALI,14-17,1,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2022,SONDRIO,12. VIOLENZE SESSUALI,14-17,3,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2023,SONDRIO,12. VIOLENZE SESSUALI,14-17,2,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2024,SONDRIO,12. VIOLENZE SESSUALI,14-17,5,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2019,SONDRIO,12. VIOLENZE SESSUALI,18-24,0,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2020,SONDRIO,12. VIOLENZE SESSUALI,18-24,2,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2021,SONDRIO,12. VIOLENZE SESSUALI,18-24,3,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2022,SONDRIO,12. VIOLENZE SESSUALI,18-24,5,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2023,SONDRIO,12. VIOLENZE SESSUALI,18-24,3,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2024,SONDRIO,12. VIOLENZE SESSUALI,18-24,1,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2019,SONDRIO,12. VIOLENZE SESSUALI,25-34,2,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2020,SONDRIO,12. VIOLENZE SESSUALI,25-34,5,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2021,SONDRIO,12. VIOLENZE SESSUALI,25-34,3,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2022,SONDRIO,12. VIOLENZE SESSUALI,25-34,1,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2023,SONDRIO,12. VIOLENZE SESSUALI,25-34,3,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2024,SONDRIO,12. VIOLENZE SESSUALI,25-34,1,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2019,SONDRIO,12. VIOLENZE SESSUALI,35-44,1,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2020,SONDRIO,12. VIOLENZE SESSUALI,35-44,3,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2021,SONDRIO,12. VIOLENZE SESSUALI,35-44,1,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2022,SONDRIO,12. VIOLENZE SESSUALI,35-44,4,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2023,SONDRIO,12. VIOLENZE SESSUALI,35-44,2,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2024,SONDRIO,12. VIOLENZE SESSUALI,35-44,2,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2019,SONDRIO,12. VIOLENZE SESSUALI,45-54,1,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2020,SONDRIO,12. VIOLENZE SESSUALI,45-54,1,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2021,SONDRIO,12. VIOLENZE SESSUALI,45-54,1,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2022,SONDRIO,12. VIOLENZE SESSUALI,45-54,3,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2023,SONDRIO,12. VIOLENZE SESSUALI,45-54,1,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2024,SONDRIO,12. VIOLENZE SESSUALI,45-54,2,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2019,SONDRIO,12. VIOLENZE SESSUALI,55-64,0,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2020,SONDRIO,12. VIOLENZE SESSUALI,55-64,0,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2021,SONDRIO,12. VIOLENZE SESSUALI,55-64,0,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2022,SONDRIO,12. VIOLENZE SESSUALI,55-64,0,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2023,SONDRIO,12. VIOLENZE SESSUALI,55-64,1,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2024,SONDRIO,12. VIOLENZE SESSUALI,55-64,0,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2019,SONDRIO,12. VIOLENZE SESSUALI,65 e oltre,0,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2020,SONDRIO,12. VIOLENZE SESSUALI,65 e oltre,0,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2021,SONDRIO,12. VIOLENZE SESSUALI,65 e oltre,0,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2022,SONDRIO,12. VIOLENZE SESSUALI,65 e oltre,2,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2023,SONDRIO,12. VIOLENZE SESSUALI,65 e oltre,0,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2024,SONDRIO,12. VIOLENZE SESSUALI,65 e oltre,0,Sondrio,014,014,03,Lombardia,Nord-ovest,SO,SONDRIO,1
2019,MILANO,5. TENTATI OMICIDI,0-13,0,Milano,215,015,03,Lombardia,Nord-ovest,MI,MILANO,1
2020,MILANO,5. TENTATI OMICIDI,0-13,0,Milano,215,015,03,Lombardia,Nord-ovest,MI,MILANO,1
2021,MILANO,5. TENTATI OMICIDI,0-13,0,Milano,215,015,03,Lombardia,Nord-ovest,MI,MILANO,1
2022,MILANO,5. TENTATI OMICIDI,0-13,1,Milano,215,015,03,Lombardia,Nord-ovest,MI,MILANO,1
2023,MILANO,5. TENTATI OMICIDI,0-13,0,Milano,215,015,03,Lombardia,Nord-ovest,MI,MILANO,1
2024,MILANO,5. TENTATI OMICIDI,0-13,0,Milano,215,015,03,Lombardia,Nord-ovest,MI,MILANO,1
2019,MILANO,5. TENTATI OMICIDI,18-24,2,Milano,215,015,03,Lombardia,Nord-ovest,MI,MILANO,1
2020,MILANO,5. TENTATI OMICIDI,18-24,1,Milano,215,015,03,Lombardia,Nord-ovest,MI,MILANO,1
2021,MILANO,5. TENTATI OMICIDI,18-24,1,Milano,215,015,03,Lombardia,Nord-ovest,MI,MILANO,1
2022,MILANO,5. TENTATI OMICIDI,18-24,1,Milano,215,015,03,Lombardia,Nord-ovest,MI,MILANO,1
2023,MILANO,5. TENTATI OMICIDI,18-24,1,Milano,215,015,03,Lombardia,Nord-ovest,MI,MILANO,1
2024,MILANO,5. TENTATI OMICIDI,18-24,2,Milano,215,015,03,Lombardia,Nord-ovest,MI,MILANO,1
2019,MILANO,5. TENTATI OMICIDI,25-34,6,Milano,215,015,03,Lombardia,Nord-ovest,MI,MILANO,1
2020,MILANO,5. TENTATI OMICIDI,25-34,1,Milano,215,015,03,Lombardia,Nord-ovest,MI,MILANO,1
2021,MILANO,5. TENTATI OMICIDI,25-34,0,Milano,215,015,03,Lombardia,Nord-ovest,MI,MILANO,1
2022,MILANO,5. TENTATI OMICIDI,25-34,2,Milano,215,015,03,Lombardia,Nord-ovest,MI,MILANO,1
2023,MILANO,5. TENTATI OMICIDI,25-34,0,Milano,215,015,03,Lombardia,Nord-ovest,MI,MILANO,1
2024,MILANO,5. TENTATI OMICIDI,25-34,1,Milano,215,015,03,Lombardia,Nord-ovest,MI,MILANO,1
2019,MILANO,5. TENTATI OMICIDI,35-44,1,Milano,215,015,03,Lombardia,Nord-ovest,MI,MILANO,1
2020,MILANO,5. TENTATI OMICIDI,35-44,1,Milano,215,015,03,Lombardia,Nord-ovest,MI,MILANO,1
2021,MILANO,5. TENTATI OMICIDI,35-44,7,Milano,215,015,03,Lombardia,Nord-ovest,MI,MILANO,1
2022,MILANO,5. TENTATI OMICIDI,35-44,1,Milano,215,015,03,Lombardia,Nord-ovest,MI,MILANO,1
2023,MILANO,5. TENTATI OMICIDI,35-44,2,Milano,215,015,03,Lombardia,Nord-ovest,MI,MILANO,1
2024,MILANO,5. TENTATI OMICIDI,35-44,1,Milano,215,015,03,Lombardia,Nord-ovest,MI,MILANO,1
2019,MILANO,5. TENTATI OMICIDI,45-54,2,Milano,215,015,03,Lombardia,Nord-ovest,MI,MILANO,1
2020,MILANO,5. TENTATI OMICIDI,45-54,2,Milano,215,015,03,Lombardia,Nord-ovest,MI,MILANO,1
2021,MILANO,5. TENTATI OMICIDI,45-54,1,Milano,215,015,03,Lombardia,Nord-ovest,MI,MILANO,1
2022,MILANO,5. TENTATI OMICIDI,45-54,0,Milano,215,015,03,Lombardia,Nord-ovest,MI,MILANO,1
2023,MILANO,5. TENTATI OMICIDI,45-54,4,Milano,215,015,03,Lombardia,Nord-ovest,MI,MILANO,1
2024,MILANO,5. TENTATI OMICIDI,45-54,0,Milano,215,015,03,Lombardia,Nord-ovest,MI,MILANO,1
2019,MILANO,5. TENTATI OMICIDI,55-64,2,Milano,215,015,03,Lombardia,Nord-ovest,MI,MILANO,1
2020,MILANO,5. TENTATI OMICIDI,55-64,1,Milano,215,015,03,Lombardia,Nord-ovest,MI,MILANO,1
2021,MILANO,5. TENTATI OMICIDI,55-64,0,Milano,215,015,03,Lombardia,Nord-ovest,MI,MILANO,1
2022,MILANO,5. TENTATI OMICIDI,55-64,4,Milano,215,015,03,Lombardia,Nord-ovest,MI,MILANO,1
2023,MILANO,5. TENTATI OMICIDI,55-64,3,Milano,215,015,03,Lombardia,Nord-ovest,MI,MILANO,1
2024,MILANO,5. TENTATI OMICIDI,55-64,0,Milano,215,015,03,Lombardia,Nord-ovest,MI,MILANO,1
2019,MILANO,5. TENTATI OMICIDI,65 e oltre,1,Milano,215,015,03,Lombardia,Nord-ovest,MI,MILANO,1
2020,MILANO,5. TENTATI OMICIDI,65 e oltre,4,Milano,215,015,03,Lombardia,Nord-ovest,MI,MILANO,1
2021,MILANO,5. TENTATI OMICIDI,65 e oltre,0,Milano,215,015,03,Lombardia,Nord-ovest,MI,MILANO,1
2022,MILANO,5. TENTATI OMICIDI,65 e oltre,0,Milano,215,015,03,Lombardia,Nord-ovest,MI,MILANO,1
2023,MILANO,5. TENTATI OMICIDI,65 e oltre,3,Milano,215,015,03,Lombardia,Nord-ovest,MI,MILANO,1
2024,MILANO,5. TENTATI OMICIDI,65 e oltre,1,Milano,215,015,03,Lombardia,Nord-ovest,MI,MILANO,1
2019,MILANO,8. LESIONI DOLOSE,0-13,36,Milano,215,015,03,Lombardia,Nord-ovest,MI,MILANO,1
2020,MILANO,8. LESIONI DOLOSE,0-13,24,Milano,215,015,03,Lombardia,Nord-ovest,MI,MILANO,1
2021,MILANO,8. LESIONI DOLOSE,0-13,21,Milano,215,015,03,Lombardia,Nord-ovest,MI,MILANO,1
2022,MILANO,8. LESIONI DOLOSE,0-13,30,Milano,215,015,03,Lombardia,Nord-ovest,MI,MILANO,1
2023,MILANO,8. LESIONI DOLOSE,0-13,33,Milano,215,015,03,Lombardia,Nord-ovest,MI,MILANO,1
2024,MILANO,8. LESIONI DOLOSE,0-13,17,Milano,215,015,03,Lombardia,Nord-ovest,MI,MILANO,1
2019,MILANO,8. LESIONI DOLOSE,14-17,39,Milano,215,015,03,Lombardia,Nord-ovest,MI,MILANO,1
2020,MILANO,8. LESIONI DOLOSE,14-17,37,Milano,215,015,03,Lombardia,Nord-ovest,MI,MILANO,1
2021,MILANO,8. LESIONI DOLOSE,14-17,39,Milano,215,015,03,Lombardia,Nord-ovest,MI,MILANO,1
2022,MILANO,8. LESIONI DOLOSE,14-17,39,Milano,215,015,03,Lombardia,Nord-ovest,MI,MILANO,1
2023,MILANO,8. LESIONI DOLOSE,14-17,72,Milano,215,015,03,Lombardia,Nord-ovest,MI,MILANO,1
2024,MILANO,8. LESIONI DOLOSE,14-17,49,Milano,215,015,03,Lombardia,Nord-ovest,MI,MILANO,1
2019,MILANO,8. LESIONI DOLOSE,18-24,133,Milano,215,015,03,Lombardia,Nord-ovest,MI,MILANO,1
2020,MILANO,8. LESIONI DOLOSE,18-24,153,Milano,215,015,03,Lombardia,Nord-ovest,MI,MILANO,1
